排名,杠杆倍数,止盈%,止损%,K1涨跌幅%,总交易数,盈利次数,亏损次数,胜率%,总盈亏,总收益率%,平均盈利%,平均亏损%,盈亏比
503,75,45,25,0.6,904,339,565,37.50,11.3000,1.25,0.600,-0.333,1.80
504,90,60,20,0.56,1058,281,777,26.56,13.2000,1.25,0.667,-0.222,3.00
505,75,35,20,0.49,1359,525,834,38.63,16.9500,1.25,0.467,-0.267,1.75
506,90,70,20,0.59,949,224,725,23.60,11.8000,1.24,0.778,-0.222,3.50
507,90,45,20,0.47,1481,484,997,32.68,18.4000,1.24,0.500,-0.222,2.25
508,90,55,25,0.25,3750,1230,2520,32.80,46.5000,1.24,0.611,-0.278,2.20
509,90,55,35,0.6,904,364,540,40.27,11.2000,1.24,0.611,-0.389,1.57
510,80,50,20,0.56,1058,321,737,30.34,13.1000,1.24,0.625,-0.250,2.50
511,85,35,20,0.29,3188,1231,1957,38.61,39.4500,1.24,0.412,-0.235,1.75
512,85,55,20,0.23,4104,1162,2942,28.31,50.7000,1.24,0.647,-0.235,2.75
513,20,60,35,0.54,1130,431,699,38.14,13.9500,1.23,3.000,-1.750,1.71
514,90,50,20,0.28,3320,1007,2313,30.33,40.9000,1.23,0.556,-0.222,2.50
515,85,50,20,0.24,3930,1192,2738,30.33,48.4000,1.23,0.588,-0.235,2.50
516,20,70,45,0.4,1995,802,1193,40.20,24.5500,1.23,3.500,-2.250,1.56
517,85,40,20,0.51,1252,443,809,35.38,15.4000,1.23,0.471,-0.235,2.00
518,85,40,20,0.47,1481,524,957,35.38,18.2000,1.23,0.471,-0.235,2.00
519,75,35,20,0.48,1420,548,872,38.59,17.4000,1.23,0.467,-0.267,1.75
520,75,40,20,0.58,981,347,634,35.37,12.0000,1.22,0.533,-0.267,2.00
521,85,50,25,0.58,981,343,638,34.96,12.0000,1.22,0.588,-0.294,2.00
522,90,50,20,0.41,1913,580,1333,30.32,23.4000,1.22,0.556,-0.222,2.50
523,90,50,20,0.47,1481,449,1032,30.32,18.1000,1.22,0.556,-0.222,2.50
524,75,30,20,0.45,1621,688,933,42.44,19.8000,1.22,0.400,-0.267,1.50
525,80,30,20,0.31,2891,1227,1664,42.44,35.3000,1.22,0.375,-0.250,1.50
526,80,30,20,0.28,3320,1409,1911,42.44,40.5000,1.22,0.375,-0.250,1.50
527,85,40,20,0.22,4268,1509,2759,35.36,51.8000,1.21,0.471,-0.235,2.00
528,90,55,25,0.5,1294,424,870,32.77,15.7000,1.21,0.611,-0.278,2.20
529,85,35,20,0.31,2891,1115,1776,38.57,35.0500,1.21,0.412,-0.235,1.75
530,90,55,25,0.27,3461,1134,2327,32.77,41.9500,1.21,0.611,-0.278,2.20
531,90,55,25,0.26,3617,1185,2432,32.76,43.7500,1.21,0.611,-0.278,2.20
532,90,50,20,0.52,1208,366,842,30.30,14.6000,1.21,0.556,-0.222,2.50
533,80,35,20,0.46,1556,600,956,38.56,18.8000,1.21,0.438,-0.250,1.75
534,85,40,20,0.46,1556,550,1006,35.35,18.8000,1.21,0.471,-0.235,2.00
535,85,50,20,0.25,3750,1136,2614,30.29,45.2000,1.21,0.588,-0.235,2.50
536,25,70,45,0.54,1130,454,676,40.18,13.6000,1.20,2.800,-1.800,1.56
537,85,60,20,0.58,981,260,721,26.50,11.8000,1.20,0.706,-0.235,3.00
538,90,45,20,0.41,1913,624,1289,32.62,23.0000,1.20,0.500,-0.222,2.25
539,90,40,25,0.47,1481,597,884,40.31,17.8000,1.20,0.444,-0.278,1.60
540,80,30,20,0.3,3033,1286,1747,42.40,36.4000,1.20,0.375,-0.250,1.50
541,90,45,20,0.25,3750,1223,2527,32.61,44.9500,1.20,0.500,-0.222,2.25
542,90,55,20,0.37,2236,632,1604,28.26,26.8000,1.20,0.611,-0.222,2.75
543,85,35,20,0.3,3033,1169,1864,38.54,36.3500,1.20,0.412,-0.235,1.75
544,75,30,20,0.41,1913,811,1102,42.39,22.9000,1.20,0.400,-0.267,1.50
545,90,55,25,0.49,1359,445,914,32.74,16.2500,1.20,0.611,-0.278,2.20
546,20,60,40,0.56,1056,435,621,41.19,12.6000,1.19,3.000,-2.000,1.50
547,25,65,40,0.4,1996,783,1213,39.23,23.7500,1.19,2.600,-1.600,1.62
548,75,45,20,0.54,1132,369,763,32.60,13.4500,1.19,0.600,-0.267,2.25
549,80,30,20,0.25,3750,1589,2161,42.37,44.5000,1.19,0.375,-0.250,1.50
550,80,35,20,0.22,4268,1644,2624,38.52,50.6000,1.19,0.438,-0.250,1.75
551,20,65,40,0.39,2060,808,1252,39.22,24.4000,1.18,3.250,-2.000,1.62
552,85,50,20,0.21,4428,1340,3088,30.26,52.4000,1.18,0.588,-0.235,2.50
553,90,50,25,0.22,4268,1490,2778,34.91,50.5000,1.18,0.556,-0.278,2.00
554,90,45,25,0.53,1171,438,733,37.40,13.8500,1.18,0.500,-0.278,1.80
555,20,55,35,0.4,1995,802,1193,40.20,23.5500,1.18,2.750,-1.750,1.57
556,90,45,20,0.46,1556,507,1049,32.58,18.3500,1.18,0.500,-0.222,2.25
557,85,40,20,0.21,4428,1563,2865,35.30,52.2000,1.18,0.471,-0.235,2.00
558,90,60,20,0.55,1088,288,800,26.47,12.8000,1.18,0.667,-0.222,3.00
559,20,60,40,0.38,2142,882,1260,41.18,25.2000,1.18,3.000,-2.000,1.50
560,85,50,20,0.27,3461,1047,2414,30.25,40.7000,1.18,0.588,-0.235,2.50
561,25,70,45,0.56,1056,424,632,40.15,12.4000,1.17,2.800,-1.800,1.56
562,80,45,25,0.6,904,338,566,37.39,10.6000,1.17,0.562,-0.312,1.80
563,20,60,25,0.55,1088,335,753,30.79,12.7500,1.17,3.000,-1.250,2.40
564,25,70,45,0.38,2142,860,1282,40.15,25.1000,1.17,2.800,-1.800,1.56
565,90,50,25,0.54,1132,395,737,34.89,13.2500,1.17,0.556,-0.278,2.00
566,75,50,20,0.59,949,287,662,30.24,11.1000,1.17,0.667,-0.267,2.50
567,90,50,25,0.21,4428,1545,2883,34.89,51.7500,1.17,0.556,-0.278,2.00
568,80,50,20,0.55,1088,329,759,30.24,12.7000,1.17,0.625,-0.250,2.50
569,80,40,25,0.59,949,382,567,40.25,11.0500,1.16,0.500,-0.312,1.60
570,90,45,20,0.28,3320,1081,2239,32.56,38.6500,1.16,0.500,-0.222,2.25
571,85,55,20,0.55,1088,307,781,28.22,12.6500,1.16,0.647,-0.235,2.75
572,70,40,20,0.58,981,346,635,35.27,11.4000,1.16,0.571,-0.286,2.00
573,90,55,20,0.4,1999,564,1435,28.21,23.2000,1.16,0.611,-0.222,2.75
574,85,40,20,0.24,3930,1386,2544,35.27,45.6000,1.16,0.471,-0.235,2.00
575,20,60,40,0.55,1086,447,639,41.16,12.6000,1.16,3.000,-2.000,1.50
576,90,55,20,0.46,1556,439,1117,28.21,18.0500,1.16,0.611,-0.222,2.75
577,90,50,20,0.38,2147,649,1498,30.23,24.9000,1.16,0.556,-0.222,2.50
578,80,30,20,0.29,3188,1349,1839,42.31,36.9000,1.16,0.375,-0.250,1.50
579,70,65,20,0.6,904,225,679,24.89,10.4500,1.16,0.929,-0.286,3.25
580,80,65,20,0.6,904,225,679,24.89,10.4500,1.16,0.812,-0.250,3.25
581,70,30,20,0.49,1359,575,784,42.31,15.7000,1.16,0.429,-0.286,1.50
582,90,55,20,0.34,2542,717,1825,28.21,29.3500,1.15,0.611,-0.222,2.75
583,25,65,35,0.55,1087,393,694,36.15,12.5500,1.15,2.600,-1.400,1.86
584,25,70,45,0.6,902,362,540,40.13,10.4000,1.15,2.800,-1.800,1.56
585,80,35,20,0.21,4428,1703,2725,38.46,51.0500,1.15,0.438,-0.250,1.75
586,65,30,20,0.58,981,415,566,42.30,11.3000,1.15,0.462,-0.308,1.50
587,90,45,20,0.26,3617,1177,2440,32.54,41.6500,1.15,0.500,-0.222,2.25
588,85,50,20,0.52,1208,365,843,30.22,13.9000,1.15,0.588,-0.235,2.50
589,80,30,20,0.26,3617,1530,2087,42.30,41.6000,1.15,0.375,-0.250,1.50
590,90,55,20,0.29,3188,899,2289,28.20,36.6500,1.15,0.611,-0.222,2.75
591,75,30,20,0.44,1688,714,974,42.30,19.4000,1.15,0.400,-0.267,1.50
592,90,40,25,0.22,4268,1717,2551,40.23,49.0500,1.15,0.444,-0.278,1.60
593,90,55,20,0.51,1252,353,899,28.19,14.3500,1.15,0.611,-0.222,2.75
594,25,70,45,0.59,947,380,567,40.13,10.8500,1.15,2.800,-1.800,1.56
595,25,70,45,0.41,1909,766,1143,40.13,21.8500,1.14,2.800,-1.800,1.56
596,90,40,25,0.21,4428,1781,2647,40.22,50.6500,1.14,0.444,-0.278,1.60
597,75,30,20,0.43,1750,740,1010,42.29,20.0000,1.14,0.400,-0.267,1.50
598,85,45,20,0.22,4268,1388,2880,32.52,48.6000,1.14,0.529,-0.235,2.25
599,80,35,20,0.45,1621,623,998,38.43,18.4500,1.14,0.438,-0.250,1.75
600,90,65,20,0.59,949,236,713,24.87,10.8000,1.14,0.722,-0.222,3.25
601,90,55,20,0.42,1831,516,1315,28.18,20.8000,1.14,0.611,-0.222,2.75
602,25,70,40,0.4,1995,746,1249,37.39,22.6000,1.13,2.800,-1.600,1.75
603,80,45,20,0.54,1132,368,764,32.51,12.8000,1.13,0.562,-0.250,2.25
604,70,35,20,0.57,1023,393,630,38.42,11.5500,1.13,0.500,-0.286,1.75
605,90,50,20,0.39,2064,623,1441,30.18,23.3000,1.13,0.556,-0.222,2.50
606,20,60,35,0.41,1909,726,1183,38.03,21.5500,1.13,3.000,-1.750,1.71
607,90,45,25,0.5,1294,483,811,37.33,14.6000,1.13,0.500,-0.278,1.80
608,85,50,20,0.47,1481,447,1034,30.18,16.7000,1.13,0.588,-0.235,2.50
609,85,50,20,0.26,3617,1091,2526,30.16,40.3000,1.11,0.588,-0.235,2.50
610,20,60,35,0.59,947,360,587,38.01,10.5500,1.11,3.000,-1.750,1.71
611,85,45,25,0.59,949,354,595,37.30,10.5500,1.11,0.529,-0.294,1.80
612,20,70,45,0.39,2060,826,1234,40.10,22.9000,1.11,3.500,-2.250,1.56
613,80,40,20,0.53,1171,412,759,35.18,13.0000,1.11,0.500,-0.250,2.00
614,90,55,20,0.35,2441,687,1754,28.14,27.0500,1.11,0.611,-0.222,2.75
615,20,60,35,0.52,1205,458,747,38.01,13.3500,1.11,3.000,-1.750,1.71
616,85,55,25,0.6,904,295,609,32.63,10.0000,1.11,0.647,-0.294,2.20
617,70,35,20,0.56,1058,406,652,38.37,11.7000,1.11,0.500,-0.286,1.75
618,85,55,20,0.22,4268,1201,3067,28.14,47.1500,1.10,0.647,-0.235,2.75
619,85,45,20,0.24,3930,1276,2654,32.47,43.4000,1.10,0.529,-0.235,2.25
620,25,65,35,0.4,1997,721,1276,36.10,22.0500,1.10,2.600,-1.400,1.86
621,90,50,20,0.42,1831,552,1279,30.15,20.2000,1.10,0.556,-0.222,2.50
622,80,35,20,0.41,1913,734,1179,38.37,21.1000,1.10,0.438,-0.250,1.75
623,75,30,20,0.23,4104,1732,2372,42.20,45.2000,1.10,0.400,-0.267,1.50
624,90,45,20,0.39,2064,670,1394,32.46,22.7000,1.10,0.500,-0.222,2.25
625,85,50,25,0.57,1023,356,667,34.80,11.2500,1.10,0.588,-0.294,2.00
626,90,50,20,0.46,1556,469,1087,30.14,17.1000,1.10,0.556,-0.222,2.50
627,80,50,20,0.23,4104,1237,2867,30.14,45.1000,1.10,0.625,-0.250,2.50
628,20,60,35,0.58,979,372,607,38.00,10.7500,1.10,3.000,-1.750,1.71
629,85,40,20,0.27,3461,1217,2244,35.16,38.0000,1.10,0.471,-0.235,2.00
630,85,45,20,0.5,1294,420,874,32.46,14.2000,1.10,0.529,-0.235,2.25
631,75,45,20,0.5,1294,420,874,32.46,14.2000,1.10,0.600,-0.267,2.25
632,85,60,20,0.56,1058,279,779,26.37,11.6000,1.10,0.706,-0.235,3.00
633,25,70,45,0.52,1205,483,722,40.08,13.2000,1.10,2.800,-1.800,1.56
634,85,45,20,0.21,4428,1437,2991,32.45,48.4500,1.09,0.529,-0.235,2.25
635,90,55,20,0.36,2336,657,1679,28.12,25.5500,1.09,0.611,-0.222,2.75
636,85,45,20,0.53,1171,380,791,32.45,12.8000,1.09,0.529,-0.235,2.25
637,75,45,20,0.49,1359,441,918,32.45,14.8500,1.09,0.600,-0.267,2.25
638,70,30,20,0.48,1420,599,821,42.18,15.5000,1.09,0.429,-0.286,1.50
639,90,55,20,0.31,2891,813,2078,28.12,31.5500,1.09,0.611,-0.222,2.75
640,80,35,20,0.24,3930,1507,2423,38.35,42.8500,1.09,0.438,-0.250,1.75
641,20,65,35,0.4,1995,720,1275,36.09,21.7500,1.09,3.250,-1.750,1.86
642,20,60,25,0.57,1023,314,709,30.69,11.1500,1.09,3.000,-1.250,2.40
643,85,40,25,0.53,1171,470,701,40.14,12.7500,1.09,0.471,-0.294,1.60
644,85,55,20,0.24,3930,1105,2825,28.12,42.7500,1.09,0.647,-0.235,2.75
645,90,50,25,0.24,3930,1367,2563,34.78,42.7500,1.09,0.556,-0.278,2.00
646,90,40,25,0.27,3461,1389,2072,40.13,37.6000,1.09,0.444,-0.278,1.60
647,90,55,20,0.43,1750,492,1258,28.11,19.0000,1.09,0.611,-0.222,2.75
648,90,55,25,0.48,1420,463,957,32.61,15.4000,1.08,0.611,-0.278,2.20
649,90,65,25,0.6,904,262,642,28.98,9.8000,1.08,0.722,-0.278,2.60
650,90,40,25,0.24,3930,1577,2353,40.13,42.5500,1.08,0.444,-0.278,1.60
651,70,35,20,0.55,1088,417,671,38.33,11.7500,1.08,0.500,-0.286,1.75
652,90,50,20,0.29,3188,960,2228,30.11,34.4000,1.08,0.556,-0.222,2.50
653,75,55,20,0.6,904,254,650,28.10,9.7000,1.07,0.733,-0.267,2.75
654,90,45,20,0.38,2147,696,1451,32.42,23.0000,1.07,0.500,-0.222,2.25
655,85,55,20,0.21,4428,1244,3184,28.09,47.4000,1.07,0.647,-0.235,2.75
656,90,55,20,0.3,3033,852,2181,28.09,32.4000,1.07,0.611,-0.222,2.75
657,90,50,20,0.34,2542,765,1777,30.09,27.1000,1.07,0.556,-0.222,2.50
658,65,30,20,0.57,1023,431,592,42.13,10.9000,1.07,0.462,-0.308,1.50
659,20,60,40,0.43,1746,717,1029,41.07,18.6000,1.07,3.000,-2.000,1.50
