排名,杠杆倍数,止盈%,止损%,K1涨跌幅%,总交易数,盈利次数,亏损次数,胜率%,总盈亏,总收益率%,平均盈利%,平均亏损%,盈亏比
13671,85,70,35,0.33,2667,867,1800,32.51,-23.1000,-0.87,0.824,-0.412,2.00
13672,30,55,20,0.23,4104,1047,3057,25.51,-35.5500,-0.87,1.833,-0.667,2.75
13673,45,55,30,0.24,3930,1347,2583,34.27,-34.0500,-0.87,1.222,-0.667,1.83
13674,85,70,40,0.58,981,349,632,35.58,-8.5000,-0.87,0.824,-0.471,1.75
13675,65,65,25,0.53,1171,314,857,26.81,-10.1500,-0.87,1.000,-0.385,2.60
13676,35,40,25,0.27,3461,1285,2176,37.13,-30.0000,-0.87,1.143,-0.714,1.60
13677,80,70,40,0.3,3033,1079,1954,35.58,-26.3000,-0.87,0.875,-0.500,1.75
13678,35,45,30,0.21,4428,1720,2708,38.84,-38.4000,-0.87,1.286,-0.857,1.50
13679,30,35,20,0.39,2064,718,1346,34.79,-17.9000,-0.87,1.167,-0.667,1.75
13680,40,60,20,0.28,3320,794,2526,23.92,-28.8000,-0.87,1.500,-0.500,3.00
13681,70,55,35,0.37,2236,848,1388,37.92,-19.4000,-0.87,0.786,-0.500,1.57
13682,25,40,20,0.37,2236,713,1523,31.89,-19.4000,-0.87,1.600,-0.800,2.00
13683,50,65,40,0.4,1999,745,1254,37.27,-17.3500,-0.87,1.300,-0.800,1.62
13684,65,55,25,0.4,1999,603,1396,30.17,-17.3500,-0.87,0.846,-0.385,2.20
13685,75,65,30,0.4,1999,613,1386,30.67,-17.3500,-0.87,0.867,-0.400,2.17
13686,75,60,25,0.35,2441,693,1748,28.39,-21.2000,-0.87,0.800,-0.333,2.40
13687,20,45,30,0.28,3316,1288,2028,38.84,-28.8000,-0.87,2.250,-1.500,1.50
13688,50,40,20,0.43,1750,558,1192,31.89,-15.2000,-0.87,0.800,-0.400,2.00
13689,60,70,20,0.43,1750,372,1378,21.26,-15.2000,-0.87,1.167,-0.333,3.50
13690,25,60,25,0.27,3459,982,2477,28.39,-30.0500,-0.87,2.400,-1.000,2.40
13691,70,55,35,0.29,3188,1209,1979,37.92,-27.7000,-0.87,0.786,-0.500,1.57
13692,30,40,25,0.24,3930,1459,2471,37.12,-34.1500,-0.87,1.333,-0.833,1.60
13693,30,60,30,0.52,1208,391,817,32.37,-10.5000,-0.87,2.000,-1.000,2.00
13694,40,65,20,0.25,3750,844,2906,22.51,-32.6000,-0.87,1.625,-0.500,3.25
13695,50,60,40,0.56,1058,414,644,39.13,-9.2000,-0.87,1.200,-0.800,1.50
13696,35,60,40,0.56,1058,414,644,39.13,-9.2000,-0.87,1.714,-1.143,1.50
13697,50,70,45,0.56,1058,406,652,38.37,-9.2000,-0.87,1.400,-0.900,1.56
13698,25,50,20,0.45,1621,443,1178,27.33,-14.1000,-0.87,2.000,-0.800,2.50
13699,35,55,30,0.33,2667,914,1753,34.27,-23.2000,-0.87,1.571,-0.857,1.83
13700,40,55,30,0.33,2667,914,1753,34.27,-23.2000,-0.87,1.375,-0.750,1.83
13701,50,70,30,0.57,1023,298,725,29.13,-8.9000,-0.87,1.400,-0.600,2.33
13702,85,70,30,0.57,1023,298,725,29.13,-8.9000,-0.87,0.824,-0.353,2.33
13703,35,55,35,0.33,2666,1011,1655,37.92,-23.2000,-0.87,1.571,-1.000,1.57
13704,65,70,40,0.24,3930,1398,2532,35.57,-34.2000,-0.87,1.077,-0.615,1.75
13705,55,45,30,0.41,1913,743,1170,38.84,-16.6500,-0.87,0.818,-0.545,1.50
13706,35,55,25,0.41,1913,577,1336,30.16,-16.6500,-0.87,1.571,-0.714,2.20
13707,50,45,30,0.41,1913,743,1170,38.84,-16.6500,-0.87,0.900,-0.600,1.50
13708,75,65,30,0.3,3033,930,2103,30.66,-26.4000,-0.87,0.867,-0.400,2.17
13709,65,70,25,0.51,1252,318,934,25.40,-10.9000,-0.87,1.077,-0.385,2.80
13710,30,65,20,0.26,3617,814,2803,22.50,-31.5000,-0.87,2.167,-0.667,3.25
13711,30,30,20,0.53,1171,448,723,38.26,-10.2000,-0.87,1.000,-0.667,1.50
13712,25,50,20,0.53,1171,320,851,27.33,-10.2000,-0.87,2.000,-0.800,2.50
13713,40,60,30,0.53,1171,379,792,32.37,-10.2000,-0.87,1.500,-0.750,2.00
13714,45,50,20,0.53,1171,320,851,27.33,-10.2000,-0.87,1.111,-0.444,2.50
13715,65,55,20,0.42,1831,467,1364,25.51,-15.9500,-0.87,0.846,-0.308,2.75
13716,25,45,30,0.58,981,381,600,38.84,-8.5500,-0.87,1.800,-1.200,1.50
13717,30,45,30,0.58,981,381,600,38.84,-8.5500,-0.87,1.500,-1.000,1.50
13718,20,35,20,0.27,3459,1203,2256,34.78,-30.1500,-0.87,1.750,-1.000,1.75
13719,30,50,25,0.33,2667,858,1809,32.17,-23.2500,-0.87,1.667,-0.833,2.00
13720,40,65,25,0.33,2667,715,1952,26.81,-23.2500,-0.87,1.625,-0.625,2.60
13721,75,65,35,0.29,3188,1088,2100,34.13,-27.8000,-0.87,0.867,-0.467,1.86
13722,35,50,25,0.39,2064,664,1400,32.17,-18.0000,-0.87,1.429,-0.714,2.00
13723,35,60,30,0.39,2064,668,1396,32.36,-18.0000,-0.87,1.714,-0.857,2.00
13724,90,60,30,0.39,2064,668,1396,32.36,-18.0000,-0.87,0.667,-0.333,2.00
13725,30,60,20,0.23,4103,981,3122,23.91,-35.8000,-0.87,2.000,-0.667,3.00
13726,50,70,25,0.27,3461,879,2582,25.40,-30.2000,-0.87,1.400,-0.500,2.80
13727,30,45,30,0.35,2441,948,1493,38.84,-21.3000,-0.87,1.500,-1.000,1.50
13728,30,45,20,0.32,2773,816,1957,29.43,-24.2000,-0.87,1.500,-0.667,2.25
13729,40,45,25,0.4,1999,689,1310,34.47,-17.4500,-0.87,1.125,-0.625,1.80
13730,75,55,35,0.4,1999,758,1241,37.92,-17.4500,-0.87,0.733,-0.467,1.57
13731,25,45,20,0.35,2440,718,1722,29.43,-21.3000,-0.87,1.800,-0.800,2.25
13732,60,70,20,0.5,1294,275,1019,21.25,-11.3000,-0.87,1.167,-0.333,3.50
13733,75,65,25,0.31,2891,775,2116,26.81,-25.2500,-0.87,0.867,-0.333,2.60
13734,60,70,30,0.28,3320,967,2353,29.13,-29.0000,-0.87,1.167,-0.500,2.33
13735,35,50,30,0.33,2667,971,1696,36.41,-23.3000,-0.87,1.429,-0.857,1.67
13736,25,55,20,0.34,2541,648,1893,25.50,-22.2000,-0.87,2.200,-0.800,2.75
13737,20,70,30,0.31,2884,840,2044,29.13,-25.2000,-0.87,3.500,-1.500,2.33
13738,40,50,25,0.44,1688,543,1145,32.17,-14.7500,-0.87,1.250,-0.625,2.00
13739,30,35,20,0.44,1688,587,1101,34.77,-14.7500,-0.87,1.167,-0.667,1.75
13740,35,50,25,0.44,1688,543,1145,32.17,-14.7500,-0.87,1.429,-0.714,2.00
13741,25,50,25,0.44,1688,543,1145,32.17,-14.7500,-0.87,2.000,-1.000,2.00
13742,75,70,25,0.42,1831,465,1366,25.40,-16.0000,-0.87,0.933,-0.333,2.80
13743,60,50,25,0.42,1831,589,1242,32.17,-16.0000,-0.87,0.833,-0.417,2.00
13744,30,45,20,0.6,904,266,638,29.42,-7.9000,-0.87,1.500,-0.667,2.25
13745,40,70,20,0.22,4268,907,3361,21.25,-37.3000,-0.87,1.750,-0.500,3.50
13746,40,70,20,0.21,4428,941,3487,21.25,-38.7000,-0.87,1.750,-0.500,3.50
13747,55,55,35,0.46,1556,590,966,37.92,-13.6000,-0.87,1.000,-0.636,1.57
13748,45,65,35,0.46,1556,531,1025,34.13,-13.6000,-0.87,1.444,-0.778,1.86
13749,70,55,30,0.51,1252,429,823,34.27,-10.9500,-0.87,0.786,-0.429,1.83
13750,40,55,30,0.51,1252,429,823,34.27,-10.9500,-0.87,1.375,-0.750,1.83
13751,30,55,30,0.51,1252,429,823,34.27,-10.9500,-0.87,1.833,-1.000,1.83
13752,85,70,35,0.28,3320,1079,2241,32.50,-29.0500,-0.88,0.824,-0.412,2.00
13753,35,65,30,0.53,1171,359,812,30.66,-10.2500,-0.88,1.857,-0.857,2.17
13754,40,55,35,0.53,1171,444,727,37.92,-10.2500,-0.88,1.375,-0.875,1.57
13755,20,40,25,0.36,2336,867,1469,37.11,-20.4500,-0.88,2.000,-1.250,1.60
13756,40,60,25,0.36,2336,663,1673,28.38,-20.4500,-0.88,1.500,-0.625,2.40
13757,40,70,45,0.41,1913,734,1179,38.37,-16.7500,-0.88,1.750,-1.125,1.56
13758,25,45,25,0.23,4100,1413,2687,34.46,-35.9000,-0.88,1.800,-1.000,1.80
13759,45,60,40,0.38,2147,840,1307,39.12,-18.8000,-0.88,1.333,-0.889,1.50
13760,40,45,25,0.21,4428,1526,2902,34.46,-38.8000,-0.88,1.125,-0.625,1.80
13761,50,45,30,0.42,1831,711,1120,38.83,-16.0500,-0.88,0.900,-0.600,1.50
13762,75,60,25,0.48,1420,403,1017,28.38,-12.4500,-0.88,0.800,-0.333,2.40
13763,35,60,25,0.48,1420,403,1017,28.38,-12.4500,-0.88,1.714,-0.714,2.40
13764,30,40,20,0.44,1688,538,1150,31.87,-14.8000,-0.88,1.333,-0.667,2.00
13765,45,65,35,0.44,1688,576,1112,34.12,-14.8000,-0.88,1.444,-0.778,1.86
13766,60,40,20,0.44,1688,538,1150,31.87,-14.8000,-0.88,0.667,-0.333,2.00
13767,25,50,30,0.26,3615,1316,2299,36.40,-31.7000,-0.88,2.000,-1.200,1.67
13768,45,60,30,0.23,4104,1328,2776,32.36,-36.0000,-0.88,1.333,-0.667,2.00
13769,80,70,45,0.46,1556,597,959,38.37,-13.6500,-0.88,0.875,-0.562,1.56
13770,55,70,45,0.46,1556,597,959,38.37,-13.6500,-0.88,1.273,-0.818,1.56
13771,75,65,30,0.46,1556,477,1079,30.66,-13.6500,-0.88,0.867,-0.400,2.17
13772,75,60,30,0.33,2667,863,1804,32.36,-23.4000,-0.88,0.800,-0.400,2.00
13773,85,70,35,0.22,4268,1387,2881,32.50,-37.4500,-0.88,0.824,-0.412,2.00
13774,60,50,20,0.52,1208,330,878,27.32,-10.6000,-0.88,0.833,-0.333,2.50
13775,80,65,30,0.47,1481,454,1027,30.65,-13.0000,-0.88,0.812,-0.375,2.17
13776,50,65,30,0.47,1481,454,1027,30.65,-13.0000,-0.88,1.300,-0.600,2.17
13777,30,55,35,0.38,2147,814,1333,37.91,-18.8500,-0.88,1.833,-1.167,1.57
13778,50,70,25,0.28,3320,843,2477,25.39,-29.1500,-0.88,1.400,-0.500,2.80
13779,80,65,40,0.28,3320,1237,2083,37.26,-29.1500,-0.88,0.812,-0.500,1.62
13780,20,45,30,0.31,2887,1121,1766,38.83,-25.3500,-0.88,2.250,-1.500,1.50
13781,40,60,30,0.41,1913,619,1294,32.36,-16.8000,-0.88,1.500,-0.750,2.00
13782,50,60,30,0.41,1913,619,1294,32.36,-16.8000,-0.88,1.200,-0.600,2.00
13783,85,60,30,0.41,1913,619,1294,32.36,-16.8000,-0.88,0.706,-0.353,2.00
13784,90,70,35,0.29,3188,1036,2152,32.50,-28.0000,-0.88,0.778,-0.389,2.00
13785,30,70,40,0.34,2539,903,1636,35.57,-22.3000,-0.88,2.333,-1.333,1.75
13786,55,60,40,0.31,2891,1131,1760,39.12,-25.4000,-0.88,1.091,-0.727,1.50
13787,75,65,30,0.54,1132,347,785,30.65,-9.9500,-0.88,0.867,-0.400,2.17
13788,70,55,25,0.56,1058,319,739,30.15,-9.3000,-0.88,0.786,-0.357,2.20
13789,40,55,25,0.56,1058,319,739,30.15,-9.3000,-0.88,1.375,-0.625,2.20
13790,65,55,25,0.56,1058,319,739,30.15,-9.3000,-0.88,0.846,-0.385,2.20
13791,45,60,35,0.56,1058,380,678,35.92,-9.3000,-0.88,1.333,-0.778,1.71
13792,20,50,20,0.29,3185,870,2315,27.32,-28.0000,-0.88,2.500,-1.000,2.50
13793,20,35,20,0.21,4424,1538,2886,34.76,-38.9000,-0.88,1.750,-1.000,1.75
13794,35,70,20,0.42,1831,389,1442,21.25,-16.1000,-0.88,2.000,-0.571,3.50
13795,45,70,35,0.42,1831,595,1236,32.50,-16.1000,-0.88,1.556,-0.778,2.00
13796,65,65,40,0.39,2064,769,1295,37.26,-18.1500,-0.88,1.000,-0.615,1.62
13797,75,65,40,0.39,2064,769,1295,37.26,-18.1500,-0.88,0.867,-0.533,1.62
13798,85,60,25,0.44,1688,479,1209,28.38,-14.8500,-0.88,0.706,-0.294,2.40
13799,35,50,25,0.57,1023,329,694,32.16,-9.0000,-0.88,1.429,-0.714,2.00
13800,75,60,35,0.29,3188,1145,2043,35.92,-28.0500,-0.88,0.800,-0.467,1.71
13801,30,45,25,0.59,949,327,622,34.46,-8.3500,-0.88,1.500,-0.833,1.80
13802,90,65,30,0.32,2773,850,1923,30.65,-24.4000,-0.88,0.722,-0.333,2.17
13803,35,70,45,0.49,1358,521,837,38.37,-11.9500,-0.88,2.000,-1.286,1.56
13804,50,65,40,0.43,1750,652,1098,37.26,-15.4000,-0.88,1.300,-0.800,1.62
13805,75,65,40,0.43,1750,652,1098,37.26,-15.4000,-0.88,0.867,-0.533,1.62
13806,25,55,30,0.27,3459,1185,2274,34.26,-30.4500,-0.88,2.200,-1.200,1.83
13807,30,70,35,0.27,3459,1124,2335,32.49,-30.4500,-0.88,2.333,-1.167,2.00
13808,30,45,20,0.24,3930,1156,2774,29.41,-34.6000,-0.88,1.500,-0.667,2.25
13809,60,45,20,0.4,1999,588,1411,29.41,-17.6000,-0.88,0.750,-0.333,2.25
13810,50,60,40,0.4,1999,782,1217,39.12,-17.6000,-0.88,1.200,-0.800,1.50
13811,30,35,20,0.41,1913,665,1248,34.76,-16.8500,-0.88,1.167,-0.667,1.75
13812,35,55,20,0.22,4268,1088,3180,25.49,-37.6000,-0.88,1.571,-0.571,2.75
13813,25,40,20,0.22,4268,1360,2908,31.87,-37.6000,-0.88,1.600,-0.800,2.00
13814,40,50,30,0.5,1294,471,823,36.40,-11.4000,-0.88,1.250,-0.750,1.67
13815,25,55,20,0.37,2236,570,1666,25.49,-19.7000,-0.88,2.200,-0.800,2.75
13816,85,70,40,0.34,2542,904,1638,35.56,-22.4000,-0.88,0.824,-0.471,1.75
13817,40,50,25,0.27,3461,1113,2348,32.16,-30.5000,-0.88,1.250,-0.625,2.00
13818,85,70,35,0.24,3930,1277,2653,32.49,-34.6500,-0.88,0.824,-0.412,2.00
13819,60,70,35,0.24,3930,1277,2653,32.49,-34.6500,-0.88,1.167,-0.583,2.00
13820,40,40,25,0.58,981,364,617,37.10,-8.6500,-0.88,1.000,-0.625,1.60
13821,45,70,30,0.39,2064,601,1463,29.12,-18.2000,-0.88,1.556,-0.667,2.33
13822,85,70,25,0.39,2064,524,1540,25.39,-18.2000,-0.88,0.824,-0.294,2.80
13823,30,70,30,0.33,2665,776,1889,29.12,-23.5000,-0.88,2.333,-1.000,2.33
13824,35,45,30,0.22,4268,1657,2611,38.82,-37.6500,-0.88,1.286,-0.857,1.50
13825,60,50,30,0.45,1621,590,1031,36.40,-14.3000,-0.88,0.833,-0.500,1.67
13826,60,70,30,0.45,1621,472,1149,29.12,-14.3000,-0.88,1.167,-0.500,2.33
13827,35,55,25,0.55,1088,328,760,30.15,-9.6000,-0.88,1.571,-0.714,2.20
13828,70,55,25,0.55,1088,328,760,30.15,-9.6000,-0.88,0.786,-0.357,2.20
13829,65,55,25,0.55,1088,328,760,30.15,-9.6000,-0.88,0.846,-0.385,2.20
13830,30,35,20,0.28,3320,1154,2166,34.76,-29.3000,-0.88,1.167,-0.667,1.75
13831,30,50,20,0.44,1688,461,1227,27.31,-14.9000,-0.88,1.667,-0.667,2.50
13832,85,65,35,0.4,1999,682,1317,34.12,-17.6500,-0.88,0.765,-0.412,1.86
13833,45,65,35,0.4,1999,682,1317,34.12,-17.6500,-0.88,1.444,-0.778,1.86
13834,40,45,25,0.24,3930,1354,2576,34.45,-34.7000,-0.88,1.125,-0.625,1.80
13835,40,70,25,0.49,1359,345,1014,25.39,-12.0000,-0.88,1.750,-0.625,2.80
13836,45,55,35,0.33,2667,1011,1656,37.91,-23.5500,-0.88,1.222,-0.778,1.57
13837,75,60,35,0.37,2236,803,1433,35.91,-19.7500,-0.88,0.800,-0.467,1.71
13838,70,60,35,0.37,2236,803,1433,35.91,-19.7500,-0.88,0.857,-0.500,1.71
13839,60,70,30,0.41,1913,557,1356,29.12,-16.9000,-0.88,1.167,-0.500,2.33
13840,80,70,25,0.46,1556,395,1161,25.39,-13.7500,-0.88,0.875,-0.312,2.80
13841,85,55,30,0.46,1556,533,1023,34.25,-13.7500,-0.88,0.647,-0.353,1.83
13842,75,55,30,0.46,1556,533,1023,34.25,-13.7500,-0.88,0.733,-0.400,1.83
13843,85,65,40,0.31,2891,1077,1814,37.25,-25.5500,-0.88,0.765,-0.471,1.62
13844,35,65,40,0.48,1420,529,891,37.25,-12.5500,-0.88,1.857,-1.143,1.62
13845,30,45,20,0.36,2336,687,1649,29.41,-20.6500,-0.88,1.500,-0.667,2.25
13846,25,70,25,0.29,3183,808,2375,25.38,-28.1500,-0.88,2.800,-1.000,2.80
13847,45,65,30,0.38,2147,658,1489,30.65,-19.0000,-0.88,1.444,-0.667,2.17
13848,80,60,30,0.59,949,307,642,32.35,-8.4000,-0.89,0.750,-0.375,2.00
13849,35,60,20,0.24,3930,939,2991,23.89,-34.8000,-0.89,1.714,-0.571,3.00
13850,55,55,35,0.26,3617,1371,2246,37.90,-32.0500,-0.89,1.000,-0.636,1.57
13851,70,60,30,0.51,1252,405,847,32.35,-11.1000,-0.89,0.857,-0.429,2.00
13852,90,60,30,0.51,1252,405,847,32.35,-11.1000,-0.89,0.667,-0.333,2.00
13853,85,60,30,0.51,1252,405,847,32.35,-11.1000,-0.89,0.706,-0.353,2.00
13854,30,55,20,0.39,2064,526,1538,25.48,-18.3000,-0.89,1.833,-0.667,2.75
13855,75,65,25,0.39,2064,553,1511,26.79,-18.3000,-0.89,0.867,-0.333,2.60
13856,30,65,25,0.39,2064,553,1511,26.79,-18.3000,-0.89,2.167,-0.833,2.60
13857,40,45,25,0.39,2064,711,1353,34.45,-18.3000,-0.89,1.125,-0.625,1.80
13858,45,60,35,0.49,1359,488,871,35.91,-12.0500,-0.89,1.333,-0.778,1.71
13859,30,60,35,0.49,1359,488,871,35.91,-12.0500,-0.89,2.000,-1.167,1.71
13860,20,40,20,0.22,4263,1358,2905,31.86,-37.8000,-0.89,2.000,-1.000,2.00
13861,50,45,30,0.46,1556,604,952,38.82,-13.8000,-0.89,0.900,-0.600,1.50
13862,70,55,25,0.46,1556,469,1087,30.14,-13.8000,-0.89,0.786,-0.357,2.20
13863,45,45,30,0.46,1556,604,952,38.82,-13.8000,-0.89,1.000,-0.667,1.50
13864,30,65,20,0.25,3749,843,2906,22.49,-33.2500,-0.89,2.167,-0.667,3.25
13865,30,70,45,0.6,902,346,556,38.36,-8.0000,-0.89,2.333,-1.500,1.56
13866,45,70,20,0.29,3188,677,2511,21.24,-28.3000,-0.89,1.556,-0.444,3.50
13867,30,65,20,0.47,1481,333,1148,22.48,-13.1500,-0.89,2.167,-0.667,3.25
13868,40,50,25,0.36,2336,751,1585,32.15,-20.7500,-0.89,1.250,-0.625,2.00
13869,90,60,40,0.45,1621,634,987,39.11,-14.4000,-0.89,0.667,-0.444,1.50
13870,40,50,30,0.56,1058,385,673,36.39,-9.4000,-0.89,1.250,-0.750,1.67
13871,55,55,35,0.56,1058,401,657,37.90,-9.4000,-0.89,1.000,-0.636,1.57
13872,45,70,20,0.28,3320,705,2615,21.23,-29.5000,-0.89,1.556,-0.444,3.50
13873,60,50,25,0.41,1913,615,1298,32.15,-17.0000,-0.89,0.833,-0.417,2.00
13874,75,50,25,0.41,1913,615,1298,32.15,-17.0000,-0.89,0.667,-0.333,2.00
13875,65,65,40,0.5,1294,482,812,37.25,-11.5000,-0.89,1.000,-0.615,1.62
13876,30,55,25,0.5,1294,390,904,30.14,-11.5000,-0.89,1.833,-0.833,2.20
13877,40,55,25,0.5,1294,390,904,30.14,-11.5000,-0.89,1.375,-0.625,2.20
13878,40,50,30,0.31,2891,1052,1839,36.39,-25.7000,-0.89,1.250,-0.750,1.67
13879,50,70,30,0.34,2542,740,1802,29.11,-22.6000,-0.89,1.400,-0.600,2.33
13880,30,70,45,0.27,3457,1326,2131,38.36,-30.7500,-0.89,2.333,-1.500,1.56
13881,90,70,40,0.37,2236,795,1441,35.55,-19.9000,-0.89,0.778,-0.444,1.75
13882,75,65,25,0.37,2236,599,1637,26.79,-19.9000,-0.89,0.867,-0.333,2.60
13883,25,45,30,0.22,4264,1655,2609,38.81,-37.9500,-0.89,1.800,-1.200,1.50
13884,45,70,30,0.42,1831,533,1298,29.11,-16.3000,-0.89,1.556,-0.667,2.33
13885,30,40,20,0.26,3617,1152,2465,31.85,-32.2000,-0.89,1.333,-0.667,2.00
13886,30,70,25,0.21,4425,1123,3302,25.38,-39.4000,-0.89,2.333,-0.833,2.80
13887,25,55,25,0.36,2336,704,1632,30.14,-20.8000,-0.89,2.200,-1.000,2.20
13888,75,55,25,0.36,2336,704,1632,30.14,-20.8000,-0.89,0.733,-0.333,2.20
13889,25,55,30,0.59,949,325,624,34.25,-8.4500,-0.89,2.200,-1.200,1.83
13890,75,55,30,0.59,949,325,624,34.25,-8.4500,-0.89,0.733,-0.400,1.83
13891,40,40,25,0.59,949,352,597,37.09,-8.4500,-0.89,1.000,-0.625,1.60
13892,40,55,25,0.36,2336,704,1632,30.14,-20.8000,-0.89,1.375,-0.625,2.20
13893,20,40,25,0.27,3459,1283,2176,37.09,-30.8000,-0.89,2.000,-1.250,1.60
13894,30,65,30,0.23,4099,1256,2843,30.64,-36.5000,-0.89,2.167,-1.000,2.17
13895,60,60,40,0.24,3930,1537,2393,39.11,-35.0000,-0.89,1.000,-0.667,1.50
13896,40,50,30,0.32,2773,1009,1764,36.39,-24.7000,-0.89,1.250,-0.750,1.67
13897,75,70,30,0.29,3188,928,2260,29.11,-28.4000,-0.89,0.933,-0.400,2.33
13898,80,70,45,0.34,2542,975,1567,38.36,-22.6500,-0.89,0.875,-0.562,1.56
13899,60,55,20,0.45,1621,413,1208,25.48,-14.4500,-0.89,0.917,-0.333,2.75
13900,90,60,35,0.45,1621,582,1039,35.90,-14.4500,-0.89,0.667,-0.389,1.71
13901,75,60,35,0.45,1621,582,1039,35.90,-14.4500,-0.89,0.800,-0.467,1.71
13902,80,60,30,0.43,1750,566,1184,32.34,-15.6000,-0.89,0.750,-0.375,2.00
13903,50,60,30,0.43,1750,566,1184,32.34,-15.6000,-0.89,1.200,-0.600,2.00
13904,40,65,35,0.39,2064,704,1360,34.11,-18.4000,-0.89,1.625,-0.875,1.86
13905,35,65,35,0.39,2064,704,1360,34.11,-18.4000,-0.89,1.857,-1.000,1.86
13906,90,65,35,0.39,2064,704,1360,34.11,-18.4000,-0.89,0.722,-0.389,1.86
13907,20,40,20,0.25,3746,1193,2553,31.85,-33.4000,-0.89,2.000,-1.000,2.00
13908,30,55,20,0.38,2147,547,1600,25.48,-19.1500,-0.89,1.833,-0.667,2.75
13909,75,55,25,0.38,2147,647,1500,30.14,-19.1500,-0.89,0.733,-0.333,2.20
13910,70,60,40,0.33,2667,1043,1624,39.11,-23.8000,-0.89,0.857,-0.571,1.50
13911,20,70,20,0.47,1479,314,1165,21.23,-13.2000,-0.89,3.500,-1.000,3.50
13912,75,60,25,0.5,1294,367,927,28.36,-11.5500,-0.89,0.800,-0.333,2.40
13913,85,55,30,0.42,1831,627,1204,34.24,-16.3500,-0.89,0.647,-0.353,1.83
13914,40,55,25,0.34,2542,766,1776,30.13,-22.7000,-0.89,1.375,-0.625,2.20
13915,20,40,20,0.35,2440,777,1663,31.84,-21.8000,-0.89,2.000,-1.000,2.00
13916,25,50,30,0.41,1913,696,1217,36.38,-17.1000,-0.89,2.000,-1.200,1.67
13917,30,65,20,0.41,1913,430,1483,22.48,-17.1000,-0.89,2.167,-0.667,3.25
13918,70,60,30,0.29,3188,1031,2157,32.34,-28.5000,-0.89,0.857,-0.429,2.00
13919,35,55,25,0.52,1208,364,844,30.13,-10.8000,-0.89,1.571,-0.714,2.20
13920,85,65,35,0.52,1208,412,796,34.11,-10.8000,-0.89,0.765,-0.412,1.86
13921,40,55,25,0.52,1208,364,844,30.13,-10.8000,-0.89,1.375,-0.625,2.20
13922,35,55,20,0.21,4428,1128,3300,25.47,-39.6000,-0.89,1.571,-0.571,2.75
13923,25,40,20,0.21,4428,1410,3018,31.84,-39.6000,-0.89,1.600,-0.800,2.00
13924,30,40,20,0.32,2773,883,1890,31.84,-24.8000,-0.89,1.333,-0.667,2.00
13925,70,50,25,0.45,1621,521,1100,32.14,-14.5000,-0.89,0.714,-0.357,2.00
13926,90,60,35,0.44,1688,606,1082,35.90,-15.1000,-0.89,0.667,-0.389,1.71
13927,85,60,35,0.44,1688,606,1082,35.90,-15.1000,-0.89,0.706,-0.412,1.71
13928,35,65,35,0.51,1252,427,825,34.11,-11.2000,-0.89,1.857,-1.000,1.86
13929,45,65,35,0.51,1252,427,825,34.11,-11.2000,-0.89,1.444,-0.778,1.86
13930,60,45,20,0.51,1252,368,884,29.39,-11.2000,-0.89,0.750,-0.333,2.25
13931,90,65,35,0.51,1252,427,825,34.11,-11.2000,-0.89,0.722,-0.389,1.86
13932,30,60,25,0.47,1481,420,1061,28.36,-13.2500,-0.89,2.000,-0.833,2.40
13933,35,60,25,0.47,1481,420,1061,28.36,-13.2500,-0.89,1.714,-0.714,2.40
13934,30,60,40,0.52,1207,472,735,39.11,-10.8000,-0.89,2.000,-1.333,1.50
13935,35,50,25,0.23,4104,1319,2785,32.14,-36.7500,-0.90,1.429,-0.714,2.00
13936,30,35,20,0.6,904,314,590,34.73,-8.1000,-0.90,1.167,-0.667,1.75
13937,40,55,30,0.41,1913,655,1258,34.24,-17.1500,-0.90,1.375,-0.750,1.83
13938,75,60,40,0.3,3033,1186,1847,39.10,-27.2000,-0.90,0.800,-0.533,1.50
13939,25,55,20,0.36,2336,595,1741,25.47,-20.9500,-0.90,2.200,-0.800,2.75
13940,50,60,25,0.29,3188,904,2284,28.36,-28.6000,-0.90,1.200,-0.500,2.40
13941,40,70,25,0.43,1750,444,1306,25.37,-15.7000,-0.90,1.750,-0.625,2.80
13942,90,45,30,0.44,1688,655,1033,38.80,-15.1500,-0.90,0.500,-0.333,1.50
13943,35,45,30,0.45,1621,629,992,38.80,-14.5500,-0.90,1.286,-0.857,1.50
13944,50,55,30,0.45,1621,555,1066,34.24,-14.5500,-0.90,1.100,-0.600,1.83
13945,40,45,30,0.48,1420,551,869,38.80,-12.7500,-0.90,1.125,-0.750,1.50
13946,65,50,25,0.56,1058,340,718,32.14,-9.5000,-0.90,0.769,-0.385,2.00
13947,35,50,25,0.56,1058,340,718,32.14,-9.5000,-0.90,1.429,-0.714,2.00
13948,45,65,40,0.56,1058,394,664,37.24,-9.5000,-0.90,1.444,-0.889,1.62
13949,35,70,35,0.47,1481,481,1000,32.48,-13.3000,-0.90,2.000,-1.000,2.00
13950,85,70,30,0.47,1481,431,1050,29.10,-13.3000,-0.90,0.824,-0.353,2.33
13951,25,40,25,0.23,4102,1521,2581,37.08,-36.8500,-0.90,1.600,-1.000,1.60
13952,50,65,30,0.26,3617,1108,2509,30.63,-32.5000,-0.90,1.300,-0.600,2.17
13953,40,50,30,0.27,3461,1259,2202,36.38,-31.1000,-0.90,1.250,-0.750,1.67
13954,90,60,30,0.37,2236,723,1513,32.33,-20.1000,-0.90,0.667,-0.333,2.00
