交易编号,策略类型,包含关系,方向,入场时间,入场价格,出场时间,出场价格,持仓K线数,持仓时长,价格变动%,合约收益%,盈亏USDT,累计资金USDT,结果,跟踪止损激活,弱势收紧,最高价,最低价,跟踪止损价,K1开盘,K1最高,K1最低,K1收盘,K2开盘,K2最高,K2最低,K2收盘,K3开盘,K3最高,K3最低,K3收盘
760,rule1,否,做多,2025-08-08 16:59,3898.46,2025-08-08 21:45,3990.35,20,300分钟,2.357%,330.00%,5.2800,1736.3232,止盈,否,否,4012.00,,,3905.06,3905.23,3887.06,3891.25,3891.25,3899.47,3885.29,3898.46,,,,
761,rule1,否,做空,2025-08-09 03:14,4048.88,2025-08-10 02:45,4087.97,95,1425分钟,-0.965%,-135.15%,-1.3515,1734.9717,止损,是,是,,4006.63,4247.03,4045.56,4056.73,4034.30,4056.72,4056.73,4065.86,4042.28,4048.88,,,,
762,rule1,否,做空,2025-08-09 04:14,4051.49,2025-08-10 02:45,4090.60,91,1365分钟,-0.965%,-135.15%,-2.1624,1732.8093,止损,是,是,,4006.63,4247.03,4044.70,4063.38,4042.89,4060.99,4060.98,4071.00,4049.76,4051.49,,,,
763,rule1,否,做多,2025-08-09 14:44,4156.73,2025-08-10 02:45,4244.91,49,735分钟,2.121%,297.00%,4.7520,1737.5613,止盈,是,否,4254.86,,,4161.84,4181.36,4155.00,4175.81,4175.81,4175.92,4151.62,4156.73,,,,
764,rule1,否,做多,2025-08-09 16:59,4189.89,2025-08-10 04:00,4278.78,45,675分钟,2.121%,297.00%,2.9700,1740.5313,止盈,是,是,4293.97,,,4188.00,4202.19,4180.63,4199.54,4199.55,4199.55,4166.22,4189.89,,,,
765,rule1,否,做多,2025-08-10 23:29,4218.17,2025-08-11 09:30,4307.66,41,615分钟,2.121%,297.00%,2.9700,1743.5013,止盈,是,是,4322.20,,,4219.37,4230.52,4212.02,4230.51,4230.51,4237.43,4211.19,4218.17,,,,
766,rule1,否,做空,2025-08-11 04:44,4227.93,2025-08-12 20:45,4268.74,161,2415分钟,-0.965%,-135.15%,-2.1624,1741.3389,止损,是,是,,4166.77,4416.78,4232.10,4233.84,4207.40,4213.98,4213.98,4234.00,4213.46,4227.93,,,,
767,rule1,否,做空,2025-08-11 07:14,4239.53,2025-08-12 20:45,4280.46,151,2265分钟,-0.965%,-135.15%,-2.1624,1739.1765,止损,是,是,,4166.77,4416.78,4235.71,4250.63,4226.16,4250.63,4250.63,4253.00,4239.17,4239.53,,,,
768,rule1,否,做多,2025-08-12 02:59,4295.20,2025-08-12 20:30,4386.32,71,1065分钟,2.121%,297.00%,4.7520,1743.9285,止盈,是,是,4416.08,,,4292.28,4308.24,4278.63,4279.13,4279.13,4306.62,4275.01,4295.20,,,,
769,rule1,否,做多,2025-08-12 04:14,4239.53,2025-08-12 16:30,4329.47,50,750分钟,2.121%,297.00%,11.8800,1755.8085,止盈,是,否,4330.00,,,4280.40,4282.58,4233.99,4259.39,4259.38,4259.38,4232.20,4239.53,,,,
770,rule1,否,做空,2025-08-12 16:59,4310.65,2025-08-12 23:45,4473.84,28,420分钟,-3.786%,-530.00%,-21.2000,1734.6085,止损,否,否,,,,4299.69,4330.00,4295.61,4329.25,4329.25,4332.32,4309.38,4310.65,,,,
771,rule1,否,做多,2025-08-13 00:44,4447.13,2025-08-13 04:15,4551.96,15,225分钟,2.357%,330.00%,3.3000,1737.9085,止盈,否,否,4628.31,,,4467.09,4469.61,4447.11,4456.33,4456.33,4459.42,4440.38,4447.13,,,,
772,rule1,否,做多,2025-08-13 08:14,4607.51,2025-08-13 18:15,4705.26,41,615分钟,2.121%,297.00%,4.7520,1742.6605,止盈,是,是,4715.75,,,4608.61,4616.45,4584.18,4590.52,4590.52,4608.09,4584.01,4607.51,,,,
773,rule1,否,做空,2025-08-13 08:59,4614.11,2025-08-14 20:30,4516.22,143,2145分钟,2.121%,297.00%,2.9700,1745.6305,止盈,是,是,,4513.13,,4610.44,4633.35,4610.26,4622.23,4622.23,4639.00,4612.98,4614.11,,,,
774,rule1,否,做空,2025-08-13 09:59,4585.23,2025-08-14 21:00,4487.96,141,2115分钟,2.121%,297.00%,2.9700,1748.6005,止盈,是,是,,4451.33,,4584.06,4586.49,4564.33,4571.51,4571.50,4587.00,4569.98,4585.23,,,,
775,rule1,否,做空,2025-08-13 14:14,4643.35,2025-08-14 20:30,4544.84,122,1830分钟,2.121%,297.00%,2.9700,1751.5705,止盈,是,是,,4513.13,,4642.00,4646.97,4621.50,4632.21,4632.21,4649.62,4625.91,4643.35,,,,
776,rule1,否,做多,2025-08-13 21:14,4707.72,2025-08-14 21:00,4662.27,96,1440分钟,-0.965%,-135.15%,-5.4060,1746.1645,止损,是,是,4788.00,,4500.72,4720.62,4720.81,4680.00,4685.91,4685.91,4710.00,4679.65,4707.72,,,,
777,rule1,否,做多,2025-08-14 21:44,4570.41,2025-08-14 22:30,4678.14,4,60分钟,2.357%,330.00%,13.2000,1759.3645,止盈,否,否,4703.71,,,4582.06,4582.97,4511.38,4533.78,4533.79,4579.16,4506.37,4570.41,,,,
778,rule1,否,做空,2025-08-15 01:44,4535.42,2025-08-15 23:15,4439.20,87,1305分钟,2.121%,297.00%,11.8800,1771.2445,止盈,是,是,,4430.00,,4533.66,4563.45,4517.00,4561.07,4561.07,4563.95,4529.21,4535.42,,,,
779,rule1,否,做空,2025-08-15 02:59,4537.97,2025-08-15 23:15,4441.70,82,1230分钟,2.121%,297.00%,11.8800,1783.1245,止盈,是,是,,4430.00,,4530.00,4558.00,4527.61,4554.32,4554.31,4558.36,4534.57,4537.97,,,,
780,rule1,否,做多,2025-08-15 04:59,4534.01,2025-08-15 10:45,4640.88,24,360分钟,2.357%,330.00%,5.2800,1788.4045,止盈,否,否,4642.70,,,4538.03,4546.04,4512.00,4523.86,4523.87,4535.11,4507.09,4534.01,,,,
781,rule1,否,做空,2025-08-15 14:59,4647.62,2025-08-15 21:45,4538.07,28,420分钟,2.357%,330.00%,5.2800,1793.6845,止盈,否,否,,4534.43,,4644.05,4660.57,4643.89,4660.25,4660.26,4662.60,4647.45,4647.62,,,,
782,rule1,否,做多,2025-08-15 15:29,4646.04,2025-08-16 00:00,4496.54,35,525分钟,-3.218%,-450.50%,-4.5050,1789.1795,止损,是,是,4672.67,,4392.31,4647.63,4653.94,4637.32,4637.49,4637.50,4651.31,4633.52,4646.04,,,,
783,rule1,否,做多,2025-08-15 22:14,4561.71,2025-08-16 00:00,4389.02,8,120分钟,-3.786%,-530.00%,-8.4800,1780.6995,止损,否,否,,,,4562.00,4569.79,4534.43,4540.23,4540.24,4566.42,4521.51,4561.71,,,,
784,rule1,否,做多,2025-08-15 23:59,4430.86,2025-08-17 16:45,4524.86,164,2460分钟,2.121%,297.00%,4.7520,1785.4515,止盈,是,是,4538.39,,,4436.09,4469.69,4408.27,4415.89,4415.90,4449.50,4395.47,4430.86,,,,
785,rule1,否,做空,2025-08-16 01:59,4438.98,2025-08-18 10:00,4344.81,225,3375分钟,2.121%,297.00%,11.8800,1797.3315,止盈,是,是,,4341.00,,4430.61,4455.64,4417.65,4453.94,4453.94,4462.26,4430.53,4438.98,,,,
786,rule1,否,做空,2025-08-16 03:29,4401.14,2025-08-18 11:15,4307.77,224,3360分钟,2.121%,297.00%,2.9700,1800.3015,止盈,是,是,,4306.90,,4396.55,4410.63,4375.74,4408.51,4408.51,4425.70,4393.91,4401.14,,,,
787,rule1,否,做空,2025-08-16 04:44,4404.37,2025-08-18 10:45,4310.93,217,3255分钟,2.121%,297.00%,2.9700,1803.2715,止盈,是,是,,4307.90,,4407.54,4420.00,4402.51,4418.05,4418.05,4433.00,4404.14,4404.37,,,,
788,rule1,否,做多,2025-08-17 17:59,4543.14,2025-08-18 11:30,4499.28,71,1065分钟,-0.965%,-135.15%,-1.3515,1801.9200,止损,是,是,4576.00,,4301.44,4546.61,4551.94,4529.82,4533.91,4533.90,4545.21,4527.66,4543.14,,,,
789,rule1,否,做多,2025-08-18 13:59,4313.09,2025-08-20 02:45,4271.45,148,2220分钟,-0.965%,-135.15%,-5.4060,1796.5140,止损,是,是,4388.65,,4125.33,4321.00,4322.89,4282.79,4292.85,4292.85,4313.09,4260.10,4313.09,,,,
790,rule1,否,做空,2025-08-18 16:44,4267.80,2025-08-19 23:00,4177.26,122,1830分钟,2.121%,297.00%,4.7520,1801.2660,止盈,是,是,,4169.42,,4266.91,4285.35,4262.50,4282.93,4282.94,4287.00,4264.46,4267.80,,,,
791,rule1,否,做多,2025-08-18 18:44,4290.85,2025-08-19 06:15,4381.88,47,705分钟,2.121%,297.00%,2.9700,1804.2360,止盈,是,否,4388.65,,,4285.12,4299.00,4270.76,4272.73,4272.74,4290.85,4270.56,4290.85,,,,
792,rule1,否,做多,2025-08-18 22:14,4313.57,2025-08-22 22:00,4405.08,384,5760分钟,2.121%,297.00%,11.8800,1816.1160,止盈,是,否,4600.00,,,4325.97,4337.52,4282.79,4286.13,4286.13,4315.48,4272.82,4313.57,,,,
793,rule1,否,做空,2025-08-19 14:44,4240.05,2025-08-20 00:45,4150.10,41,615分钟,2.121%,297.00%,2.9700,1819.0860,止盈,是,是,,4138.45,,4236.02,4248.00,4227.83,4245.39,4245.39,4250.00,4239.29,4240.05,,,,
794,rule1,否,做多,2025-08-20 01:14,4158.75,2025-08-20 23:00,4246.97,88,1320分钟,2.121%,297.00%,11.8800,1830.9660,止盈,是,是,4278.62,,,4167.27,4173.12,4138.45,4142.45,4142.45,4159.04,4133.56,4158.75,,,,
795,rule1,否,做空,2025-08-20 08:14,4095.92,2025-08-20 23:15,4135.46,61,915分钟,-0.965%,-135.15%,-5.4060,1825.5600,止损,是,是,,4060.00,4303.60,4097.67,4098.57,4067.34,4075.59,4075.58,4102.33,4075.00,4095.92,,,,
796,rule1,否,做空,2025-08-20 14:14,4175.49,2025-08-21 00:15,4222.91,41,615分钟,-1.136%,-159.00%,-2.5440,1823.0160,止损,否,否,,,,4169.36,4184.35,4166.61,4183.26,4183.26,4188.05,4174.44,4175.49,,,,
797,rule1,否,做空,2025-08-21 04:14,4339.68,2025-08-21 20:45,4247.62,67,1005分钟,2.121%,297.00%,2.9700,1825.9860,止盈,是,否,,4236.87,,4334.51,4351.73,4329.18,4346.65,4346.64,4352.87,4332.17,4339.68,,,,
798,rule1,否,做多,2025-08-21 07:44,4343.89,2025-08-22 22:00,4436.04,154,2310分钟,2.121%,297.00%,2.9700,1828.9560,止盈,是,是,4600.00,,,4347.09,4351.67,4334.86,4337.04,4337.04,4345.38,4331.91,4343.89,,,,
799,rule1,否,做多,2025-08-21 10:44,4284.19,2025-08-22 22:00,4375.08,142,2130分钟,2.121%,297.00%,2.9700,1831.9260,止盈,是,是,4600.00,,,4303.07,4303.87,4282.61,4292.73,4292.72,4293.75,4278.03,4284.19,,,,
800,rule1,否,做多,2025-08-22 05:59,4243.52,2025-08-22 15:45,4343.55,40,600分钟,2.357%,330.00%,3.3000,1835.2260,止盈,否,否,4345.38,,,4244.91,4257.86,4235.32,4235.67,4235.68,4251.11,4235.03,4243.52,,,,
801,rule1,否,做多,2025-08-22 20:44,4241.14,2025-08-22 22:00,4341.11,6,90分钟,2.357%,330.00%,5.2800,1840.5060,止盈,否,否,4600.00,,,4243.87,4247.81,4223.31,4229.92,4229.91,4241.26,4207.39,4241.14,,,,
802,rule1,否,做多,2025-08-23 01:44,4813.08,2025-08-25 01:30,4915.19,192,2880分钟,2.121%,297.00%,11.8800,1852.3860,止盈,是,是,4937.04,,,4812.04,4849.82,4802.53,4845.15,4845.15,4849.74,4785.93,4813.08,,,,
803,rule1,否,做空,2025-08-23 08:44,4804.84,2025-08-23 10:30,4691.58,8,120分钟,2.357%,330.00%,5.2800,1857.6660,止盈,否,否,,4659.70,,4803.30,4822.72,4803.30,4821.21,4821.21,4826.47,4804.40,4804.84,,,,
804,rule1,否,做多,2025-08-23 10:14,4760.80,2025-08-25 01:00,4861.80,156,2340分钟,2.121%,297.00%,11.8800,1869.5460,止盈,是,是,4874.58,,,4756.94,4790.00,4756.94,4780.59,4780.58,4791.81,4755.01,4760.80,,,,
805,rule1,否,做空,2025-08-23 10:59,4714.68,2025-08-25 02:15,4760.19,158,2370分钟,-0.965%,-135.15%,-1.3515,1868.1945,止损,是,是,,4675.06,4955.56,4708.22,4723.20,4659.70,4696.30,4696.31,4725.66,4686.11,4714.68,,,,
806,rule1,否,做空,2025-08-23 13:29,4740.29,2025-08-25 14:45,4639.73,198,2970分钟,2.121%,297.00%,4.7520,1872.9465,止盈,是,是,,4616.75,,4746.99,4747.52,4728.04,4731.00,4731.01,4749.69,4730.43,4740.29,,,,
807,rule1,否,做多,2025-08-25 06:14,4777.01,2025-08-26 03:15,4730.89,85,1275分钟,-0.965%,-135.15%,-1.3515,1871.5950,止损,是,是,4804.93,,4516.63,4797.58,4811.95,4772.73,4785.00,4785.00,4792.76,4760.00,4777.01,,,,
808,rule1,否,做多,2025-08-25 06:44,4753.31,2025-08-26 03:15,4707.42,83,1245分钟,-0.965%,-135.15%,-5.4060,1866.1890,止损,是,是,4804.93,,4516.63,4777.01,4777.01,4729.24,4729.45,4729.44,4756.65,4723.71,4753.31,,,,
809,rule1,否,做多,2025-08-25 11:44,4749.17,2025-08-25 16:00,4569.38,18,270分钟,-3.786%,-530.00%,-5.3000,1860.8890,止损,否,否,,,,4753.29,4760.08,4737.64,4741.09,4741.10,4755.05,4730.00,4749.17,,,,
810,rule1,否,做空,2025-08-25 15:14,4642.24,2025-08-25 18:15,4532.82,13,195分钟,2.357%,330.00%,13.2000,1874.0890,止盈,否,否,,4531.60,,4653.53,4653.82,4616.75,4630.88,4630.89,4654.59,4623.74,4642.24,,,,
811,rule1,否,做空,2025-08-25 21:14,4637.75,2025-08-26 03:15,4528.43,25,375分钟,2.357%,330.00%,3.3000,1877.3890,止盈,否,否,,4507.00,,4635.37,4650.00,4626.54,4647.49,4647.48,4651.03,4634.15,4637.75,,,,
812,rule1,否,做空,2025-08-26 00:29,4619.53,2025-08-26 03:15,4510.64,12,180分钟,2.357%,330.00%,5.2800,1882.6690,止盈,否,否,,4507.00,,4612.58,4634.46,4590.68,4632.32,4632.32,4645.54,4619.23,4619.53,,,,
813,rule1,否,做多,2025-08-26 06:59,4392.28,2025-08-26 20:30,4485.46,55,825分钟,2.121%,297.00%,11.8800,1894.5490,止盈,是,是,4555.00,,,4391.17,4416.94,4386.84,4415.72,4415.72,4415.73,4384.61,4392.28,,,,
814,rule1,否,做空,2025-08-26 08:29,4380.74,2025-08-26 23:00,4423.03,59,885分钟,-0.965%,-135.15%,-1.3515,1893.1975,止损,是,是,,4311.04,4569.70,4376.17,4383.59,4345.28,4364.32,4364.32,4386.11,4360.48,4380.74,,,,
815,rule1,否,做多,2025-08-26 09:14,4350.81,2025-08-26 15:30,4453.36,26,390分钟,2.357%,330.00%,5.2800,1898.4775,止盈,否,否,4454.00,,,4348.70,4372.26,4320.46,4331.63,4331.62,4366.39,4311.04,4350.81,,,,
816,rule1,否,做多,2025-08-26 10:29,4422.58,2025-08-26 20:30,4516.40,41,615分钟,2.121%,297.00%,11.8800,1910.3575,止盈,是,是,4555.00,,,4421.52,4451.72,4416.26,4444.05,4444.04,4446.11,4409.48,4422.58,,,,
817,rule1,否,做多,2025-08-26 18:29,4422.41,2025-08-26 20:30,4526.65,9,135分钟,2.357%,330.00%,3.3000,1913.6575,止盈,否,否,4555.00,,,4419.93,4431.67,4419.93,4431.10,4431.11,4434.20,4418.49,4422.41,,,,
818,rule1,否,做多,2025-08-27 01:14,4535.11,2025-08-27 12:00,4631.32,44,660分钟,2.121%,297.00%,11.8800,1925.5375,止盈,是,否,4643.00,,,4525.42,4556.29,4524.08,4554.48,4554.47,4558.87,4523.85,4535.11,,,,
819,rule1,否,做空,2025-08-27 03:44,4554.82,2025-08-29 03:30,4458.19,192,2880分钟,2.121%,297.00%,11.8800,1937.4175,止盈,是,是,,4453.44,,4546.46,4574.65,4540.89,4568.67,4568.66,4577.13,4553.79,4554.82,,,,
820,rule1,否,做空,2025-08-27 10:14,4551.16,2025-08-29 03:30,4454.61,166,2490分钟,2.121%,297.00%,4.7520,1942.1695,止盈,是,是,,4453.44,,4545.82,4564.54,4544.92,4562.82,4562.83,4566.55,4546.31,4551.16,,,,
821,rule1,否,做多,2025-08-27 12:44,4626.05,2025-08-29 15:15,4581.39,203,3045分钟,-0.965%,-135.15%,-2.1624,1940.0071,止损,是,是,4663.93,,4384.09,4627.98,4636.81,4610.22,4611.55,4611.55,4631.25,4608.01,4626.05,,,,
822,rule1,否,做空,2025-08-27 16:14,4569.75,2025-08-28 08:30,4472.81,66,990分钟,2.121%,297.00%,2.9700,1942.9771,止盈,是,是,,4467.63,,4568.29,4585.32,4560.22,4580.45,4580.46,4589.22,4569.60,4569.75,,,,
823,rule1,否,做空,2025-08-28 14:14,4559.20,2025-08-29 00:45,4462.48,43,645分钟,2.121%,297.00%,2.9700,1945.9471,止盈,是,是,,4459.02,,4560.01,4573.34,4553.40,4570.84,4570.84,4575.65,4555.01,4559.20,,,,
824,rule1,否,做多,2025-08-29 04:14,4459.73,2025-09-02 05:30,4416.68,390,5850分钟,-0.965%,-135.15%,-2.1624,1943.7847,止损,是,是,4516.75,,4245.74,4457.88,4468.18,4436.34,4438.46,4438.49,4461.45,4430.00,4459.73,,,,
825,rule1,否,做多,2025-08-29 08:29,4509.91,2025-09-02 05:30,4466.37,373,5595分钟,-0.965%,-135.15%,-2.1624,1941.6223,止损,是,是,4510.96,,4240.30,4511.20,4516.75,4496.59,4496.59,4496.60,4513.46,4490.26,4509.91,,,,
826,rule1,否,做空,2025-08-29 09:44,4466.21,2025-08-29 16:15,4360.94,27,405分钟,2.357%,330.00%,5.2800,1946.9023,止盈,否,否,,4355.98,,4468.20,4469.00,4434.79,4450.05,4450.06,4470.00,4448.80,4466.21,,,,
827,rule1,否,做空,2025-08-29 23:59,4316.09,2025-09-02 05:30,4224.53,311,4665分钟,2.121%,297.00%,4.7520,1951.6543,止盈,是,是,,4210.61,,4319.16,4335.77,4308.71,4335.20,4335.20,4342.99,4308.74,4316.09,,,,
828,rule1,否,做空,2025-08-30 06:44,4351.24,2025-09-02 05:00,4258.93,282,4230分钟,2.121%,297.00%,4.7520,1956.4063,止盈,是,是,,4251.59,,4346.89,4363.73,4346.89,4362.14,4362.15,4367.39,4349.67,4351.24,,,,
829,rule1,否,做空,2025-09-02 08:14,4302.89,2025-09-12 08:30,4344.43,962,14430分钟,-0.965%,-135.15%,-2.1624,1954.2439,止损,是,是,,4236.00,4490.16,4300.50,4319.07,4299.84,4314.50,4314.50,4319.13,4300.87,4302.89,,,,
830,rule1,否,做多,2025-09-02 08:59,4303.86,2025-09-02 14:30,4405.31,23,345分钟,2.357%,330.00%,3.3000,1957.5439,止盈,否,否,4416.78,,,4303.30,4314.20,4292.18,4293.14,4293.13,4312.07,4290.98,4303.86,,,,
831,rule1,否,做空,2025-09-02 11:29,4370.49,2025-09-03 02:45,4277.77,62,930分钟,2.121%,297.00%,11.8800,1969.4239,止盈,是,是,,4267.18,,4360.95,4385.20,4353.11,4383.45,4383.44,4394.97,4369.30,4370.49,,,,
832,rule1,否,做多,2025-09-02 17:14,4402.01,2025-09-12 08:30,4495.40,926,13890分钟,2.121%,297.00%,2.9700,1972.3939,止盈,是,是,4517.49,,,4403.68,4405.75,4392.30,4392.31,4392.30,4405.67,4386.12,4402.01,,,,
833,rule1,否,做空,2025-09-02 22:14,4354.76,2025-09-05 23:00,4262.38,292,4380分钟,2.121%,297.00%,11.8800,1984.2739,止盈,是,是,,4256.03,,4343.16,4392.91,4339.04,4378.54,4378.53,4397.44,4345.43,4354.76,,,,
834,rule1,否,做多,2025-09-03 06:44,4328.04,2025-09-03 21:30,4419.86,60,900分钟,2.121%,297.00%,2.9700,1987.2439,止盈,是,是,4424.93,,,4325.89,4329.12,4314.24,4316.21,4316.20,4331.78,4309.11,4328.04,,,,
835,rule1,否,做多,2025-09-04 15:29,4368.36,2025-09-05 20:30,4461.03,117,1755分钟,2.121%,297.00%,4.7520,1991.9959,止盈,是,是,4490.00,,,4365.01,4378.69,4363.56,4378.58,4378.57,4383.18,4363.02,4368.36,,,,
836,rule1,否,做多,2025-09-05 23:14,4286.71,2025-09-08 23:15,4377.65,289,4335分钟,2.121%,297.00%,4.7520,1996.7479,止盈,是,是,4384.06,,,4291.49,4298.24,4263.37,4273.62,4273.61,4290.50,4256.03,4286.71,,,,
837,rule1,否,做多,2025-09-06 00:14,4295.17,2025-09-10 20:30,4386.29,466,6990分钟,2.121%,297.00%,11.8800,2008.6279,止盈,是,是,4392.29,,,4304.47,4304.47,4278.11,4283.39,4283.40,4295.34,4274.56,4295.17,,,,
838,rule1,否,做多,2025-09-09 00:29,4365.59,2025-09-11 20:00,4458.20,271,4065分钟,2.121%,297.00%,4.7520,2013.3799,止盈,是,是,4465.00,,,4371.64,4373.43,4358.40,4358.41,4358.40,4368.60,4349.56,4365.59,,,,
839,rule1,否,做多,2025-09-10 21:44,4387.86,2025-09-11 20:30,4480.95,92,1380分钟,2.121%,297.00%,2.9700,2016.3499,止盈,是,是,4481.09,,,4384.22,4391.97,4369.13,4371.24,4371.24,4389.66,4357.33,4387.86,,,,
840,rule1,否,做空,2025-09-12 23:14,4533.08,2025-09-13 06:15,4704.69,29,435分钟,-3.786%,-530.00%,-8.4800,2007.8699,止损,否,否,,,,4525.55,4547.67,4525.55,4547.02,4547.02,4549.88,4530.30,4533.08,,,,
841,rule1,否,做多,2025-09-13 04:14,4642.15,2025-09-13 11:45,4751.57,31,465分钟,2.357%,330.00%,3.3000,2011.1699,止盈,否,否,4769.36,,,4643.90,4660.00,4641.88,4657.18,4657.19,4657.40,4638.73,4642.15,,,,
842,rule1,否,做空,2025-09-13 08:14,4699.15,2025-09-14 22:30,4599.46,154,2310分钟,2.121%,297.00%,4.7520,2015.9219,止盈,是,是,,4578.85,,4696.14,4715.27,4694.30,4712.16,4712.16,4717.65,4697.58,4699.15,,,,
843,rule1,否,做多,2025-09-13 10:14,4709.04,2025-09-15 23:15,4663.58,245,3675分钟,-0.965%,-135.15%,-1.3515,2014.5704,止损,是,是,4769.36,,4483.20,4712.50,4713.36,4700.01,4700.49,4700.48,4714.45,4691.85,4709.04,,,,
844,rule1,否,做空,2025-09-14 01:29,4621.55,2025-09-15 16:45,4523.51,158,2370分钟,2.121%,297.00%,4.7520,2019.3224,止盈,是,是,,4508.23,,4623.66,4625.93,4605.00,4607.24,4607.24,4630.00,4607.24,4621.55,,,,
845,rule1,否,做多,2025-09-14 22:29,4614.72,2025-09-22 08:30,4570.17,713,10695分钟,-0.965%,-135.15%,-2.1624,2017.1600,止损,是,是,4670.28,,4390.06,4612.80,4644.54,4612.36,4632.09,4632.08,4632.51,4600.00,4614.72,,,,
846,rule1,否,做多,2025-09-14 23:14,4587.60,2025-09-22 10:15,4535.50,717,10755分钟,-1.136%,-159.00%,-1.5900,2015.5700,止损,是,否,4670.28,,4296.66,4591.00,4606.61,4581.63,4601.89,4601.88,4604.64,4576.89,4587.60,,,,
847,rule1,否,做多,2025-09-15 20:44,4528.00,2025-09-18 09:30,4624.06,244,3660分钟,2.121%,297.00%,4.7520,2020.3220,止盈,是,是,4633.19,,,4530.77,4536.52,4512.67,4514.73,4514.72,4528.00,4508.77,4528.00,,,,
848,rule1,否,做多,2025-09-15 23:44,4480.41,2025-09-18 06:30,4575.46,220,3300分钟,2.121%,297.00%,2.9700,2023.2920,止盈,是,否,4577.00,,,4501.67,4505.00,4476.72,4491.29,4491.30,4492.30,4466.00,4480.41,,,,
849,rule1,否,做多,2025-09-18 07:29,4588.28,2025-09-22 08:30,4543.99,389,5835分钟,-0.965%,-135.15%,-2.1624,2021.1296,止损,是,是,4644.47,,4365.80,4587.12,4616.77,4586.70,4601.48,4601.47,4606.00,4585.26,4588.28,,,,
850,rule1,否,做空,2025-09-18 09:59,4618.95,2025-09-19 14:45,4520.96,116,1740分钟,2.121%,297.00%,11.8800,2033.0096,止盈,是,是,,4520.02,,4609.49,4633.19,4607.76,4632.00,4632.00,4633.21,4617.49,4618.95,,,,
851,rule1,否,做多,2025-09-20 04:14,4449.60,2025-09-22 13:45,4406.65,231,3465分钟,-0.965%,-135.15%,-1.3515,2031.6581,止损,是,是,4508.71,,4238.19,4452.20,4454.80,4440.68,4440.68,4440.68,4454.47,4438.40,4449.60,,,,
852,rule1,否,做多,2025-09-22 10:44,4292.12,2025-09-22 14:00,4129.63,14,210分钟,-3.786%,-530.00%,-8.4800,2023.1781,止损,否,否,,,,4329.01,4332.63,4287.00,4309.37,4309.36,4309.98,4261.60,4292.12,,,,
853,rule1,否,做空,2025-09-22 11:29,4304.73,2025-09-22 14:00,4203.26,11,165分钟,2.357%,330.00%,3.3000,2026.4781,止盈,否,否,,4077.00,,4288.13,4305.00,4287.00,4298.43,4298.43,4306.45,4296.39,4304.73,,,,
854,rule1,否,做空,2025-09-22 11:59,4305.87,2025-09-22 14:00,4204.37,9,135分钟,2.357%,330.00%,3.3000,2029.7781,止盈,否,否,,4077.00,,4304.73,4307.69,4292.50,4294.48,4294.48,4307.71,4294.48,4305.87,,,,
855,rule1,否,做多,2025-09-22 16:14,4198.44,2025-09-25 12:45,4157.91,275,4125分钟,-0.965%,-135.15%,-1.3515,2028.4266,止损,是,是,4229.03,,3975.29,4203.08,4206.00,4192.55,4193.38,4193.38,4207.35,4186.31,4198.44,,,,
856,rule1,否,做空,2025-09-22 18:29,4171.38,2025-09-24 12:00,4082.89,167,2505分钟,2.121%,297.00%,4.7520,2033.1786,止盈,是,是,,4073.74,,4150.99,4171.73,4138.80,4164.08,4164.09,4173.60,4163.82,4171.38,,,,
857,rule1,否,做多,2025-09-22 22:44,4198.75,2025-09-25 12:45,4158.22,249,3735分钟,-0.965%,-135.15%,-2.1624,2031.0162,止损,是,是,4229.03,,3975.29,4197.55,4218.90,4197.48,4216.75,4216.75,4219.34,4194.69,4198.75,,,,
858,rule1,否,做多,2025-09-23 10:14,4177.67,2025-09-25 12:45,4137.34,203,3045分钟,-0.965%,-135.15%,-1.3515,2029.6647,止损,是,是,4229.03,,3975.29,4173.99,4180.00,4163.46,4163.71,4163.72,4183.03,4161.04,4177.67,,,,
859,rule1,否,做多,2025-09-25 02:29,4179.62,2025-09-25 20:15,4139.27,72,1080分钟,-0.965%,-135.15%,-1.3515,2028.3132,止损,是,是,4181.55,,3930.66,4183.86,4184.50,4170.54,4171.93,4171.93,4180.63,4166.68,4179.62,,,,
860,rule1,否,做多,2025-09-25 20:44,3995.98,2025-09-26 01:45,3844.70,21,315分钟,-3.786%,-530.00%,-21.2000,2007.1132,止损,否,否,,,,4011.12,4011.24,3927.45,3942.44,3942.39,4004.45,3924.12,3995.98,,,,
861,rule1,否,做空,2025-09-25 23:44,4000.18,2025-09-26 01:00,3905.89,6,90分钟,2.357%,330.00%,5.2800,2012.3932,止盈,否,否,,3897.38,,4004.39,4007.25,3980.18,3989.49,3989.49,4008.39,3989.25,4000.18,,,,
862,rule1,否,做空,2025-09-26 04:29,3906.22,2025-09-29 06:00,3943.93,295,4425分钟,-0.965%,-135.15%,-2.1624,2010.2308,止损,是,是,,3850.00,4081.00,3911.59,3918.60,3887.65,3896.32,3896.32,3918.97,3889.53,3906.22,,,,
863,rule1,否,做空,2025-09-26 06:29,3910.46,2025-09-29 06:00,3948.21,287,4305分钟,-0.965%,-135.15%,-5.4060,2004.8248,止损,是,是,,3850.00,4081.00,3904.88,3930.27,3897.65,3929.20,3929.20,3937.20,3909.58,3910.46,,,,
