排名,止盈%,止损%,K1涨跌幅%,总交易数,胜率%,总盈亏USDT,收益率%,盈亏比
3412,25,60,0.25,464,49.35,-1.8749,-0.40,0.92
3413,20,25,0.55,57,40.35,-1.8749,-3.29,0.66
3414,45,100,0.75,27,37.04,-1.8754,-6.95,0.48
3415,20,40,0.25,464,50.00,-1.8758,-0.40,0.92
3416,45,100,0.9,15,33.33,-1.8778,-12.52,0.33
3417,50,100,0.9,15,33.33,-1.8778,-12.52,0.33
3418,55,100,0.9,15,33.33,-1.8778,-12.52,0.33
3419,60,100,0.9,15,33.33,-1.8778,-12.52,0.33
3420,65,100,0.9,15,33.33,-1.8778,-12.52,0.33
3421,70,100,0.9,15,33.33,-1.8778,-12.52,0.33
3422,75,100,0.9,15,33.33,-1.8778,-12.52,0.33
3423,80,100,0.9,15,33.33,-1.8778,-12.52,0.33
3424,85,100,0.9,15,33.33,-1.8778,-12.52,0.33
3425,90,100,0.9,15,33.33,-1.8778,-12.52,0.33
3426,95,100,0.9,15,33.33,-1.8778,-12.52,0.33
3427,100,100,0.9,15,33.33,-1.8778,-12.52,0.33
3428,40,20,0.15,1121,48.53,-1.8780,-0.17,0.96
3429,20,80,0.25,464,50.00,-1.8786,-0.40,0.92
3430,95,25,0.1,1737,49.63,-1.8791,-0.11,0.97
3431,45,25,0.6,47,36.17,-1.8792,-4.00,0.58
3432,45,90,0.8,22,31.82,-1.8792,-8.54,0.43
3433,50,70,0.65,41,39.02,-1.8799,-4.59,0.56
3434,55,70,0.65,41,39.02,-1.8799,-4.59,0.56
3435,60,70,0.65,41,39.02,-1.8799,-4.59,0.56
3436,65,70,0.65,41,39.02,-1.8799,-4.59,0.56
3437,70,70,0.65,41,39.02,-1.8799,-4.59,0.56
3438,75,70,0.65,41,39.02,-1.8799,-4.59,0.56
3439,80,70,0.65,41,39.02,-1.8799,-4.59,0.56
3440,85,70,0.65,41,39.02,-1.8799,-4.59,0.56
3441,90,70,0.65,41,39.02,-1.8799,-4.59,0.56
3442,95,70,0.65,41,39.02,-1.8799,-4.59,0.56
3443,100,70,0.65,41,39.02,-1.8799,-4.59,0.56
3444,30,95,0.75,27,37.04,-1.8807,-6.97,0.47
3445,25,45,0.4,159,48.43,-1.8826,-1.18,0.83
3446,25,45,0.6,47,36.17,-1.8828,-4.01,0.60
3447,30,100,0.95,12,25.00,-1.8830,-15.69,0.26
3448,25,65,0.4,159,48.43,-1.8839,-1.18,0.83
3449,25,35,0.4,159,48.43,-1.8841,-1.18,0.83
3450,35,75,0.65,41,39.02,-1.8846,-4.60,0.56
3451,40,85,0.65,41,39.02,-1.8846,-4.60,0.57
3452,25,100,0.8,22,31.82,-1.8849,-8.57,0.45
3453,45,75,0.7,32,37.50,-1.8853,-5.89,0.50
3454,35,80,0.35,217,47.93,-1.8864,-0.87,0.86
3455,30,70,0.7,32,37.50,-1.8906,-5.91,0.49
3456,45,100,0.95,12,25.00,-1.8976,-15.81,0.25
3457,50,100,0.95,12,25.00,-1.8976,-15.81,0.25
3458,55,100,0.95,12,25.00,-1.8976,-15.81,0.25
3459,60,100,0.95,12,25.00,-1.8976,-15.81,0.25
3460,65,100,0.95,12,25.00,-1.8976,-15.81,0.25
3461,70,100,0.95,12,25.00,-1.8976,-15.81,0.25
3462,75,100,0.95,12,25.00,-1.8976,-15.81,0.25
3463,80,100,0.95,12,25.00,-1.8976,-15.81,0.25
3464,85,100,0.95,12,25.00,-1.8976,-15.81,0.25
3465,90,100,0.95,12,25.00,-1.8976,-15.81,0.25
3466,95,100,0.95,12,25.00,-1.8976,-15.81,0.25
3467,100,100,0.95,12,25.00,-1.8976,-15.81,0.25
3468,85,25,0.1,1737,49.63,-1.8982,-0.11,0.97
3469,45,80,0.65,41,39.02,-1.8992,-4.63,0.57
3470,80,30,0.25,464,48.71,-1.9024,-0.41,0.92
3471,30,75,0.65,41,39.02,-1.9046,-4.65,0.56
3472,40,25,0.4,159,47.17,-1.9049,-1.20,0.82
3473,50,95,0.75,27,37.04,-1.9061,-7.06,0.46
3474,55,95,0.75,27,37.04,-1.9061,-7.06,0.46
3475,60,95,0.75,27,37.04,-1.9061,-7.06,0.46
3476,65,95,0.75,27,37.04,-1.9061,-7.06,0.46
3477,70,95,0.75,27,37.04,-1.9061,-7.06,0.46
3478,75,95,0.75,27,37.04,-1.9061,-7.06,0.46
3479,80,95,0.75,27,37.04,-1.9061,-7.06,0.46
3480,85,95,0.75,27,37.04,-1.9061,-7.06,0.46
3481,90,95,0.75,27,37.04,-1.9061,-7.06,0.46
3482,95,95,0.75,27,37.04,-1.9061,-7.06,0.46
3483,100,95,0.75,27,37.04,-1.9061,-7.06,0.46
3484,50,85,0.8,22,31.82,-1.9099,-8.68,0.41
3485,55,85,0.8,22,31.82,-1.9099,-8.68,0.41
3486,60,85,0.8,22,31.82,-1.9099,-8.68,0.41
3487,65,85,0.8,22,31.82,-1.9099,-8.68,0.41
3488,70,85,0.8,22,31.82,-1.9099,-8.68,0.41
3489,75,85,0.8,22,31.82,-1.9099,-8.68,0.41
3490,80,85,0.8,22,31.82,-1.9099,-8.68,0.41
3491,85,85,0.8,22,31.82,-1.9099,-8.68,0.41
3492,90,85,0.8,22,31.82,-1.9099,-8.68,0.41
3493,95,85,0.8,22,31.82,-1.9099,-8.68,0.41
3494,100,85,0.8,22,31.82,-1.9099,-8.68,0.41
3495,25,20,0.45,112,43.75,-1.9102,-1.71,0.76
3496,30,95,0.35,217,47.93,-1.9103,-0.88,0.86
3497,25,50,0.6,47,36.17,-1.9105,-4.06,0.59
3498,35,100,0.75,27,37.04,-1.9108,-7.08,0.47
3499,25,90,0.7,32,37.50,-1.9109,-5.97,0.51
3500,35,25,0.6,47,36.17,-1.9146,-4.07,0.58
3501,30,80,0.8,22,31.82,-1.9146,-8.70,0.40
3502,35,90,0.8,22,31.82,-1.9146,-8.70,0.42
3503,40,100,0.8,22,31.82,-1.9146,-8.70,0.44
3504,50,70,0.7,32,37.50,-1.9159,-5.99,0.48
3505,55,70,0.7,32,37.50,-1.9159,-5.99,0.48
3506,60,70,0.7,32,37.50,-1.9159,-5.99,0.48
3507,65,70,0.7,32,37.50,-1.9159,-5.99,0.48
3508,70,70,0.7,32,37.50,-1.9159,-5.99,0.48
3509,75,70,0.7,32,37.50,-1.9159,-5.99,0.48
3510,80,70,0.7,32,37.50,-1.9159,-5.99,0.48
3511,85,70,0.7,32,37.50,-1.9159,-5.99,0.48
3512,90,70,0.7,32,37.50,-1.9159,-5.99,0.48
3513,95,70,0.7,32,37.50,-1.9159,-5.99,0.48
3514,100,70,0.7,32,37.50,-1.9159,-5.99,0.48
3515,20,55,0.55,57,40.35,-1.9203,-3.37,0.65
3516,20,60,0.55,57,40.35,-1.9203,-3.37,0.65
3517,20,65,0.55,57,40.35,-1.9203,-3.37,0.65
3518,20,70,0.55,57,40.35,-1.9203,-3.37,0.65
3519,20,75,0.55,57,40.35,-1.9203,-3.37,0.65
3520,20,80,0.55,57,40.35,-1.9203,-3.37,0.65
3521,20,85,0.55,57,40.35,-1.9203,-3.37,0.65
3522,20,90,0.55,57,40.35,-1.9203,-3.37,0.65
3523,20,95,0.55,57,40.35,-1.9203,-3.37,0.65
3524,20,100,0.55,57,40.35,-1.9203,-3.37,0.65
3525,35,75,0.7,32,37.50,-1.9207,-6.00,0.49
3526,40,85,0.7,32,37.50,-1.9207,-6.00,0.50
3527,25,100,0.95,12,25.00,-1.9210,-16.01,0.24
3528,40,20,0.55,57,36.84,-1.9227,-3.37,0.64
3529,25,95,0.65,41,39.02,-1.9248,-4.69,0.57
3530,20,85,0.25,464,50.00,-1.9286,-0.42,0.92
3531,90,25,0.1,1737,49.63,-1.9291,-0.11,0.97
3532,45,95,0.8,22,31.82,-1.9292,-8.77,0.42
3533,50,75,0.65,41,39.02,-1.9299,-4.71,0.55
3534,55,75,0.65,41,39.02,-1.9299,-4.71,0.55
3535,60,75,0.65,41,39.02,-1.9299,-4.71,0.55
3536,65,75,0.65,41,39.02,-1.9299,-4.71,0.55
3537,70,75,0.65,41,39.02,-1.9299,-4.71,0.55
3538,75,75,0.65,41,39.02,-1.9299,-4.71,0.55
3539,80,75,0.65,41,39.02,-1.9299,-4.71,0.55
3540,85,75,0.65,41,39.02,-1.9299,-4.71,0.55
3541,90,75,0.65,41,39.02,-1.9299,-4.71,0.55
3542,95,75,0.65,41,39.02,-1.9299,-4.71,0.55
3543,100,75,0.65,41,39.02,-1.9299,-4.71,0.55
3544,30,100,0.75,27,37.04,-1.9307,-7.15,0.46
3545,90,30,0.25,464,48.71,-1.9333,-0.42,0.92
3546,95,30,0.25,464,48.71,-1.9333,-0.42,0.92
3547,100,30,0.25,464,48.71,-1.9333,-0.42,0.92
3548,25,70,0.4,159,48.43,-1.9339,-1.22,0.82
3549,35,20,0.2,718,48.19,-1.9340,-0.27,0.94
3550,30,25,0.6,47,36.17,-1.9345,-4.12,0.57
3551,35,80,0.65,41,39.02,-1.9346,-4.72,0.56
3552,40,90,0.65,41,39.02,-1.9346,-4.72,0.57
3553,45,80,0.7,32,37.50,-1.9353,-6.05,0.49
3554,35,85,0.35,217,47.93,-1.9364,-0.89,0.86
3555,45,20,0.55,57,36.84,-1.9373,-3.40,0.64
3556,30,75,0.7,32,37.50,-1.9406,-6.06,0.49
3557,40,45,0.6,47,36.17,-1.9426,-4.13,0.58
3558,85,55,0.4,159,47.17,-1.9432,-1.22,0.82
3559,60,25,0.2,718,48.47,-1.9482,-0.27,0.94
3560,45,85,0.65,41,39.02,-1.9492,-4.75,0.56
3561,25,50,0.25,464,49.35,-1.9514,-0.42,0.92
3562,75,30,0.25,464,48.71,-1.9524,-0.42,0.92
3563,30,80,0.65,41,39.02,-1.9546,-4.77,0.55
3564,50,100,0.75,27,37.04,-1.9561,-7.24,0.46
3565,55,100,0.75,27,37.04,-1.9561,-7.24,0.46
3566,60,100,0.75,27,37.04,-1.9561,-7.24,0.46
3567,65,100,0.75,27,37.04,-1.9561,-7.24,0.46
3568,70,100,0.75,27,37.04,-1.9561,-7.24,0.46
3569,75,100,0.75,27,37.04,-1.9561,-7.24,0.46
3570,80,100,0.75,27,37.04,-1.9561,-7.24,0.46
3571,85,100,0.75,27,37.04,-1.9561,-7.24,0.46
3572,90,100,0.75,27,37.04,-1.9561,-7.24,0.46
3573,95,100,0.75,27,37.04,-1.9561,-7.24,0.46
3574,100,100,0.75,27,37.04,-1.9561,-7.24,0.46
3575,85,35,0.25,464,48.71,-1.9563,-0.42,0.92
3576,50,25,0.6,47,36.17,-1.9599,-4.17,0.57
3577,55,25,0.6,47,36.17,-1.9599,-4.17,0.57
3578,60,25,0.6,47,36.17,-1.9599,-4.17,0.57
3579,65,25,0.6,47,36.17,-1.9599,-4.17,0.57
3580,70,25,0.6,47,36.17,-1.9599,-4.17,0.57
3581,75,25,0.6,47,36.17,-1.9599,-4.17,0.57
3582,80,25,0.6,47,36.17,-1.9599,-4.17,0.57
3583,85,25,0.6,47,36.17,-1.9599,-4.17,0.57
3584,90,25,0.6,47,36.17,-1.9599,-4.17,0.57
3585,95,25,0.6,47,36.17,-1.9599,-4.17,0.57
3586,100,25,0.6,47,36.17,-1.9599,-4.17,0.57
3587,50,90,0.8,22,31.82,-1.9599,-8.91,0.41
3588,55,90,0.8,22,31.82,-1.9599,-8.91,0.41
3589,60,90,0.8,22,31.82,-1.9599,-8.91,0.41
3590,65,90,0.8,22,31.82,-1.9599,-8.91,0.41
3591,70,90,0.8,22,31.82,-1.9599,-8.91,0.41
3592,75,90,0.8,22,31.82,-1.9599,-8.91,0.41
3593,80,90,0.8,22,31.82,-1.9599,-8.91,0.41
3594,85,90,0.8,22,31.82,-1.9599,-8.91,0.41
3595,90,90,0.8,22,31.82,-1.9599,-8.91,0.41
3596,95,90,0.8,22,31.82,-1.9599,-8.91,0.41
3597,100,90,0.8,22,31.82,-1.9599,-8.91,0.41
3598,30,100,0.35,217,47.93,-1.9603,-0.90,0.86
3599,25,55,0.6,47,36.17,-1.9605,-4.17,0.59
3600,25,95,0.7,32,37.50,-1.9609,-6.13,0.51
3601,40,15,0.15,1121,47.64,-1.9634,-0.18,0.96
3602,30,85,0.8,22,31.82,-1.9646,-8.93,0.40
3603,35,95,0.8,22,31.82,-1.9646,-8.93,0.41
3604,50,75,0.7,32,37.50,-1.9659,-6.14,0.48
3605,55,75,0.7,32,37.50,-1.9659,-6.14,0.48
3606,60,75,0.7,32,37.50,-1.9659,-6.14,0.48
3607,65,75,0.7,32,37.50,-1.9659,-6.14,0.48
3608,70,75,0.7,32,37.50,-1.9659,-6.14,0.48
3609,75,75,0.7,32,37.50,-1.9659,-6.14,0.48
3610,80,75,0.7,32,37.50,-1.9659,-6.14,0.48
3611,85,75,0.7,32,37.50,-1.9659,-6.14,0.48
3612,90,75,0.7,32,37.50,-1.9659,-6.14,0.48
3613,95,75,0.7,32,37.50,-1.9659,-6.14,0.48
3614,100,75,0.7,32,37.50,-1.9659,-6.14,0.48
3615,20,45,0.55,57,40.35,-1.9674,-3.45,0.65
3616,25,40,0.4,159,48.43,-1.9685,-1.24,0.82
3617,25,30,0.4,159,48.43,-1.9697,-1.24,0.82
3618,40,50,0.6,47,36.17,-1.9703,-4.19,0.58
3619,35,80,0.7,32,37.50,-1.9707,-6.16,0.48
3620,40,90,0.7,32,37.50,-1.9707,-6.16,0.50
3621,25,100,0.65,41,39.02,-1.9748,-4.82,0.57
3622,25,35,0.6,47,36.17,-1.9749,-4.20,0.58
3623,25,65,0.25,464,49.35,-1.9749,-0.43,0.92
3624,45,100,0.8,22,31.82,-1.9792,-9.00,0.42
3625,50,80,0.65,41,39.02,-1.9799,-4.83,0.55
3626,55,80,0.65,41,39.02,-1.9799,-4.83,0.55
3627,60,80,0.65,41,39.02,-1.9799,-4.83,0.55
3628,65,80,0.65,41,39.02,-1.9799,-4.83,0.55
3629,70,80,0.65,41,39.02,-1.9799,-4.83,0.55
3630,75,80,0.65,41,39.02,-1.9799,-4.83,0.55
3631,80,80,0.65,41,39.02,-1.9799,-4.83,0.55
3632,85,80,0.65,41,39.02,-1.9799,-4.83,0.55
3633,90,80,0.65,41,39.02,-1.9799,-4.83,0.55
3634,95,80,0.65,41,39.02,-1.9799,-4.83,0.55
3635,100,80,0.65,41,39.02,-1.9799,-4.83,0.55
3636,25,75,0.4,159,48.43,-1.9839,-1.25,0.82
3637,35,85,0.65,41,39.02,-1.9846,-4.84,0.55
3638,40,95,0.65,41,39.02,-1.9846,-4.84,0.56
3639,45,85,0.7,32,37.50,-1.9853,-6.20,0.49
3640,35,90,0.35,217,47.93,-1.9864,-0.92,0.85
3641,30,80,0.7,32,37.50,-1.9906,-6.22,0.48
3642,80,55,0.4,159,47.17,-1.9932,-1.25,0.82
3643,85,60,0.4,159,47.17,-1.9932,-1.25,0.82
3644,20,50,0.55,57,40.35,-1.9950,-3.50,0.64
3645,80,25,0.1,1737,49.63,-1.9982,-0.12,0.97
3646,45,90,0.65,41,39.02,-1.9992,-4.88,0.55
3647,70,30,0.25,464,48.71,-2.0024,-0.43,0.91
3648,30,85,0.65,41,39.02,-2.0046,-4.89,0.55
3649,80,35,0.25,464,48.71,-2.0063,-0.43,0.91
3650,45,45,0.6,47,36.17,-2.0072,-4.27,0.57
3651,50,95,0.8,22,31.82,-2.0099,-9.14,0.40
3652,55,95,0.8,22,31.82,-2.0099,-9.14,0.40
3653,60,95,0.8,22,31.82,-2.0099,-9.14,0.40
3654,65,95,0.8,22,31.82,-2.0099,-9.14,0.40
3655,70,95,0.8,22,31.82,-2.0099,-9.14,0.40
3656,75,95,0.8,22,31.82,-2.0099,-9.14,0.40
3657,80,95,0.8,22,31.82,-2.0099,-9.14,0.40
3658,85,95,0.8,22,31.82,-2.0099,-9.14,0.40
3659,90,95,0.8,22,31.82,-2.0099,-9.14,0.40
3660,95,95,0.8,22,31.82,-2.0099,-9.14,0.40
3661,100,95,0.8,22,31.82,-2.0099,-9.14,0.40
3662,25,50,0.4,159,48.43,-2.0103,-1.26,0.82
3663,25,60,0.6,47,36.17,-2.0105,-4.28,0.58
3664,25,100,0.7,32,37.50,-2.0109,-6.28,0.50
3665,50,20,0.55,57,36.84,-2.0110,-3.53,0.62
3666,55,20,0.55,57,36.84,-2.0110,-3.53,0.62
3667,60,20,0.55,57,36.84,-2.0110,-3.53,0.62
3668,65,20,0.55,57,36.84,-2.0110,-3.53,0.62
3669,70,20,0.55,57,36.84,-2.0110,-3.53,0.62
3670,75,20,0.55,57,36.84,-2.0110,-3.53,0.62
3671,80,20,0.55,57,36.84,-2.0110,-3.53,0.62
3672,85,20,0.55,57,36.84,-2.0110,-3.53,0.62
3673,90,20,0.55,57,36.84,-2.0110,-3.53,0.62
3674,95,20,0.55,57,36.84,-2.0110,-3.53,0.62
3675,100,20,0.55,57,36.84,-2.0110,-3.53,0.62
3676,35,100,0.8,22,31.82,-2.0146,-9.16,0.41
3677,30,90,0.8,22,31.82,-2.0146,-9.16,0.39
3678,50,80,0.7,32,37.50,-2.0159,-6.30,0.47
3679,55,80,0.7,32,37.50,-2.0159,-6.30,0.47
3680,60,80,0.7,32,37.50,-2.0159,-6.30,0.47
3681,65,80,0.7,32,37.50,-2.0159,-6.30,0.47
3682,70,80,0.7,32,37.50,-2.0159,-6.30,0.47
3683,75,80,0.7,32,37.50,-2.0159,-6.30,0.47
3684,80,80,0.7,32,37.50,-2.0159,-6.30,0.47
3685,85,80,0.7,32,37.50,-2.0159,-6.30,0.47
3686,90,80,0.7,32,37.50,-2.0159,-6.30,0.47
3687,95,80,0.7,32,37.50,-2.0159,-6.30,0.47
3688,100,80,0.7,32,37.50,-2.0159,-6.30,0.47
3689,85,45,0.25,464,48.71,-2.0188,-0.44,0.91
3690,85,55,0.25,464,48.71,-2.0200,-0.44,0.91
3691,40,55,0.6,47,36.17,-2.0203,-4.30,0.57
3692,35,85,0.7,32,37.50,-2.0207,-6.31,0.48
3693,40,95,0.7,32,37.50,-2.0207,-6.31,0.49
3694,90,55,0.4,159,47.17,-2.0241,-1.27,0.81
3695,95,55,0.4,159,47.17,-2.0241,-1.27,0.81
3696,100,55,0.4,159,47.17,-2.0241,-1.27,0.81
3697,50,85,0.65,41,39.02,-2.0299,-4.95,0.54
3698,55,85,0.65,41,39.02,-2.0299,-4.95,0.54
3699,60,85,0.65,41,39.02,-2.0299,-4.95,0.54
3700,65,85,0.65,41,39.02,-2.0299,-4.95,0.54
3701,70,85,0.65,41,39.02,-2.0299,-4.95,0.54
3702,75,85,0.65,41,39.02,-2.0299,-4.95,0.54
3703,80,85,0.65,41,39.02,-2.0299,-4.95,0.54
3704,85,85,0.65,41,39.02,-2.0299,-4.95,0.54
3705,90,85,0.65,41,39.02,-2.0299,-4.95,0.54
3706,95,85,0.65,41,39.02,-2.0299,-4.95,0.54
3707,100,85,0.65,41,39.02,-2.0299,-4.95,0.54
3708,25,40,0.6,47,36.17,-2.0310,-4.32,0.58
3709,25,80,0.4,159,48.43,-2.0339,-1.28,0.82
3710,35,90,0.65,41,39.02,-2.0346,-4.96,0.54
3711,40,100,0.65,41,39.02,-2.0346,-4.96,0.55
3712,40,35,0.6,47,36.17,-2.0347,-4.33,0.57
3713,45,50,0.6,47,36.17,-2.0349,-4.33,0.57
3714,45,90,0.7,32,37.50,-2.0353,-6.36,0.48
3715,35,95,0.35,217,47.93,-2.0364,-0.94,0.85
3716,90,35,0.25,464,48.71,-2.0372,-0.44,0.91
3717,95,35,0.25,464,48.71,-2.0372,-0.44,0.91
3718,100,35,0.25,464,48.71,-2.0372,-0.44,0.91
3719,30,85,0.7,32,37.50,-2.0406,-6.38,0.47
3720,85,45,0.4,159,47.17,-2.0420,-1.28,0.81
3721,35,45,0.6,47,36.17,-2.0426,-4.35,0.56
3722,80,60,0.4,159,47.17,-2.0432,-1.29,0.81
3723,85,65,0.4,159,47.17,-2.0432,-1.29,0.81
3724,75,55,0.4,159,47.17,-2.0432,-1.29,0.81
3725,85,35,0.4,159,47.17,-2.0435,-1.29,0.81
3726,55,25,0.2,718,48.47,-2.0482,-0.29,0.94
3727,45,95,0.65,41,39.02,-2.0492,-5.00,0.55
3728,65,30,0.25,464,48.71,-2.0524,-0.44,0.91
3729,30,90,0.65,41,39.02,-2.0546,-5.01,0.54
3730,75,35,0.25,464,48.71,-2.0563,-0.44,0.91
3731,50,100,0.8,22,31.82,-2.0599,-9.36,0.39
3732,55,100,0.8,22,31.82,-2.0599,-9.36,0.39
3733,60,100,0.8,22,31.82,-2.0599,-9.36,0.39
3734,65,100,0.8,22,31.82,-2.0599,-9.36,0.39
3735,70,100,0.8,22,31.82,-2.0599,-9.36,0.39
3736,75,100,0.8,22,31.82,-2.0599,-9.36,0.39
3737,80,100,0.8,22,31.82,-2.0599,-9.36,0.39
3738,85,100,0.8,22,31.82,-2.0599,-9.36,0.39
3739,90,100,0.8,22,31.82,-2.0599,-9.36,0.39
3740,95,100,0.8,22,31.82,-2.0599,-9.36,0.39
3741,100,100,0.8,22,31.82,-2.0599,-9.36,0.39
3742,25,65,0.6,47,36.17,-2.0605,-4.38,0.57
3743,30,45,0.6,47,36.17,-2.0626,-4.39,0.56
3744,30,95,0.8,22,31.82,-2.0646,-9.38,0.38
3745,50,85,0.7,32,37.50,-2.0659,-6.46,0.47
3746,55,85,0.7,32,37.50,-2.0659,-6.46,0.47
3747,60,85,0.7,32,37.50,-2.0659,-6.46,0.47
3748,65,85,0.7,32,37.50,-2.0659,-6.46,0.47
3749,70,85,0.7,32,37.50,-2.0659,-6.46,0.47
3750,75,85,0.7,32,37.50,-2.0659,-6.46,0.47
3751,80,85,0.7,32,37.50,-2.0659,-6.46,0.47
3752,85,85,0.7,32,37.50,-2.0659,-6.46,0.47
3753,90,85,0.7,32,37.50,-2.0659,-6.46,0.47
3754,95,85,0.7,32,37.50,-2.0659,-6.46,0.47
3755,100,85,0.7,32,37.50,-2.0659,-6.46,0.47
3756,25,90,0.25,464,49.35,-2.0681,-0.45,0.91
3757,80,45,0.25,464,48.71,-2.0688,-0.45,0.91
3758,80,55,0.25,464,48.71,-2.0700,-0.45,0.91
3759,35,50,0.6,47,36.17,-2.0703,-4.40,0.56
3760,40,60,0.6,47,36.17,-2.0703,-4.40,0.57
3761,35,90,0.7,32,37.50,-2.0707,-6.47,0.47
3762,40,100,0.7,32,37.50,-2.0707,-6.47,0.48
3763,35,20,0.55,57,36.84,-2.0727,-3.64,0.61
3764,20,20,0.5,82,41.46,-2.0728,-2.53,0.69
3765,90,60,0.4,159,47.17,-2.0741,-1.30,0.81
3766,95,60,0.4,159,47.17,-2.0741,-1.30,0.81
3767,100,60,0.4,159,47.17,-2.0741,-1.30,0.81
3768,25,70,0.25,464,49.35,-2.0749,-0.45,0.91
3769,50,90,0.65,41,39.02,-2.0799,-5.07,0.53
3770,55,90,0.65,41,39.02,-2.0799,-5.07,0.53
3771,60,90,0.65,41,39.02,-2.0799,-5.07,0.53
3772,65,90,0.65,41,39.02,-2.0799,-5.07,0.53
3773,70,90,0.65,41,39.02,-2.0799,-5.07,0.53
3774,75,90,0.65,41,39.02,-2.0799,-5.07,0.53
3775,80,90,0.65,41,39.02,-2.0799,-5.07,0.53
3776,85,90,0.65,41,39.02,-2.0799,-5.07,0.53
3777,90,90,0.65,41,39.02,-2.0799,-5.07,0.53
3778,95,90,0.65,41,39.02,-2.0799,-5.07,0.53
3779,100,90,0.65,41,39.02,-2.0799,-5.07,0.53
3780,25,85,0.4,159,48.43,-2.0839,-1.31,0.81
3781,35,95,0.65,41,39.02,-2.0846,-5.08,0.54
3782,45,55,0.6,47,36.17,-2.0849,-4.44,0.56
3783,45,95,0.7,32,37.50,-2.0853,-6.52,0.47
3784,35,100,0.35,217,47.93,-2.0864,-0.96,0.85
3785,50,45,0.6,47,36.17,-2.0879,-4.44,0.55
3786,55,45,0.6,47,36.17,-2.0879,-4.44,0.55
3787,60,45,0.6,47,36.17,-2.0879,-4.44,0.55
3788,65,45,0.6,47,36.17,-2.0879,-4.44,0.55
3789,70,45,0.6,47,36.17,-2.0879,-4.44,0.55
3790,75,45,0.6,47,36.17,-2.0879,-4.44,0.55
3791,80,45,0.6,47,36.17,-2.0879,-4.44,0.55
3792,85,45,0.6,47,36.17,-2.0879,-4.44,0.55
3793,90,45,0.6,47,36.17,-2.0879,-4.44,0.55
3794,95,45,0.6,47,36.17,-2.0879,-4.44,0.55
3795,100,45,0.6,47,36.17,-2.0879,-4.44,0.55
3796,30,50,0.6,47,36.17,-2.0903,-4.45,0.55
3797,30,90,0.7,32,37.50,-2.0906,-6.53,0.47
3798,40,40,0.6,47,36.17,-2.0908,-4.45,0.56
3799,80,45,0.4,159,47.17,-2.0920,-1.32,0.81
3800,80,65,0.4,159,47.17,-2.0932,-1.32,0.81
3801,85,70,0.4,159,47.17,-2.0932,-1.32,0.81
3802,70,55,0.4,159,47.17,-2.0932,-1.32,0.81
3803,75,60,0.4,159,47.17,-2.0932,-1.32,0.81
3804,80,35,0.4,159,47.17,-2.0935,-1.32,0.81
3805,25,30,0.6,47,36.17,-2.0940,-4.46,0.57
3806,75,25,0.1,1737,49.63,-2.0982,-0.12,0.97
3807,25,25,0.15,1121,49.06,-2.0989,-0.19,0.96
3808,45,100,0.65,41,39.02,-2.0992,-5.12,0.54
3809,45,35,0.6,47,36.17,-2.0993,-4.47,0.56
3810,90,45,0.25,464,48.71,-2.0997,-0.45,0.91
3811,95,45,0.25,464,48.71,-2.0997,-0.45,0.91
3812,100,45,0.25,464,48.71,-2.0997,-0.45,0.91
3813,90,55,0.25,464,48.71,-2.1009,-0.45,0.91
3814,95,55,0.25,464,48.71,-2.1009,-0.45,0.91
3815,100,55,0.25,464,48.71,-2.1009,-0.45,0.91
3816,60,30,0.25,464,48.71,-2.1024,-0.45,0.91
3817,30,95,0.65,41,39.02,-2.1046,-5.13,0.53
3818,70,35,0.25,464,48.71,-2.1063,-0.45,0.91
3819,25,70,0.6,47,36.17,-2.1105,-4.49,0.57
3820,30,100,0.8,22,31.82,-2.1146,-9.61,0.38
3821,20,40,0.55,57,40.35,-2.1155,-3.71,0.63
3822,50,50,0.6,47,36.17,-2.1156,-4.50,0.55
3823,55,50,0.6,47,36.17,-2.1156,-4.50,0.55
3824,60,50,0.6,47,36.17,-2.1156,-4.50,0.55
3825,65,50,0.6,47,36.17,-2.1156,-4.50,0.55
3826,70,50,0.6,47,36.17,-2.1156,-4.50,0.55
3827,75,50,0.6,47,36.17,-2.1156,-4.50,0.55
3828,80,50,0.6,47,36.17,-2.1156,-4.50,0.55
3829,85,50,0.6,47,36.17,-2.1156,-4.50,0.55
3830,90,50,0.6,47,36.17,-2.1156,-4.50,0.55
3831,95,50,0.6,47,36.17,-2.1156,-4.50,0.55
3832,100,50,0.6,47,36.17,-2.1156,-4.50,0.55
3833,50,90,0.7,32,37.50,-2.1159,-6.61,0.46
3834,55,90,0.7,32,37.50,-2.1159,-6.61,0.46
3835,60,90,0.7,32,37.50,-2.1159,-6.61,0.46
3836,65,90,0.7,32,37.50,-2.1159,-6.61,0.46
3837,70,90,0.7,32,37.50,-2.1159,-6.61,0.46
3838,75,90,0.7,32,37.50,-2.1159,-6.61,0.46
3839,80,90,0.7,32,37.50,-2.1159,-6.61,0.46
3840,85,90,0.7,32,37.50,-2.1159,-6.61,0.46
3841,90,90,0.7,32,37.50,-2.1159,-6.61,0.46
3842,95,90,0.7,32,37.50,-2.1159,-6.61,0.46
3843,100,90,0.7,32,37.50,-2.1159,-6.61,0.46
3844,85,40,0.25,464,48.71,-2.1172,-0.46,0.91
3845,25,95,0.25,464,49.35,-2.1181,-0.46,0.91
3846,35,25,0.4,159,47.17,-2.1181,-1.33,0.80
