杠杆,止盈%,止损%,K1涨跌幅%,总交易数,盈利次数,亏损次数,胜率%,平均盈利%,平均亏损%,平均持仓K线数,总盈亏USDT,盈亏比,价格止盈%,价格止损%
80,100,100,0.41,965,515,450,53.37,100.00,-100.00,5.30,65.0000,1.14,1.2500,1.2500
80,100,100,0.43,905,484,421,53.48,100.00,-100.00,5.30,63.0000,1.15,1.2500,1.2500
80,100,100,0.45,844,445,399,52.73,100.00,-100.00,5.29,46.0000,1.12,1.2500,1.2500
80,100,100,0.47,783,419,364,53.51,100.00,-100.00,5.24,55.0000,1.15,1.2500,1.2500
80,100,100,0.49,725,394,331,54.34,100.00,-100.00,5.20,63.0000,1.19,1.2500,1.2500
85,40,100,0.21,3243,2504,739,77.21,40.00,-100.00,3.96,262.6000,1.36,0.4706,1.1765
85,40,100,0.23,3027,2340,687,77.30,40.00,-100.00,3.92,249.0000,1.36,0.4706,1.1765
85,40,100,0.25,2793,2149,644,76.94,40.00,-100.00,3.88,215.6000,1.33,0.4706,1.1765
85,40,100,0.27,2602,1986,616,76.33,40.00,-100.00,3.84,178.4000,1.29,0.4706,1.1765
85,40,100,0.29,2402,1834,568,76.35,40.00,-100.00,3.79,165.6000,1.29,0.4706,1.1765
85,40,100,0.31,2186,1671,515,76.44,40.00,-100.00,3.73,153.4000,1.30,0.4706,1.1765
85,40,100,0.33,2037,1545,492,75.85,40.00,-100.00,3.71,126.0000,1.26,0.4706,1.1765
85,40,100,0.35,1868,1411,457,75.54,40.00,-100.00,3.68,107.4000,1.24,0.4706,1.1765
85,40,100,0.37,1721,1295,426,75.25,40.00,-100.00,3.63,92.0000,1.22,0.4706,1.1765
85,40,100,0.39,1585,1198,387,75.58,40.00,-100.00,3.59,92.2000,1.24,0.4706,1.1765
85,40,100,0.41,1477,1113,364,75.36,40.00,-100.00,3.57,81.2000,1.22,0.4706,1.1765
85,40,100,0.43,1356,1019,337,75.15,40.00,-100.00,3.51,70.6000,1.21,0.4706,1.1765
85,40,100,0.45,1261,942,319,74.70,40.00,-100.00,3.48,57.8000,1.18,0.4706,1.1765
85,40,100,0.47,1163,875,288,75.24,40.00,-100.00,3.42,62.0000,1.22,0.4706,1.1765
85,40,100,0.49,1073,815,258,75.96,40.00,-100.00,3.37,68.0000,1.26,0.4706,1.1765
85,45,100,0.21,3111,2339,772,75.18,45.00,-100.00,4.16,280.5500,1.36,0.5294,1.1765
85,45,100,0.23,2912,2194,718,75.34,45.00,-100.00,4.13,269.3000,1.38,0.5294,1.1765
85,45,100,0.25,2689,2014,675,74.90,45.00,-100.00,4.09,231.3000,1.34,0.5294,1.1765
85,45,100,0.27,2503,1857,646,74.19,45.00,-100.00,4.05,189.6500,1.29,0.5294,1.1765
85,45,100,0.29,2315,1718,597,74.21,45.00,-100.00,4.01,176.1000,1.29,0.5294,1.1765
85,45,100,0.31,2110,1566,544,74.22,45.00,-100.00,3.95,160.7000,1.30,0.5294,1.1765
85,45,100,0.33,1970,1452,518,73.71,45.00,-100.00,3.93,135.4000,1.26,0.5294,1.1765
85,45,100,0.35,1807,1326,481,73.38,45.00,-100.00,3.90,115.7000,1.24,0.5294,1.1765
85,45,100,0.37,1667,1216,451,72.95,45.00,-100.00,3.86,96.2000,1.21,0.5294,1.1765
85,45,100,0.39,1534,1123,411,73.21,45.00,-100.00,3.81,94.3500,1.23,0.5294,1.1765
85,45,100,0.41,1430,1044,386,73.01,45.00,-100.00,3.78,83.8000,1.22,0.5294,1.1765
85,45,100,0.43,1312,956,356,72.87,45.00,-100.00,3.71,74.2000,1.21,0.5294,1.1765
85,45,100,0.45,1223,885,338,72.36,45.00,-100.00,3.70,60.2500,1.18,0.5294,1.1765
85,45,100,0.47,1127,822,305,72.94,45.00,-100.00,3.63,64.9000,1.21,0.5294,1.1765
85,45,100,0.49,1041,767,274,73.68,45.00,-100.00,3.58,71.1500,1.26,0.5294,1.1765
85,50,100,0.21,2985,2192,793,73.43,50.00,-100.00,4.36,303.0000,1.38,0.5882,1.1765
85,50,100,0.23,2798,2059,739,73.59,50.00,-100.00,4.33,290.5000,1.39,0.5882,1.1765
85,50,100,0.25,2589,1894,695,73.16,50.00,-100.00,4.29,252.0000,1.36,0.5882,1.1765
85,50,100,0.27,2414,1749,665,72.45,50.00,-100.00,4.24,209.5000,1.32,0.5882,1.1765
85,50,100,0.29,2235,1619,616,72.44,50.00,-100.00,4.21,193.5000,1.31,0.5882,1.1765
85,50,100,0.31,2035,1473,562,72.38,50.00,-100.00,4.15,174.5000,1.31,0.5882,1.1765
85,50,100,0.33,1898,1362,536,71.76,50.00,-100.00,4.14,145.0000,1.27,0.5882,1.1765
85,50,100,0.35,1745,1247,498,71.46,50.00,-100.00,4.11,125.5000,1.25,0.5882,1.1765
85,50,100,0.37,1614,1148,466,71.13,50.00,-100.00,4.06,108.0000,1.23,0.5882,1.1765
85,50,100,0.39,1487,1064,423,71.55,50.00,-100.00,4.01,109.0000,1.26,0.5882,1.1765
85,50,100,0.41,1387,990,397,71.38,50.00,-100.00,3.98,98.0000,1.25,0.5882,1.1765
85,50,100,0.43,1277,910,367,71.26,50.00,-100.00,3.92,88.0000,1.24,0.5882,1.1765
85,50,100,0.45,1190,842,348,70.76,50.00,-100.00,3.90,73.0000,1.21,0.5882,1.1765
85,50,100,0.47,1096,782,314,71.35,50.00,-100.00,3.82,77.0000,1.25,0.5882,1.1765
85,50,100,0.49,1014,732,282,72.19,50.00,-100.00,3.78,84.0000,1.30,0.5882,1.1765
85,55,100,0.21,2872,2057,815,71.62,55.00,-100.00,4.57,316.3500,1.39,0.6471,1.1765
85,55,100,0.23,2693,1933,760,71.78,55.00,-100.00,4.53,303.1500,1.40,0.6471,1.1765
85,55,100,0.25,2496,1782,714,71.39,55.00,-100.00,4.49,266.1000,1.37,0.6471,1.1765
85,55,100,0.27,2329,1646,683,70.67,55.00,-100.00,4.46,222.3000,1.33,0.6471,1.1765
85,55,100,0.29,2161,1527,634,70.66,55.00,-100.00,4.42,205.8500,1.32,0.6471,1.1765
85,55,100,0.31,1970,1391,579,70.61,55.00,-100.00,4.35,186.0500,1.32,0.6471,1.1765
85,55,100,0.33,1841,1288,553,69.96,55.00,-100.00,4.34,155.4000,1.28,0.6471,1.1765
85,55,100,0.35,1695,1181,514,69.68,55.00,-100.00,4.32,135.5500,1.26,0.6471,1.1765
