杠杆,止盈%,止损%,K1涨跌幅%,总交易数,盈利次数,亏损次数,胜率%,平均盈利%,平均亏损%,平均持仓K线数,总盈亏USDT,盈亏比,价格止盈%,价格止损%
60,65,100,0.43,844,590,254,69.91,65.00,-100.00,5.18,129.5000,1.51,1.0833,1.6667
60,65,100,0.45,783,545,238,69.60,65.00,-100.00,5.15,116.2500,1.49,1.0833,1.6667
60,65,100,0.47,733,512,221,69.85,65.00,-100.00,5.10,111.8000,1.51,1.0833,1.6667
60,65,100,0.49,684,479,205,70.03,65.00,-100.00,5.05,106.3500,1.52,1.0833,1.6667
60,70,100,0.21,1605,1092,513,68.04,70.00,-100.00,5.61,251.4000,1.49,1.1667,1.6667
60,70,100,0.23,1518,1033,485,68.05,70.00,-100.00,5.59,238.1000,1.49,1.1667,1.6667
60,70,100,0.25,1422,962,460,67.65,70.00,-100.00,5.57,213.4000,1.46,1.1667,1.6667
60,70,100,0.27,1340,905,435,67.54,70.00,-100.00,5.51,198.5000,1.46,1.1667,1.6667
60,70,100,0.29,1260,856,404,67.94,70.00,-100.00,5.46,195.2000,1.48,1.1667,1.6667
60,70,100,0.31,1158,791,367,68.31,70.00,-100.00,5.40,186.7000,1.51,1.1667,1.6667
60,70,100,0.33,1091,741,350,67.92,70.00,-100.00,5.37,168.7000,1.48,1.1667,1.6667
60,70,100,0.35,1023,692,331,67.64,70.00,-100.00,5.33,153.4000,1.46,1.1667,1.6667
60,70,100,0.37,962,648,314,67.36,70.00,-100.00,5.29,139.6000,1.44,1.1667,1.6667
60,70,100,0.39,897,611,286,68.12,70.00,-100.00,5.25,141.7000,1.50,1.1667,1.6667
60,70,100,0.41,848,576,272,67.92,70.00,-100.00,5.26,131.2000,1.48,1.1667,1.6667
60,70,100,0.43,798,540,258,67.67,70.00,-100.00,5.29,120.0000,1.47,1.1667,1.6667
60,70,100,0.45,741,499,242,67.34,70.00,-100.00,5.28,107.3000,1.44,1.1667,1.6667
60,70,100,0.47,696,471,225,67.67,70.00,-100.00,5.25,104.7000,1.47,1.1667,1.6667
60,70,100,0.49,651,442,209,67.90,70.00,-100.00,5.20,100.4000,1.48,1.1667,1.6667
60,75,100,0.21,1509,989,520,65.54,75.00,-100.00,5.71,221.7500,1.43,1.2500,1.6667
60,75,100,0.23,1429,937,492,65.57,75.00,-100.00,5.68,210.7500,1.43,1.2500,1.6667
60,75,100,0.25,1335,869,466,65.09,75.00,-100.00,5.64,185.7500,1.40,1.2500,1.6667
60,75,100,0.27,1261,820,441,65.03,75.00,-100.00,5.59,174.0000,1.39,1.2500,1.6667
60,75,100,0.29,1189,779,410,65.52,75.00,-100.00,5.55,174.2500,1.43,1.2500,1.6667
60,75,100,0.31,1092,720,372,65.93,75.00,-100.00,5.48,168.0000,1.45,1.2500,1.6667
60,75,100,0.33,1030,675,355,65.53,75.00,-100.00,5.46,151.2500,1.43,1.2500,1.6667
60,75,100,0.35,970,634,336,65.36,75.00,-100.00,5.43,139.5000,1.42,1.2500,1.6667
60,75,100,0.37,913,594,319,65.06,75.00,-100.00,5.40,126.5000,1.40,1.2500,1.6667
60,75,100,0.39,855,564,291,65.96,75.00,-100.00,5.36,132.0000,1.45,1.2500,1.6667
60,75,100,0.41,809,532,277,65.76,75.00,-100.00,5.37,122.0000,1.44,1.2500,1.6667
60,75,100,0.43,764,501,263,65.58,75.00,-100.00,5.42,112.7500,1.43,1.2500,1.6667
60,75,100,0.45,709,462,247,65.16,75.00,-100.00,5.42,99.5000,1.40,1.2500,1.6667
60,75,100,0.47,664,435,229,65.51,75.00,-100.00,5.38,97.2500,1.42,1.2500,1.6667
60,75,100,0.49,620,407,213,65.65,75.00,-100.00,5.31,92.2500,1.43,1.2500,1.6667
60,80,100,0.21,1410,880,530,62.41,80.00,-100.00,5.83,174.0000,1.33,1.3333,1.6667
60,80,100,0.23,1336,833,503,62.35,80.00,-100.00,5.81,163.4000,1.32,1.3333,1.6667
60,80,100,0.25,1249,773,476,61.89,80.00,-100.00,5.78,142.4000,1.30,1.3333,1.6667
60,80,100,0.27,1180,730,450,61.86,80.00,-100.00,5.71,134.0000,1.30,1.3333,1.6667
60,80,100,0.29,1115,697,418,62.51,80.00,-100.00,5.66,139.6000,1.33,1.3333,1.6667
60,80,100,0.31,1029,649,380,63.07,80.00,-100.00,5.61,139.2000,1.37,1.3333,1.6667
60,80,100,0.33,976,614,362,62.91,80.00,-100.00,5.59,129.2000,1.36,1.3333,1.6667
60,80,100,0.35,923,580,343,62.84,80.00,-100.00,5.57,121.0000,1.35,1.3333,1.6667
60,80,100,0.37,869,544,325,62.60,80.00,-100.00,5.54,110.2000,1.34,1.3333,1.6667
60,80,100,0.39,814,517,297,63.51,80.00,-100.00,5.49,116.6000,1.39,1.3333,1.6667
60,80,100,0.41,770,487,283,63.25,80.00,-100.00,5.52,106.6000,1.38,1.3333,1.6667
60,80,100,0.43,725,456,269,62.90,80.00,-100.00,5.56,95.8000,1.36,1.3333,1.6667
60,80,100,0.45,673,420,253,62.41,80.00,-100.00,5.57,83.0000,1.33,1.3333,1.6667
60,80,100,0.47,631,397,234,62.92,80.00,-100.00,5.52,83.6000,1.36,1.3333,1.6667
60,80,100,0.49,589,371,218,62.99,80.00,-100.00,5.44,78.8000,1.36,1.3333,1.6667
60,85,100,0.21,1332,800,532,60.06,85.00,-100.00,5.92,148.0000,1.28,1.4167,1.6667
60,85,100,0.23,1258,753,505,59.86,85.00,-100.00,5.90,135.0500,1.27,1.4167,1.6667
60,85,100,0.25,1182,704,478,59.56,85.00,-100.00,5.87,120.4000,1.25,1.4167,1.6667
60,85,100,0.27,1116,664,452,59.50,85.00,-100.00,5.80,112.4000,1.25,1.4167,1.6667
60,85,100,0.29,1056,636,420,60.23,85.00,-100.00,5.75,120.6000,1.29,1.4167,1.6667
60,85,100,0.31,976,594,382,60.86,85.00,-100.00,5.70,122.9000,1.32,1.4167,1.6667
60,85,100,0.33,925,561,364,60.65,85.00,-100.00,5.67,112.8500,1.31,1.4167,1.6667
60,85,100,0.35,875,531,344,60.69,85.00,-100.00,5.66,107.3500,1.31,1.4167,1.6667
60,85,100,0.37,826,500,326,60.53,85.00,-100.00,5.63,99.0000,1.30,1.4167,1.6667
60,85,100,0.39,773,475,298,61.45,85.00,-100.00,5.59,105.7500,1.35,1.4167,1.6667
60,85,100,0.41,731,447,284,61.15,85.00,-100.00,5.61,95.9500,1.34,1.4167,1.6667
60,85,100,0.43,688,418,270,60.76,85.00,-100.00,5.65,85.3000,1.32,1.4167,1.6667
60,85,100,0.45,639,385,254,60.25,85.00,-100.00,5.66,73.2500,1.29,1.4167,1.6667
60,85,100,0.47,597,362,235,60.64,85.00,-100.00,5.60,72.7000,1.31,1.4167,1.6667
60,85,100,0.49,562,343,219,61.03,85.00,-100.00,5.53,72.5500,1.33,1.4167,1.6667
60,90,100,0.21,1251,718,533,57.39,90.00,-100.00,6.01,113.2000,1.21,1.5000,1.6667
60,90,100,0.23,1185,679,506,57.30,90.00,-100.00,5.98,105.1000,1.21,1.5000,1.6667
60,90,100,0.25,1113,634,479,56.96,90.00,-100.00,5.95,91.6000,1.19,1.5000,1.6667
60,90,100,0.27,1050,597,453,56.86,90.00,-100.00,5.88,84.3000,1.19,1.5000,1.6667
60,90,100,0.29,996,575,421,57.73,90.00,-100.00,5.84,96.5000,1.23,1.5000,1.6667
60,90,100,0.31,924,541,383,58.55,90.00,-100.00,5.79,103.9000,1.27,1.5000,1.6667
60,90,100,0.33,880,515,365,58.52,90.00,-100.00,5.78,98.5000,1.27,1.5000,1.6667
60,90,100,0.35,833,488,345,58.58,90.00,-100.00,5.75,94.2000,1.27,1.5000,1.6667
60,90,100,0.37,788,461,327,58.50,90.00,-100.00,5.72,87.9000,1.27,1.5000,1.6667
60,90,100,0.39,739,440,299,59.54,90.00,-100.00,5.68,97.0000,1.32,1.5000,1.6667
60,90,100,0.41,699,414,285,59.23,90.00,-100.00,5.71,87.6000,1.31,1.5000,1.6667
60,90,100,0.43,657,386,271,58.75,90.00,-100.00,5.74,76.4000,1.28,1.5000,1.6667
60,90,100,0.45,611,356,255,58.27,90.00,-100.00,5.73,65.4000,1.26,1.5000,1.6667
60,90,100,0.47,570,334,236,58.60,90.00,-100.00,5.67,64.6000,1.27,1.5000,1.6667
60,90,100,0.49,537,317,220,59.03,90.00,-100.00,5.61,65.3000,1.30,1.5000,1.6667
60,95,100,0.21,1185,649,536,54.77,95.00,-100.00,6.06,80.5500,1.15,1.5833,1.6667
60,95,100,0.23,1125,617,508,54.84,95.00,-100.00,6.05,78.1500,1.15,1.5833,1.6667
60,95,100,0.25,1061,580,481,54.67,95.00,-100.00,6.02,70.0000,1.15,1.5833,1.6667
60,95,100,0.27,998,543,455,54.41,95.00,-100.00,5.94,60.8500,1.13,1.5833,1.6667
60,95,100,0.29,947,524,423,55.33,95.00,-100.00,5.90,74.8000,1.18,1.5833,1.6667
60,95,100,0.31,879,494,385,56.20,95.00,-100.00,5.86,84.3000,1.22,1.5833,1.6667
60,95,100,0.33,838,471,367,56.21,95.00,-100.00,5.85,80.4500,1.22,1.5833,1.6667
60,95,100,0.35,794,447,347,56.30,95.00,-100.00,5.83,77.6500,1.22,1.5833,1.6667
60,95,100,0.37,749,420,329,56.07,95.00,-100.00,5.80,70.0000,1.21,1.5833,1.6667
60,95,100,0.39,701,400,301,57.06,95.00,-100.00,5.75,79.0000,1.26,1.5833,1.6667
60,95,100,0.41,663,376,287,56.71,95.00,-100.00,5.79,70.2000,1.24,1.5833,1.6667
60,95,100,0.43,623,350,273,56.18,95.00,-100.00,5.83,59.5000,1.22,1.5833,1.6667
60,95,100,0.45,582,325,257,55.84,95.00,-100.00,5.82,51.7500,1.20,1.5833,1.6667
60,95,100,0.47,543,305,238,56.17,95.00,-100.00,5.76,51.7500,1.22,1.5833,1.6667
60,95,100,0.49,512,290,222,56.64,95.00,-100.00,5.71,53.5000,1.24,1.5833,1.6667
60,100,100,0.21,1122,585,537,52.14,100.00,-100.00,6.11,48.0000,1.09,1.6667,1.6667
60,100,100,0.23,1064,555,509,52.16,100.00,-100.00,6.09,46.0000,1.09,1.6667,1.6667
60,100,100,0.25,1002,520,482,51.90,100.00,-100.00,6.06,38.0000,1.08,1.6667,1.6667
60,100,100,0.27,943,487,456,51.64,100.00,-100.00,5.99,31.0000,1.07,1.6667,1.6667
60,100,100,0.29,895,471,424,52.63,100.00,-100.00,5.95,47.0000,1.11,1.6667,1.6667
60,100,100,0.31,833,447,386,53.66,100.00,-100.00,5.90,61.0000,1.16,1.6667,1.6667
60,100,100,0.33,794,426,368,53.65,100.00,-100.00,5.90,58.0000,1.16,1.6667,1.6667
60,100,100,0.35,753,405,348,53.78,100.00,-100.00,5.89,57.0000,1.16,1.6667,1.6667
60,100,100,0.37,710,380,330,53.52,100.00,-100.00,5.86,50.0000,1.15,1.6667,1.6667
60,100,100,0.39,664,362,302,54.52,100.00,-100.00,5.82,60.0000,1.20,1.6667,1.6667
60,100,100,0.41,631,343,288,54.36,100.00,-100.00,5.85,55.0000,1.19,1.6667,1.6667
60,100,100,0.43,595,321,274,53.95,100.00,-100.00,5.88,47.0000,1.17,1.6667,1.6667
60,100,100,0.45,558,300,258,53.76,100.00,-100.00,5.88,42.0000,1.16,1.6667,1.6667
60,100,100,0.47,521,282,239,54.13,100.00,-100.00,5.83,43.0000,1.18,1.6667,1.6667
60,100,100,0.49,491,268,223,54.58,100.00,-100.00,5.77,45.0000,1.20,1.6667,1.6667
65,40,100,0.21,2679,2159,520,80.59,40.00,-100.00,4.47,343.6000,1.66,0.6154,1.5385
65,40,100,0.23,2521,2032,489,80.60,40.00,-100.00,4.46,323.8000,1.66,0.6154,1.5385
65,40,100,0.25,2334,1875,459,80.33,40.00,-100.00,4.42,291.0000,1.63,0.6154,1.5385
65,40,100,0.27,2168,1732,436,79.89,40.00,-100.00,4.37,256.8000,1.59,0.6154,1.5385
65,40,100,0.29,2006,1605,401,80.01,40.00,-100.00,4.34,241.0000,1.60,0.6154,1.5385
65,40,100,0.31,1825,1461,364,80.05,40.00,-100.00,4.26,220.4000,1.61,0.6154,1.5385
65,40,100,0.33,1699,1349,350,79.40,40.00,-100.00,4.26,189.6000,1.54,0.6154,1.5385
65,40,100,0.35,1570,1239,331,78.92,40.00,-100.00,4.25,164.6000,1.50,0.6154,1.5385
65,40,100,0.37,1455,1143,312,78.56,40.00,-100.00,4.20,145.2000,1.47,0.6154,1.5385
65,40,100,0.39,1341,1058,283,78.90,40.00,-100.00,4.15,140.2000,1.50,0.6154,1.5385
65,40,100,0.41,1253,984,269,78.53,40.00,-100.00,4.14,124.6000,1.46,0.6154,1.5385
65,40,100,0.43,1162,908,254,78.14,40.00,-100.00,4.12,109.2000,1.43,0.6154,1.5385
65,40,100,0.45,1082,840,242,77.63,40.00,-100.00,4.11,94.0000,1.39,0.6154,1.5385
65,40,100,0.47,1001,780,221,77.92,40.00,-100.00,4.04,91.0000,1.41,0.6154,1.5385
65,40,100,0.49,930,727,203,78.17,40.00,-100.00,3.98,87.8000,1.43,0.6154,1.5385
65,45,100,0.21,2508,1974,534,78.71,45.00,-100.00,4.72,354.3000,1.66,0.6923,1.5385
65,45,100,0.23,2362,1859,503,78.70,45.00,-100.00,4.71,333.5500,1.66,0.6923,1.5385
65,45,100,0.25,2190,1719,471,78.49,45.00,-100.00,4.67,302.5500,1.64,0.6923,1.5385
65,45,100,0.27,2043,1596,447,78.12,45.00,-100.00,4.65,271.2000,1.61,0.6923,1.5385
65,45,100,0.29,1894,1483,411,78.30,45.00,-100.00,4.59,256.3500,1.62,0.6923,1.5385
65,45,100,0.31,1722,1350,372,78.40,45.00,-100.00,4.51,235.5000,1.63,0.6923,1.5385
65,45,100,0.33,1614,1257,357,77.88,45.00,-100.00,4.50,208.6500,1.58,0.6923,1.5385
65,45,100,0.35,1491,1153,338,77.33,45.00,-100.00,4.48,180.8500,1.54,0.6923,1.5385
65,45,100,0.37,1384,1065,319,76.95,45.00,-100.00,4.43,160.2500,1.50,0.6923,1.5385
65,45,100,0.39,1278,988,290,77.31,45.00,-100.00,4.40,154.6000,1.53,0.6923,1.5385
65,45,100,0.41,1200,924,276,77.00,45.00,-100.00,4.39,139.8000,1.51,0.6923,1.5385
65,45,100,0.43,1116,855,261,76.61,45.00,-100.00,4.37,123.7500,1.47,0.6923,1.5385
65,45,100,0.45,1038,789,249,76.01,45.00,-100.00,4.35,106.0500,1.43,0.6923,1.5385
65,45,100,0.47,961,733,228,76.27,45.00,-100.00,4.29,101.8500,1.45,0.6923,1.5385
65,45,100,0.49,896,686,210,76.56,45.00,-100.00,4.23,98.7000,1.47,0.6923,1.5385
65,50,100,0.21,2335,1781,554,76.27,50.00,-100.00,4.95,336.5000,1.61,0.7692,1.5385
65,50,100,0.23,2206,1683,523,76.29,50.00,-100.00,4.94,318.5000,1.61,0.7692,1.5385
65,50,100,0.25,2046,1556,490,76.05,50.00,-100.00,4.91,288.0000,1.59,0.7692,1.5385
65,50,100,0.27,1910,1448,462,75.81,50.00,-100.00,4.87,262.0000,1.57,0.7692,1.5385
65,50,100,0.29,1773,1347,426,75.97,50.00,-100.00,4.81,247.5000,1.58,0.7692,1.5385
65,50,100,0.31,1616,1229,387,76.05,50.00,-100.00,4.74,227.5000,1.59,0.7692,1.5385
65,50,100,0.33,1521,1150,371,75.61,50.00,-100.00,4.73,204.0000,1.55,0.7692,1.5385
65,50,100,0.35,1414,1062,352,75.11,50.00,-100.00,4.71,179.0000,1.51,0.7692,1.5385
65,50,100,0.37,1313,980,333,74.64,50.00,-100.00,4.66,157.0000,1.47,0.7692,1.5385
65,50,100,0.39,1214,910,304,74.96,50.00,-100.00,4.64,151.0000,1.50,0.7692,1.5385
65,50,100,0.41,1141,851,290,74.58,50.00,-100.00,4.62,135.5000,1.47,0.7692,1.5385
65,50,100,0.43,1068,793,275,74.25,50.00,-100.00,4.61,121.5000,1.44,0.7692,1.5385
65,50,100,0.45,993,731,262,73.62,50.00,-100.00,4.60,103.5000,1.40,0.7692,1.5385
65,50,100,0.47,923,683,240,74.00,50.00,-100.00,4.53,101.5000,1.42,0.7692,1.5385
65,50,100,0.49,862,640,222,74.25,50.00,-100.00,4.49,98.0000,1.44,0.7692,1.5385
65,55,100,0.21,2186,1621,565,74.15,55.00,-100.00,5.11,326.5500,1.58,0.8462,1.5385
65,55,100,0.23,2066,1532,534,74.15,55.00,-100.00,5.10,308.6000,1.58,0.8462,1.5385
65,55,100,0.25,1915,1413,502,73.79,55.00,-100.00,5.05,275.1500,1.55,0.8462,1.5385
65,55,100,0.27,1794,1320,474,73.58,55.00,-100.00,5.01,252.0000,1.53,0.8462,1.5385
65,55,100,0.29,1673,1235,438,73.82,55.00,-100.00,4.96,241.2500,1.55,0.8462,1.5385
65,55,100,0.31,1528,1129,399,73.89,55.00,-100.00,4.91,221.9500,1.56,0.8462,1.5385
65,55,100,0.33,1438,1055,383,73.37,55.00,-100.00,4.89,197.2500,1.52,0.8462,1.5385
65,55,100,0.35,1338,974,364,72.80,55.00,-100.00,4.87,171.7000,1.47,0.8462,1.5385
65,55,100,0.37,1247,902,345,72.33,55.00,-100.00,4.83,151.1000,1.44,0.8462,1.5385
65,55,100,0.39,1157,842,315,72.77,55.00,-100.00,4.82,148.1000,1.47,0.8462,1.5385
65,55,100,0.41,1089,788,301,72.36,55.00,-100.00,4.80,132.4000,1.44,0.8462,1.5385
65,55,100,0.43,1023,738,285,72.14,55.00,-100.00,4.82,120.9000,1.42,0.8462,1.5385
65,55,100,0.45,951,681,270,71.61,55.00,-100.00,4.79,104.5500,1.39,0.8462,1.5385
65,55,100,0.47,887,639,248,72.04,55.00,-100.00,4.74,103.4500,1.42,0.8462,1.5385
65,55,100,0.49,827,597,230,72.19,55.00,-100.00,4.70,98.3500,1.43,0.8462,1.5385
65,60,100,0.21,2047,1474,573,72.01,60.00,-100.00,5.25,311.4000,1.54,0.9231,1.5385
65,60,100,0.23,1936,1394,542,72.00,60.00,-100.00,5.23,294.4000,1.54,0.9231,1.5385
65,60,100,0.25,1804,1294,510,71.73,60.00,-100.00,5.20,266.4000,1.52,0.9231,1.5385
65,60,100,0.27,1692,1210,482,71.51,60.00,-100.00,5.16,244.0000,1.51,0.9231,1.5385
65,60,100,0.29,1578,1132,446,71.74,60.00,-100.00,5.11,233.2000,1.52,0.9231,1.5385
65,60,100,0.31,1444,1039,405,71.95,60.00,-100.00,5.05,218.4000,1.54,0.9231,1.5385
65,60,100,0.33,1359,970,389,71.38,60.00,-100.00,5.03,193.0000,1.50,0.9231,1.5385
65,60,100,0.35,1267,898,369,70.88,60.00,-100.00,5.01,169.8000,1.46,0.9231,1.5385
65,60,100,0.37,1184,834,350,70.44,60.00,-100.00,4.97,150.4000,1.43,0.9231,1.5385
65,60,100,0.39,1099,779,320,70.88,60.00,-100.00,4.94,147.4000,1.46,0.9231,1.5385
65,60,100,0.41,1036,731,305,70.56,60.00,-100.00,4.93,133.6000,1.44,0.9231,1.5385
65,60,100,0.43,974,685,289,70.33,60.00,-100.00,4.95,122.0000,1.42,0.9231,1.5385
65,60,100,0.45,907,633,274,69.79,60.00,-100.00,4.93,105.8000,1.39,0.9231,1.5385
65,60,100,0.47,845,594,251,70.30,60.00,-100.00,4.87,105.4000,1.42,0.9231,1.5385
65,60,100,0.49,788,555,233,70.43,60.00,-100.00,4.85,100.0000,1.43,0.9231,1.5385
65,65,100,0.21,1932,1354,578,70.08,65.00,-100.00,5.40,302.1000,1.52,1.0000,1.5385
65,65,100,0.23,1824,1277,547,70.01,65.00,-100.00,5.38,283.0500,1.52,1.0000,1.5385
65,65,100,0.25,1697,1183,514,69.71,65.00,-100.00,5.35,254.9500,1.50,1.0000,1.5385
65,65,100,0.27,1597,1111,486,69.57,65.00,-100.00,5.30,236.1500,1.49,1.0000,1.5385
65,65,100,0.29,1494,1044,450,69.88,65.00,-100.00,5.26,228.6000,1.51,1.0000,1.5385
65,65,100,0.31,1367,960,407,70.23,65.00,-100.00,5.18,217.0000,1.53,1.0000,1.5385
65,65,100,0.33,1289,898,391,69.67,65.00,-100.00,5.18,192.7000,1.49,1.0000,1.5385
65,65,100,0.35,1205,834,371,69.21,65.00,-100.00,5.16,171.1000,1.46,1.0000,1.5385
65,65,100,0.37,1127,775,352,68.77,65.00,-100.00,5.11,151.7500,1.43,1.0000,1.5385
65,65,100,0.39,1049,727,322,69.30,65.00,-100.00,5.09,150.5500,1.47,1.0000,1.5385
65,65,100,0.41,987,680,307,68.90,65.00,-100.00,5.06,135.0000,1.44,1.0000,1.5385
65,65,100,0.43,930,638,292,68.60,65.00,-100.00,5.09,122.7000,1.42,1.0000,1.5385
65,65,100,0.45,869,592,277,68.12,65.00,-100.00,5.07,107.8000,1.39,1.0000,1.5385
65,65,100,0.47,810,556,254,68.64,65.00,-100.00,5.02,107.4000,1.42,1.0000,1.5385
65,65,100,0.49,755,519,236,68.74,65.00,-100.00,4.99,101.3500,1.43,1.0000,1.5385
65,70,100,0.21,1809,1226,583,67.77,70.00,-100.00,5.49,275.2000,1.47,1.0769,1.5385
65,70,100,0.23,1704,1152,552,67.61,70.00,-100.00,5.47,254.4000,1.46,1.0769,1.5385
65,70,100,0.25,1592,1073,519,67.40,70.00,-100.00,5.44,232.1000,1.45,1.0769,1.5385
65,70,100,0.27,1505,1014,491,67.38,70.00,-100.00,5.39,218.8000,1.45,1.0769,1.5385
65,70,100,0.29,1410,955,455,67.73,70.00,-100.00,5.35,213.5000,1.47,1.0769,1.5385
65,70,100,0.31,1291,879,412,68.09,70.00,-100.00,5.27,203.3000,1.49,1.0769,1.5385
65,70,100,0.33,1221,826,395,67.65,70.00,-100.00,5.26,183.2000,1.46,1.0769,1.5385
65,70,100,0.35,1144,769,375,67.22,70.00,-100.00,5.24,163.3000,1.44,1.0769,1.5385
65,70,100,0.37,1074,718,356,66.85,70.00,-100.00,5.20,146.6000,1.41,1.0769,1.5385
65,70,100,0.39,997,671,326,67.30,70.00,-100.00,5.17,143.7000,1.44,1.0769,1.5385
65,70,100,0.41,939,628,311,66.88,70.00,-100.00,5.15,128.6000,1.41,1.0769,1.5385
65,70,100,0.43,883,587,296,66.48,70.00,-100.00,5.18,114.9000,1.39,1.0769,1.5385
65,70,100,0.45,823,542,281,65.86,70.00,-100.00,5.16,98.4000,1.35,1.0769,1.5385
65,70,100,0.47,767,509,258,66.36,70.00,-100.00,5.10,98.3000,1.38,1.0769,1.5385
65,70,100,0.49,716,476,240,66.48,70.00,-100.00,5.05,93.2000,1.39,1.0769,1.5385
65,75,100,0.21,1698,1111,587,65.43,75.00,-100.00,5.58,246.2500,1.42,1.1538,1.5385
65,75,100,0.23,1604,1049,555,65.40,75.00,-100.00,5.55,231.7500,1.42,1.1538,1.5385
65,75,100,0.25,1498,976,522,65.15,75.00,-100.00,5.52,210.0000,1.40,1.1538,1.5385
65,75,100,0.27,1413,919,494,65.04,75.00,-100.00,5.47,195.2500,1.40,1.1538,1.5385
65,75,100,0.29,1328,870,458,65.51,75.00,-100.00,5.43,194.5000,1.42,1.1538,1.5385
65,75,100,0.31,1220,805,415,65.98,75.00,-100.00,5.35,188.7500,1.45,1.1538,1.5385
65,75,100,0.33,1151,753,398,65.42,75.00,-100.00,5.33,166.7500,1.42,1.1538,1.5385
65,75,100,0.35,1081,703,378,65.03,75.00,-100.00,5.30,149.2500,1.39,1.1538,1.5385
65,75,100,0.37,1018,659,359,64.73,75.00,-100.00,5.27,135.2500,1.38,1.1538,1.5385
65,75,100,0.39,948,619,329,65.30,75.00,-100.00,5.22,135.2500,1.41,1.1538,1.5385
65,75,100,0.41,896,582,314,64.96,75.00,-100.00,5.23,122.5000,1.39,1.1538,1.5385
65,75,100,0.43,843,544,299,64.53,75.00,-100.00,5.26,109.0000,1.36,1.1538,1.5385
65,75,100,0.45,787,503,284,63.91,75.00,-100.00,5.25,93.2500,1.33,1.1538,1.5385
65,75,100,0.47,734,473,261,64.44,75.00,-100.00,5.20,93.7500,1.36,1.1538,1.5385
65,75,100,0.49,687,444,243,64.63,75.00,-100.00,5.16,90.0000,1.37,1.1538,1.5385
65,80,100,0.21,1606,1011,595,62.95,80.00,-100.00,5.67,213.8000,1.36,1.2308,1.5385
65,80,100,0.23,1519,956,563,62.94,80.00,-100.00,5.65,201.8000,1.36,1.2308,1.5385
65,80,100,0.25,1417,888,529,62.67,80.00,-100.00,5.61,181.4000,1.34,1.2308,1.5385
65,80,100,0.27,1337,836,501,62.53,80.00,-100.00,5.56,167.8000,1.33,1.2308,1.5385
65,80,100,0.29,1259,794,465,63.07,80.00,-100.00,5.52,170.2000,1.37,1.2308,1.5385
65,80,100,0.31,1154,733,421,63.52,80.00,-100.00,5.43,165.4000,1.39,1.2308,1.5385
65,80,100,0.33,1091,687,404,62.97,80.00,-100.00,5.41,145.6000,1.36,1.2308,1.5385
65,80,100,0.35,1026,642,384,62.57,80.00,-100.00,5.39,129.6000,1.34,1.2308,1.5385
65,80,100,0.37,965,600,365,62.18,80.00,-100.00,5.36,115.0000,1.32,1.2308,1.5385
65,80,100,0.39,903,568,335,62.90,80.00,-100.00,5.33,119.4000,1.36,1.2308,1.5385
65,80,100,0.41,855,535,320,62.57,80.00,-100.00,5.34,108.0000,1.34,1.2308,1.5385
65,80,100,0.43,808,503,305,62.25,80.00,-100.00,5.37,97.4000,1.32,1.2308,1.5385
65,80,100,0.45,754,464,290,61.54,80.00,-100.00,5.38,81.2000,1.28,1.2308,1.5385
65,80,100,0.47,703,437,266,62.16,80.00,-100.00,5.32,83.6000,1.31,1.2308,1.5385
65,80,100,0.49,657,409,248,62.25,80.00,-100.00,5.27,79.2000,1.32,1.2308,1.5385
65,85,100,0.21,1511,906,605,59.96,85.00,-100.00,5.77,165.1000,1.27,1.3077,1.5385
65,85,100,0.23,1429,855,574,59.83,85.00,-100.00,5.74,152.7500,1.27,1.3077,1.5385
65,85,100,0.25,1333,794,539,59.56,85.00,-100.00,5.71,135.9000,1.25,1.3077,1.5385
65,85,100,0.27,1262,751,511,59.51,85.00,-100.00,5.66,127.3500,1.25,1.3077,1.5385
65,85,100,0.29,1191,717,474,60.20,85.00,-100.00,5.62,135.4500,1.29,1.3077,1.5385
65,85,100,0.31,1095,665,430,60.73,85.00,-100.00,5.55,135.2500,1.31,1.3077,1.5385
65,85,100,0.33,1040,628,412,60.38,85.00,-100.00,5.54,121.8000,1.30,1.3077,1.5385
65,85,100,0.35,985,593,392,60.20,85.00,-100.00,5.53,112.0500,1.29,1.3077,1.5385
65,85,100,0.37,926,554,372,59.83,85.00,-100.00,5.50,98.9000,1.27,1.3077,1.5385
65,85,100,0.39,867,525,342,60.55,85.00,-100.00,5.46,104.2500,1.30,1.3077,1.5385
65,85,100,0.41,820,493,327,60.12,85.00,-100.00,5.47,92.0500,1.28,1.3077,1.5385
65,85,100,0.43,774,462,312,59.69,85.00,-100.00,5.52,80.7000,1.26,1.3077,1.5385
65,85,100,0.45,722,426,296,59.00,85.00,-100.00,5.54,66.1000,1.22,1.3077,1.5385
65,85,100,0.47,673,402,271,59.73,85.00,-100.00,5.48,70.7000,1.26,1.3077,1.5385
65,85,100,0.49,628,375,253,59.71,85.00,-100.00,5.41,65.7500,1.26,1.3077,1.5385
65,90,100,0.21,1443,834,609,57.80,90.00,-100.00,5.87,141.6000,1.23,1.3846,1.5385
65,90,100,0.23,1365,787,578,57.66,90.00,-100.00,5.84,130.3000,1.23,1.3846,1.5385
65,90,100,0.25,1277,734,543,57.48,90.00,-100.00,5.82,117.6000,1.22,1.3846,1.5385
65,90,100,0.27,1206,692,514,57.38,90.00,-100.00,5.76,108.8000,1.21,1.3846,1.5385
