交易序号,策略类型,方向,入场时间,入场价格,出场时间,出场价格,持仓K线数,持仓分钟,价格变动%,合约收益%,本次盈亏USDT,累计盈亏USDT,出场原因,跟踪止损,弱势收紧,仓位大小,K1开,K1高,K1低,K1收,K2开,K2高,K2低,K2收
729,rule1,做多,2025-08-01 00:15,3690.52,2025-08-01 22:30,3455.30,90,1350,6.374,-892.31,-35.6925,471.6612,跟踪止损,是,是,4.0,3698.39,3698.89,3658.62,3658.96,3658.97,3699.28,3658.18,3690.52
730,rule1,做多,2025-08-01 00:45,3682.10,2025-08-01 22:30,3455.30,88,1320,6.160,-862.34,-34.4935,437.1677,跟踪止损,是,是,4.0,3690.51,3692.25,3669.25,3669.26,3669.25,3687.37,3616.66,3682.10
731,rule1,做多,2025-08-01 05:15,3678.91,2025-08-01 22:30,3455.30,70,1050,6.078,-850.95,-8.5095,428.6582,跟踪止损,是,是,1.0,3682.08,3693.31,3677.22,3690.78,3690.79,3690.79,3671.64,3678.91
732,rule1,做多,2025-08-01 06:45,3662.69,2025-08-01 22:30,3436.91,64,960,6.164,-863.00,-8.6300,420.0283,跟踪止损,是,是,1.0,3657.53,3664.35,3643.38,3647.02,3647.02,3667.67,3641.17,3662.69
733,rule1,做多,2025-08-02 10:00,3482.61,2025-08-04 01:00,3556.49,157,2355,2.121,297.00,2.9700,422.9983,止盈,是,是,1.0,3482.94,3495.60,3482.59,3492.22,3492.22,3493.87,3479.03,3482.61
734,rule1,做多,2025-08-02 09:00,3501.02,2025-08-04 03:00,3575.29,169,2535,2.121,297.00,2.9700,425.9683,止盈,是,是,1.0,3499.47,3506.70,3488.17,3491.43,3491.42,3504.01,3487.04,3501.02
735,rule1,做多,2025-08-02 04:15,3527.30,2025-08-04 13:30,3602.13,230,3450,2.121,297.00,2.9700,428.9383,止盈,是,是,1.0,3528.79,3529.89,3520.71,3521.30,3521.30,3527.30,3513.34,3527.30
736,rule1,做多,2025-08-02 05:15,3528.72,2025-08-04 13:30,3603.58,226,3390,2.121,297.00,4.7520,433.6903,止盈,是,是,1.6,3533.69,3537.69,3520.88,3521.97,3521.97,3528.75,3518.89,3528.72
737,rule1,做空,2025-08-05 11:15,3683.51,2025-08-05 14:15,3596.68,13,195,2.357,330.00,3.3000,436.9903,止盈,否,否,1.0,3682.56,3685.32,3668.49,3671.62,3671.63,3686.30,3670.68,3683.51
738,rule1,做多,2025-08-05 14:45,3577.85,2025-08-06 05:30,3653.75,60,900,2.121,297.00,2.9700,439.9603,止盈,是,是,1.0,3580.81,3586.82,3565.35,3571.00,3571.01,3580.00,3559.82,3577.85
739,rule1,做多,2025-08-05 15:15,3571.38,2025-08-06 05:30,3647.14,58,870,2.121,297.00,4.7520,444.7123,止盈,是,是,1.6,3577.85,3598.21,3570.42,3592.51,3592.50,3596.45,3564.30,3571.38
740,rule1,做多,2025-08-06 08:45,3622.15,2025-08-07 01:15,3698.99,67,1005,2.121,297.00,4.7520,449.4643,止盈,是,是,1.6,3623.77,3625.57,3612.01,3612.78,3612.77,3623.12,3607.54,3622.15
741,rule1,做多,2025-08-06 11:00,3620.99,2025-08-07 01:15,3697.81,58,870,2.121,297.00,2.9700,452.4343,止盈,是,否,1.0,3625.06,3626.07,3611.54,3616.30,3616.30,3621.38,3609.93,3620.99
742,rule1,做多,2025-08-04 21:45,3710.02,2025-08-07 10:00,3788.73,242,3630,2.121,297.00,2.9700,455.4043,止盈,是,是,1.0,3713.45,3726.45,3707.48,3722.50,3722.50,3723.72,3705.50,3710.02
743,rule1,做空,2025-08-05 18:00,3598.71,2025-08-07 10:00,3778.04,161,2415,4.983,-697.65,-6.9765,448.4278,跟踪止损,是,是,1.0,3597.57,3609.08,3593.01,3605.53,3605.53,3612.26,3598.71,3598.71
744,rule1,做多,2025-08-07 06:30,3695.23,2025-08-07 10:00,3782.33,15,225,2.357,330.00,5.2800,453.7078,止盈,否,否,1.6,3701.98,3701.99,3687.95,3688.04,3688.04,3695.99,3687.33,3695.23
745,rule1,做多,2025-08-07 11:00,3811.25,2025-08-07 22:45,3892.10,48,720,2.121,297.00,2.9700,456.6778,止盈,是,是,1.0,3812.15,3826.50,3808.74,3821.48,3821.47,3823.84,3806.82,3811.25
746,rule1,做空,2025-08-07 01:30,3691.48,2025-08-08 03:15,3937.93,104,1560,6.676,-934.67,-37.3869,419.2909,跟踪止损,是,是,4.0,3678.83,3712.13,3674.09,3706.59,3706.59,3716.61,3690.38,3691.48
747,rule1,做多,2025-08-08 01:00,3914.21,2025-08-08 13:45,3997.25,52,780,2.121,297.00,11.8800,431.1709,止盈,是,是,4.0,3921.73,3929.74,3898.98,3900.16,3900.15,3918.00,3889.27,3914.21
748,rule1,做多,2025-08-08 08:45,3898.46,2025-08-08 13:45,3990.35,21,315,2.357,330.00,5.2800,436.4509,止盈,否,否,1.6,3905.06,3905.23,3887.06,3891.25,3891.25,3899.47,3885.29,3898.46
749,rule1,做空,2025-08-07 10:45,3821.48,2025-08-08 18:00,4036.84,126,1890,5.636,-788.97,-12.6236,423.8273,跟踪止损,是,是,1.6,3799.44,3824.06,3796.50,3812.15,3812.15,3826.50,3808.74,3821.48
750,rule1,做空,2025-08-07 11:15,3821.20,2025-08-08 18:00,4042.98,124,1860,5.804,-812.54,-8.1254,415.7019,跟踪止损,是,是,1.0,3821.47,3823.84,3806.82,3811.25,3811.25,3824.00,3807.94,3821.20
751,rule1,做多,2025-08-09 06:30,4156.73,2025-08-09 18:45,4244.91,50,750,2.121,297.00,4.7520,420.4539,止盈,是,是,1.6,4161.84,4181.36,4155.00,4175.81,4175.81,4175.92,4151.62,4156.73
752,rule1,做空,2025-08-08 19:00,4048.88,2025-08-09 19:45,4266.65,100,1500,5.378,-752.99,-7.5299,412.9240,跟踪止损,是,是,1.0,4045.56,4056.73,4034.30,4056.72,4056.73,4065.86,4042.28,4048.88
753,rule1,做空,2025-08-08 20:00,4051.49,2025-08-09 20:00,4276.44,97,1455,5.552,-777.33,-12.4373,400.4867,跟踪止损,是,是,1.6,4044.70,4063.38,4042.89,4060.99,4060.98,4071.00,4049.76,4051.49
754,rule1,做多,2025-08-09 08:45,4189.89,2025-08-09 20:00,4278.78,46,690,2.121,297.00,2.9700,403.4567,止盈,是,是,1.0,4188.00,4202.19,4180.63,4199.54,4199.55,4199.55,4166.22,4189.89
755,rule1,做多,2025-08-10 15:15,4218.17,2025-08-11 01:30,4307.66,42,630,2.121,297.00,2.9700,406.4267,止盈,是,是,1.0,4219.37,4230.52,4212.02,4230.51,4230.51,4237.43,4211.19,4218.17
756,rule1,做多,2025-08-11 20:00,4239.53,2025-08-12 08:30,4329.47,51,765,2.121,297.00,11.8800,418.3067,止盈,是,否,4.0,4280.40,4282.58,4233.99,4259.39,4259.38,4259.38,4232.20,4239.53
757,rule1,做多,2025-08-11 18:45,4295.20,2025-08-12 12:30,4386.32,72,1080,2.121,297.00,4.7520,423.0587,止盈,是,是,1.6,4292.28,4308.24,4278.63,4279.13,4279.13,4306.62,4275.01,4295.20
758,rule1,做空,2025-08-10 20:30,4227.93,2025-08-12 12:45,4416.78,162,2430,4.467,-625.33,-10.0053,413.0535,跟踪止损,是,是,1.6,4232.10,4233.84,4207.40,4213.98,4213.98,4234.00,4213.46,4227.93
759,rule1,做空,2025-08-10 23:00,4239.53,2025-08-12 12:45,4416.78,152,2280,4.181,-585.31,-9.3650,403.6885,跟踪止损,是,是,1.6,4235.71,4250.63,4226.16,4250.63,4250.63,4253.00,4239.17,4239.53
760,rule1,做空,2025-08-12 08:45,4310.65,2025-08-12 15:45,4473.84,29,435,3.786,-530.00,-21.2000,382.4885,止损,否,否,4.0,4299.69,4330.00,4295.61,4329.25,4329.25,4332.32,4309.38,4310.65
761,rule1,做多,2025-08-12 16:30,4447.13,2025-08-12 20:15,4551.96,16,240,2.357,330.00,3.3000,385.7885,止盈,否,否,1.0,4467.09,4469.61,4447.11,4456.33,4456.33,4459.42,4440.38,4447.13
762,rule1,做多,2025-08-13 00:00,4607.51,2025-08-13 10:00,4705.26,41,615,2.121,297.00,4.7520,390.5405,止盈,是,是,1.6,4608.61,4616.45,4584.18,4590.52,4590.52,4608.09,4584.01,4607.51
763,rule1,做空,2025-08-13 00:45,4614.11,2025-08-14 12:30,4516.22,144,2160,2.121,297.00,2.9700,393.5105,止盈,是,是,1.0,4610.44,4633.35,4610.26,4622.23,4622.23,4639.00,4612.98,4614.11
764,rule1,做空,2025-08-13 06:00,4643.35,2025-08-14 12:30,4544.84,123,1845,2.121,297.00,2.9700,396.4805,止盈,是,是,1.0,4642.00,4646.97,4621.50,4632.21,4632.21,4649.62,4625.91,4643.35
765,rule1,做空,2025-08-13 01:45,4585.23,2025-08-14 13:00,4487.96,142,2130,2.121,297.00,2.9700,399.4505,止盈,是,是,1.0,4584.06,4586.49,4564.33,4571.51,4571.50,4587.00,4569.98,4585.23
766,rule1,做多,2025-08-13 13:00,4707.72,2025-08-14 13:00,4500.72,97,1455,4.397,-615.58,-24.6234,374.8271,跟踪止损,是,是,4.0,4720.62,4720.81,4680.00,4685.91,4685.91,4710.00,4679.65,4707.72
767,rule1,做多,2025-08-14 13:30,4570.41,2025-08-14 14:30,4678.14,5,75,2.357,330.00,13.2000,388.0271,止盈,否,否,4.0,4582.06,4582.97,4511.38,4533.78,4533.79,4579.16,4506.37,4570.41
768,rule1,做多,2025-08-14 20:45,4534.01,2025-08-15 02:45,4640.88,25,375,2.357,330.00,5.2800,393.3071,止盈,否,否,1.6,4538.03,4546.04,4512.00,4523.86,4523.87,4535.11,4507.09,4534.01
769,rule1,做多,2025-08-14 17:45,4548.78,2025-08-15 04:00,4645.28,42,630,2.121,297.00,11.8800,405.1871,止盈,是,否,4.0,4561.07,4563.95,4529.21,4535.42,4535.42,4549.40,4521.35,4548.78
770,rule1,做空,2025-08-15 06:45,4647.62,2025-08-15 13:45,4538.07,29,435,2.357,330.00,5.2800,410.4671,止盈,否,否,1.6,4644.05,4660.57,4643.89,4660.25,4660.26,4662.60,4647.45,4647.62
771,rule1,做空,2025-08-14 17:30,4535.42,2025-08-15 15:15,4439.20,88,1320,2.121,297.00,11.8800,422.3471,止盈,是,是,4.0,4533.66,4563.45,4517.00,4561.07,4561.07,4563.95,4529.21,4535.42
772,rule1,做空,2025-08-14 18:45,4537.97,2025-08-15 15:15,4441.70,83,1245,2.121,297.00,11.8800,434.2271,止盈,是,是,4.0,4530.00,4558.00,4527.61,4554.32,4554.31,4558.36,4534.57,4537.97
773,rule1,做多,2025-08-15 14:00,4561.71,2025-08-15 16:00,4389.02,9,135,3.786,-530.00,-8.4800,425.7471,止损,否,否,1.6,4562.00,4569.79,4534.43,4540.23,4540.24,4566.42,4521.51,4561.71
774,rule1,做多,2025-08-15 15:45,4430.86,2025-08-17 08:45,4524.86,165,2475,2.121,297.00,4.7520,430.4991,止盈,是,是,1.6,4436.09,4469.69,4408.27,4415.89,4415.90,4449.50,4395.47,4430.86
775,rule1,做多,2025-08-15 18:00,4430.53,2025-08-17 08:45,4524.52,156,2340,2.121,297.00,4.7520,435.2511,止盈,是,是,1.6,4453.94,4462.26,4430.53,4438.98,4438.98,4454.75,4420.00,4430.53
776,rule1,做空,2025-08-17 17:45,4523.92,2025-08-18 01:15,4417.28,31,465,2.357,330.00,3.3000,438.5511,止盈,否,否,1.0,4520.72,4532.72,4519.78,4530.46,4530.45,4533.90,4523.34,4523.92
777,rule1,做空,2025-08-15 17:45,4438.98,2025-08-18 02:00,4344.81,226,3390,2.121,297.00,11.8800,450.4311,止盈,是,是,4.0,4430.61,4455.64,4417.65,4453.94,4453.94,4462.26,4430.53,4438.98
778,rule1,做多,2025-08-15 07:15,4646.04,2025-08-18 03:30,4301.44,274,4110,7.417,-1038.39,-10.3839,440.0472,跟踪止损,是,是,1.0,4647.63,4653.94,4637.32,4637.49,4637.50,4651.31,4633.52,4646.04
779,rule1,做多,2025-08-17 09:45,4543.14,2025-08-18 05:45,4261.91,81,1215,6.190,-866.62,-8.6662,431.3810,跟踪止损,是,是,1.0,4546.61,4551.94,4529.82,4533.91,4533.90,4545.21,4527.66,4543.14
780,rule1,做多,2025-08-18 10:30,4290.85,2025-08-18 22:15,4381.88,48,720,2.121,297.00,2.9700,434.3510,止盈,是,否,1.0,4285.12,4299.00,4270.76,4272.73,4272.74,4290.85,4270.56,4290.85
781,rule1,做空,2025-08-18 08:30,4267.80,2025-08-19 15:00,4177.26,123,1845,2.121,297.00,4.7520,439.1030,止盈,是,是,1.6,4266.91,4285.35,4262.50,4282.93,4282.94,4287.00,4264.46,4267.80
782,rule1,做空,2025-08-19 06:30,4240.05,2025-08-19 16:45,4150.10,42,630,2.121,297.00,2.9700,442.0730,止盈,是,是,1.0,4236.02,4248.00,4227.83,4245.39,4245.39,4250.00,4239.29,4240.05
783,rule1,做多,2025-08-18 05:45,4313.09,2025-08-19 18:45,4125.33,149,2235,4.353,-609.45,-24.3781,417.6949,跟踪止损,是,是,4.0,4321.00,4322.89,4282.79,4292.85,4292.85,4313.09,4260.10,4313.09
784,rule1,做多,2025-08-18 14:00,4313.57,2025-08-19 18:45,4125.33,116,1740,4.364,-610.94,-24.4377,393.2571,跟踪止损,是,是,4.0,4325.97,4337.52,4282.79,4286.13,4286.13,4315.48,4272.82,4313.57
785,rule1,做多,2025-08-19 17:00,4158.75,2025-08-20 15:00,4246.97,89,1335,2.121,297.00,11.8800,405.1371,止盈,是,是,4.0,4167.27,4173.12,4138.45,4142.45,4142.45,4159.04,4133.56,4158.75
786,rule1,做多,2025-08-20 11:45,4195.30,2025-08-20 15:15,4294.19,15,225,2.357,330.00,13.2000,418.3371,止盈,否,否,4.0,4199.15,4200.85,4155.36,4163.63,4163.63,4195.49,4150.26,4195.30
787,rule1,做空,2025-08-20 00:00,4095.92,2025-08-20 17:45,4352.75,72,1080,6.270,-877.86,-35.1145,383.2227,跟踪止损,是,是,4.0,4097.67,4098.57,4067.34,4075.59,4075.58,4102.33,4075.00,4095.92
788,rule1,做空,2025-08-20 06:00,4175.49,2025-08-20 17:45,4352.75,48,720,4.245,-594.34,-9.5095,373.7132,跟踪止损,是,是,1.6,4169.36,4184.35,4166.61,4183.26,4183.26,4188.05,4174.44,4175.49
789,rule1,做空,2025-08-20 20:00,4339.68,2025-08-21 12:45,4247.62,68,1020,2.121,297.00,2.9700,376.6832,止盈,是,是,1.0,4334.51,4351.73,4329.18,4346.65,4346.64,4352.87,4332.17,4339.68
790,rule1,做空,2025-08-21 04:45,4295.52,2025-08-21 20:30,4204.39,64,960,2.121,297.00,2.9700,379.6532,止盈,是,是,1.0,4291.59,4306.72,4286.66,4301.78,4301.79,4308.07,4295.21,4295.52
791,rule1,做多,2025-08-21 21:45,4243.52,2025-08-22 07:45,4333.54,41,615,2.121,297.00,2.9700,382.6232,止盈,是,否,1.0,4244.91,4257.86,4235.32,4235.67,4235.68,4251.11,4235.03,4243.52
792,rule1,做多,2025-08-21 22:45,4253.18,2025-08-22 08:30,4353.43,40,600,2.357,330.00,3.3000,385.9232,止盈,否,否,1.0,4254.94,4257.83,4244.05,4246.00,4246.00,4255.50,4243.06,4253.18
793,rule1,做多,2025-08-20 23:30,4343.89,2025-08-22 14:00,4324.00,155,2325,0.458,-64.10,-0.6410,385.2822,跟踪止损,是,是,1.0,4347.09,4351.67,4334.86,4337.04,4337.04,4345.38,4331.91,4343.89
794,rule1,做多,2025-08-21 02:30,4284.19,2025-08-22 14:00,4324.00,143,2145,0.929,130.09,1.3009,386.5831,跟踪止损,是,是,1.0,4303.07,4303.87,4282.61,4292.73,4292.72,4293.75,4278.03,4284.19
795,rule1,做多,2025-08-22 12:30,4241.14,2025-08-22 14:00,4341.11,7,105,2.357,330.00,5.2800,391.8631,止盈,否,否,1.6,4243.87,4247.81,4223.31,4229.92,4229.91,4241.26,4207.39,4241.14
796,rule1,做空,2025-08-23 00:30,4804.84,2025-08-23 02:30,4691.58,9,135,2.357,330.00,5.2800,397.1431,止盈,否,否,1.6,4803.30,4822.72,4803.30,4821.21,4821.21,4826.47,4804.40,4804.84
797,rule1,做多,2025-08-23 02:00,4760.80,2025-08-24 17:00,4861.80,157,2355,2.121,297.00,11.8800,409.0231,止盈,是,是,4.0,4756.94,4790.00,4756.94,4780.59,4780.58,4791.81,4755.01,4760.80
798,rule1,做多,2025-08-22 17:30,4813.08,2025-08-24 17:30,4915.19,193,2895,2.121,297.00,11.8800,420.9031,止盈,是,是,4.0,4812.04,4849.82,4802.53,4845.15,4845.15,4849.74,4785.93,4813.08
799,rule1,做空,2025-08-23 05:15,4740.29,2025-08-25 06:45,4639.73,199,2985,2.121,297.00,4.7520,425.6551,止盈,是,是,1.6,4746.99,4747.52,4728.04,4731.00,4731.01,4749.69,4730.43,4740.29
800,rule1,做空,2025-08-23 02:45,4714.68,2025-08-25 07:30,4614.66,212,3180,2.121,297.00,2.9700,428.6251,止盈,是,是,1.0,4708.22,4723.20,4659.70,4696.30,4696.31,4725.66,4686.11,4714.68
801,rule1,做空,2025-08-25 07:00,4642.24,2025-08-25 10:15,4532.82,14,210,2.357,330.00,13.2000,441.8251,止盈,否,否,4.0,4653.53,4653.82,4616.75,4630.88,4630.89,4654.59,4623.74,4642.24
802,rule1,做空,2025-08-25 13:00,4637.75,2025-08-25 19:15,4528.43,26,390,2.357,330.00,3.3000,445.1251,止盈,否,否,1.0,4635.37,4650.00,4626.54,4647.49,4647.48,4651.03,4634.15,4637.75
803,rule1,做空,2025-08-25 16:15,4619.53,2025-08-25 19:15,4510.64,13,195,2.357,330.00,5.2800,450.4051,止盈,否,否,1.6,4612.58,4634.46,4590.68,4632.32,4632.32,4645.54,4619.23,4619.53
804,rule1,做多,2025-08-24 22:00,4777.01,2025-08-25 19:45,4446.67,88,1320,6.915,-968.13,-9.6813,440.7238,跟踪止损,是,是,1.0,4797.58,4811.95,4772.73,4785.00,4785.00,4792.76,4760.00,4777.01
805,rule1,做多,2025-08-24 22:30,4753.31,2025-08-25 19:45,4426.37,86,1290,6.878,-962.95,-38.5181,402.2057,跟踪止损,是,是,4.0,4777.01,4777.01,4729.24,4729.45,4729.44,4756.65,4723.71,4753.31
806,rule1,做多,2025-08-26 01:00,4350.81,2025-08-26 07:30,4453.36,27,405,2.357,330.00,5.2800,407.4857,止盈,否,否,1.6,4348.70,4372.26,4320.46,4331.63,4331.62,4366.39,4311.04,4350.81
807,rule1,做多,2025-08-25 22:45,4392.28,2025-08-26 12:30,4485.46,56,840,2.121,297.00,11.8800,419.3657,止盈,是,是,4.0,4391.17,4416.94,4386.84,4415.72,4415.72,4415.73,4384.61,4392.28
808,rule1,做多,2025-08-26 02:15,4422.58,2025-08-26 12:30,4516.40,42,630,2.121,297.00,11.8800,431.2457,止盈,是,是,4.0,4421.52,4451.72,4416.26,4444.05,4444.04,4446.11,4409.48,4422.58
809,rule1,做多,2025-08-26 10:15,4422.41,2025-08-26 12:30,4526.65,10,150,2.357,330.00,3.3000,434.5457,止盈,否,否,1.0,4419.93,4431.67,4419.93,4431.10,4431.11,4434.20,4418.49,4422.41
810,rule1,做多,2025-08-26 17:00,4535.11,2025-08-27 04:00,4631.32,45,675,2.121,297.00,11.8800,446.4257,止盈,是,是,4.0,4525.42,4556.29,4524.08,4554.48,4554.47,4558.87,4523.85,4535.11
811,rule1,做空,2025-08-26 19:30,4554.82,2025-08-28 19:30,4458.19,193,2895,2.121,297.00,11.8800,458.3057,止盈,是,是,4.0,4546.46,4574.65,4540.89,4568.67,4568.66,4577.13,4553.79,4554.82
812,rule1,做空,2025-08-27 02:00,4551.16,2025-08-28 19:30,4454.61,167,2505,2.121,297.00,4.7520,463.0577,止盈,是,是,1.6,4545.82,4564.54,4544.92,4562.82,4562.83,4566.55,4546.31,4551.16
813,rule1,做多,2025-08-27 04:30,4626.05,2025-08-29 07:15,4384.09,204,3060,5.230,-732.24,-11.7158,451.3418,跟踪止损,是,是,1.6,4627.98,4636.81,4610.22,4611.55,4611.55,4631.25,4608.01,4626.05
814,rule1,做空,2025-08-26 00:15,4380.74,2025-08-29 14:00,4287.81,344,5160,2.121,297.00,2.9700,454.3118,止盈,是,是,1.0,4376.17,4383.59,4345.28,4364.32,4364.32,4386.11,4360.48,4380.74
815,rule1,做多,2025-08-29 16:00,4340.25,2025-08-31 00:45,4432.33,132,1980,2.121,297.00,4.7520,459.0638,止盈,是,是,1.6,4335.20,4342.99,4308.74,4316.09,4316.10,4340.60,4296.13,4340.25
816,rule1,做多,2025-08-28 20:00,4459.73,2025-09-01 21:30,4234.50,391,5865,5.050,-707.03,-11.3126,447.7513,跟踪止损,是,是,1.6,4457.88,4468.18,4436.34,4438.46,4438.49,4461.45,4430.00,4459.73
817,rule1,做多,2025-08-29 00:15,4509.91,2025-09-01 21:30,4228.56,374,5610,6.238,-873.38,-13.9741,433.7772,跟踪止损,是,是,1.6,4511.20,4516.75,4496.59,4496.59,4496.60,4513.46,4490.26,4509.91
818,rule1,做空,2025-08-29 15:45,4316.09,2025-09-01 21:30,4224.53,312,4680,2.121,297.00,4.7520,438.5292,止盈,是,是,1.6,4319.16,4335.77,4308.71,4335.20,4335.20,4342.99,4308.74,4316.09
819,rule1,做多,2025-08-31 02:15,4455.60,2025-09-01 21:30,4228.56,174,2610,5.096,-713.38,-7.1338,431.3954,跟踪止损,是,是,1.0,4456.50,4462.30,4446.83,4446.97,4446.98,4456.21,4445.94,4455.60
820,rule1,做多,2025-09-02 00:45,4303.86,2025-09-02 06:30,4405.31,24,360,2.357,330.00,3.3000,434.6954,止盈,否,否,1.0,4303.30,4314.20,4292.18,4293.14,4293.13,4312.07,4290.98,4303.86
821,rule1,做空,2025-09-02 09:15,4393.15,2025-09-02 12:45,4289.60,15,225,2.357,330.00,3.3000,437.9954,止盈,否,否,1.0,4392.30,4405.67,4386.12,4402.01,4402.00,4408.00,4391.60,4393.15
822,rule1,做空,2025-09-02 03:15,4370.49,2025-09-02 18:45,4277.77,63,945,2.121,297.00,11.8800,449.8754,止盈,是,是,4.0,4360.95,4385.20,4353.11,4383.45,4383.44,4394.97,4369.30,4370.49
823,rule1,做多,2025-09-02 22:30,4328.04,2025-09-03 13:30,4419.86,61,915,2.121,297.00,2.9700,452.8454,止盈,是,是,1.0,4325.89,4329.12,4314.24,4316.21,4316.20,4331.78,4309.11,4328.04
824,rule1,做多,2025-09-04 07:15,4368.36,2025-09-05 12:30,4461.03,118,1770,2.121,297.00,4.7520,457.5974,止盈,是,是,1.6,4365.01,4378.69,4363.56,4378.58,4378.57,4383.18,4363.02,4368.36
825,rule1,做多,2025-09-05 12:30,4433.18,2025-09-05 14:45,4265.35,10,150,3.786,-530.00,-21.2000,436.3974,止损,否,否,4.0,4418.82,4449.98,4418.82,4449.61,4449.62,4490.00,4406.46,4433.18
826,rule1,做空,2025-09-02 14:00,4354.76,2025-09-05 15:00,4262.38,293,4395,2.121,297.00,11.8800,448.2774,止盈,是,是,4.0,4343.16,4392.91,4339.04,4378.54,4378.53,4397.44,4345.43,4354.76
827,rule1,做多,2025-09-05 15:00,4286.71,2025-09-08 15:15,4377.65,290,4350,2.121,297.00,4.7520,453.0294,止盈,是,是,1.6,4291.49,4298.24,4263.37,4273.62,4273.61,4290.50,4256.03,4286.71
828,rule1,做多,2025-09-05 16:00,4295.17,2025-09-10 12:30,4386.29,467,7005,2.121,297.00,11.8800,464.9094,止盈,是,是,4.0,4304.47,4304.47,4278.11,4283.39,4283.40,4295.34,4274.56,4295.17
829,rule1,做多,2025-09-08 16:15,4365.59,2025-09-11 12:00,4458.20,272,4080,2.121,297.00,4.7520,469.6614,止盈,是,是,1.6,4371.64,4373.43,4358.40,4358.41,4358.40,4368.60,4349.56,4365.59
830,rule1,做多,2025-09-10 13:30,4387.86,2025-09-11 12:30,4480.95,93,1395,2.121,297.00,2.9700,472.6314,止盈,是,是,1.0,4384.22,4391.97,4369.13,4371.24,4371.24,4389.66,4357.33,4387.86
831,rule1,做空,2025-09-02 00:00,4302.89,2025-09-12 00:30,4490.16,963,14445,4.352,-609.31,-9.7489,462.8824,跟踪止损,是,是,1.6,4300.50,4319.07,4299.84,4314.50,4314.50,4319.13,4300.87,4302.89
832,rule1,做多,2025-09-02 09:00,4402.01,2025-09-12 00:30,4495.40,927,13905,2.121,297.00,2.9700,465.8524,止盈,是,是,1.0,4403.68,4405.75,4392.30,4392.31,4392.30,4405.67,4386.12,4402.01
833,rule1,做空,2025-09-12 15:00,4533.08,2025-09-12 22:15,4704.69,30,450,3.786,-530.00,-8.4800,457.3724,止损,否,否,1.6,4525.55,4547.67,4525.55,4547.02,4547.02,4549.88,4530.30,4533.08
834,rule1,做多,2025-09-12 20:00,4642.15,2025-09-13 03:45,4751.57,32,480,2.357,330.00,3.3000,460.6724,止盈,否,否,1.0,4643.90,4660.00,4641.88,4657.18,4657.19,4657.40,4638.73,4642.15
835,rule1,做空,2025-09-13 00:00,4699.15,2025-09-14 14:30,4599.46,155,2325,2.121,297.00,4.7520,465.4244,止盈,是,是,1.6,4696.14,4715.27,4694.30,4712.16,4712.16,4717.65,4697.58,4699.15
836,rule1,做空,2025-09-13 17:15,4621.55,2025-09-15 08:45,4523.51,159,2385,2.121,297.00,4.7520,470.1764,止盈,是,是,1.6,4623.66,4625.93,4605.00,4607.24,4607.24,4630.00,4607.24,4621.55
837,rule1,做多,2025-09-13 02:00,4709.04,2025-09-16 13:30,4454.27,335,5025,5.410,-757.45,-7.5745,462.6020,跟踪止损,是,是,1.0,4712.50,4713.36,4700.01,4700.49,4700.48,4714.45,4691.85,4709.04
838,rule1,做多,2025-09-15 12:30,4528.00,2025-09-18 01:30,4624.06,245,3675,2.121,297.00,4.7520,467.3540,止盈,是,是,1.6,4530.77,4536.52,4512.67,4514.73,4514.72,4528.00,4508.77,4528.00
839,rule1,做空,2025-09-18 01:45,4618.95,2025-09-19 06:45,4520.96,117,1755,2.121,297.00,11.8800,479.2340,止盈,是,是,4.0,4609.49,4633.19,4607.76,4632.00,4632.00,4633.21,4617.49,4618.95
840,rule1,做多,2025-09-14 14:15,4614.72,2025-09-22 00:30,4390.06,714,10710,4.868,-681.56,-10.9049,468.3291,跟踪止损,是,是,1.6,4612.80,4644.54,4612.36,4632.09,4632.08,4632.51,4600.00,4614.72
841,rule1,做多,2025-09-14 15:00,4587.60,2025-09-22 00:30,4390.06,711,10665,4.306,-602.82,-6.0282,462.3008,跟踪止损,是,是,1.0,4591.00,4606.61,4581.63,4601.89,4601.88,4604.64,4576.89,4587.60
842,rule1,做空,2025-09-16 15:15,4446.39,2025-09-22 00:30,4352.06,518,7770,2.121,297.00,2.9700,465.2708,止盈,是,是,1.0,4446.71,4447.53,4430.54,4434.13,4434.12,4454.33,4433.71,4446.39
843,rule1,做多,2025-09-19 20:00,4449.60,2025-09-22 05:45,4238.19,232,3480,4.751,-665.18,-6.6518,458.6190,跟踪止损,是,是,1.0,4452.20,4454.80,4440.68,4440.68,4440.68,4454.47,4438.40,4449.60
844,rule1,做多,2025-09-22 02:30,4292.12,2025-09-22 06:00,4129.63,15,225,3.786,-530.00,-8.4800,450.1390,止损,否,否,1.6,4329.01,4332.63,4287.00,4309.37,4309.36,4309.98,4261.60,4292.12
845,rule1,做空,2025-09-22 03:15,4304.73,2025-09-22 06:00,4203.26,12,180,2.357,330.00,3.3000,453.4390,止盈,否,否,1.0,4288.13,4305.00,4287.00,4298.43,4298.43,4306.45,4296.39,4304.73
846,rule1,做空,2025-09-22 03:45,4305.87,2025-09-22 06:00,4204.37,10,150,2.357,330.00,3.3000,456.7390,止盈,否,否,1.0,4304.73,4307.69,4292.50,4294.48,4294.48,4307.71,4294.48,4305.87
