交易序号,策略类型,方向,入场时间,入场价格,出场时间,出场价格,持仓K线数,持仓分钟,价格变动%,合约收益%,本次盈亏USDT,累计盈亏USDT,出场原因,跟踪止损,弱势收紧,仓位大小,K1开,K1高,K1低,K1收,K2开,K2高,K2低,K2收
119,rule1,做多,2025-02-03 05:00,2465.33,2025-02-03 06:15,2523.44,6,90,2.357,330.00,13.2000,-67.7395,止盈,否,否,4.0,2473.81,2485.71,2448.97,2452.65,2452.65,2477.00,2447.25,2465.33
120,rule1,做空,2025-02-03 05:30,2477.82,2025-02-03 07:30,2571.62,9,135,3.786,-530.00,-21.2000,-88.9395,止损,否,否,4.0,2465.32,2501.69,2464.32,2491.06,2491.06,2501.74,2468.40,2477.82
121,rule1,做多,2025-02-03 06:45,2525.63,2025-02-03 07:30,2585.16,4,60,2.357,330.00,5.2800,-83.6595,止盈,否,否,1.6,2522.50,2537.62,2508.76,2511.10,2511.10,2529.88,2508.02,2525.63
122,rule1,做空,2025-02-03 06:30,2511.10,2025-02-03 07:45,2606.16,6,90,3.786,-530.00,-21.2000,-104.8595,止损,否,否,4.0,2501.91,2530.17,2492.25,2522.51,2522.50,2537.62,2508.76,2511.10
123,rule1,做空,2025-02-03 10:30,2593.14,2025-02-03 14:15,2532.02,16,240,2.357,330.00,5.2800,-99.5795,止盈,否,否,1.6,2579.00,2594.19,2566.72,2586.96,2586.95,2609.60,2583.49,2593.14
124,rule1,做多,2025-02-03 13:30,2577.58,2025-02-03 14:30,2638.34,5,75,2.357,330.00,13.2000,-86.3795,止盈,否,否,4.0,2570.19,2581.30,2548.14,2548.15,2548.14,2581.45,2547.22,2577.58
125,rule1,做多,2025-02-03 08:00,2600.00,2025-02-03 15:15,2661.29,30,450,2.357,330.00,13.2000,-73.1795,止盈,否,否,4.0,2586.89,2632.80,2583.77,2622.35,2622.35,2622.51,2583.44,2600.00
126,rule1,做空,2025-02-03 19:15,2735.78,2025-02-03 22:00,2839.35,12,180,3.786,-530.00,-8.4800,-81.6595,止损,否,否,1.6,2732.70,2748.00,2728.30,2745.30,2745.30,2763.62,2734.67,2735.78
127,rule1,做空,2025-02-03 23:00,2883.41,2025-02-04 02:45,2815.44,16,240,2.357,330.00,13.2000,-68.4595,止盈,否,否,4.0,2884.82,2886.19,2853.52,2870.00,2870.00,2889.95,2861.18,2883.41
128,rule1,做空,2025-02-03 23:15,2868.99,2025-02-04 02:45,2801.36,15,225,2.357,330.00,5.2800,-63.1795,止盈,否,否,1.6,2870.00,2889.95,2861.18,2883.41,2883.41,2894.00,2864.09,2868.99
129,rule1,做空,2025-02-04 00:00,2873.33,2025-02-04 02:45,2805.60,12,180,2.357,330.00,5.2800,-57.8995,止盈,否,否,1.6,2869.35,2883.00,2867.99,2879.90,2879.89,2888.50,2870.27,2873.33
130,rule1,做多,2025-02-04 03:30,2806.15,2025-02-04 05:15,2699.92,8,120,3.786,-530.00,-21.2000,-79.0995,止损,否,否,4.0,2812.00,2813.80,2797.20,2798.18,2798.18,2808.89,2792.22,2806.15
131,rule1,做多,2025-02-04 05:45,2691.07,2025-02-04 10:30,2754.50,20,300,2.357,330.00,13.2000,-65.8995,止盈,否,否,4.0,2700.50,2708.86,2664.40,2677.58,2677.50,2712.65,2664.24,2691.07
132,rule1,做多,2025-02-04 08:45,2698.31,2025-02-04 11:00,2761.91,10,150,2.357,330.00,13.2000,-52.6995,止盈,否,否,4.0,2712.88,2717.58,2678.28,2679.95,2679.96,2702.44,2677.00,2698.31
133,rule1,做空,2025-02-04 06:15,2696.71,2025-02-04 12:30,2798.80,26,390,3.786,-530.00,-21.2000,-73.8995,止损,否,否,4.0,2691.07,2723.94,2691.07,2719.05,2719.05,2732.00,2694.09,2696.71
134,rule1,做空,2025-02-04 07:00,2721.10,2025-02-04 13:00,2824.11,25,375,3.786,-530.00,-8.4800,-82.3795,止损,否,否,1.6,2718.53,2729.26,2712.19,2727.61,2727.60,2734.50,2717.07,2721.10
135,rule1,做空,2025-02-04 16:45,2790.57,2025-02-04 20:15,2724.79,15,225,2.357,330.00,5.2800,-77.0995,止盈,否,否,1.6,2790.67,2792.00,2774.37,2780.59,2780.58,2794.99,2778.01,2790.57
136,rule1,做空,2025-02-04 17:15,2793.07,2025-02-04 20:15,2727.23,13,195,2.357,330.00,13.2000,-63.8995,止盈,否,否,4.0,2790.55,2840.00,2784.11,2835.23,2835.22,2842.77,2791.72,2793.07
137,rule1,做多,2025-02-04 18:00,2806.20,2025-02-04 21:00,2699.97,13,195,3.786,-530.00,-8.4800,-72.3795,止损,否,否,1.6,2805.00,2819.55,2802.05,2815.10,2815.10,2820.42,2794.71,2806.20
138,rule1,做多,2025-02-04 20:15,2738.84,2025-02-04 22:00,2635.16,8,120,3.786,-530.00,-21.2000,-93.5795,止损,否,否,4.0,2770.60,2794.05,2737.42,2753.91,2753.81,2764.30,2721.05,2738.84
139,rule1,做多,2025-02-04 22:00,2651.23,2025-02-04 23:00,2713.72,5,75,2.357,330.00,13.2000,-80.3795,止盈,否,否,4.0,2660.10,2682.48,2637.20,2639.59,2639.58,2653.20,2632.60,2651.23
140,rule1,做多,2025-02-05 00:15,2732.94,2025-02-05 11:00,2790.92,44,660,2.121,297.00,2.9700,-77.4095,止盈,是,否,1.0,2731.19,2742.17,2720.01,2724.03,2724.03,2735.20,2712.31,2732.94
141,rule1,做空,2025-02-05 14:15,2818.12,2025-02-05 16:00,2751.69,8,120,2.357,330.00,5.2800,-72.1295,止盈,否,否,1.6,2817.88,2822.81,2803.09,2808.81,2808.81,2826.95,2807.21,2818.12
142,rule1,做空,2025-02-05 09:00,2781.82,2025-02-05 18:45,2716.25,40,600,2.357,330.00,5.2800,-66.8495,止盈,是,是,1.6,2764.59,2782.16,2762.66,2773.86,2773.84,2793.08,2769.48,2781.82
143,rule1,做多,2025-02-05 17:30,2744.91,2025-02-06 01:15,2809.61,32,480,2.357,330.00,13.2000,-53.6495,止盈,否,否,4.0,2769.01,2769.01,2744.30,2753.99,2754.00,2761.00,2730.40,2744.91
144,rule1,做空,2025-02-06 04:00,2815.20,2025-02-06 14:15,2755.48,42,630,2.121,297.00,4.7520,-48.8975,止盈,是,是,1.6,2816.61,2816.78,2803.04,2806.49,2806.50,2817.59,2805.87,2815.20
145,rule1,做多,2025-02-04 12:45,2804.99,2025-02-06 15:45,2686.18,205,3075,4.236,-592.99,-9.4878,-58.3853,跟踪止损,是,是,1.6,2788.33,2821.00,2788.33,2797.17,2797.16,2819.32,2787.28,2804.99
146,rule1,做空,2025-02-05 19:00,2736.39,2025-02-06 18:00,2678.34,93,1395,2.121,297.00,11.8800,-46.5053,止盈,是,是,4.0,2747.73,2748.24,2715.27,2723.01,2723.00,2749.04,2716.54,2736.39
147,rule1,做空,2025-02-04 23:30,2722.00,2025-02-06 22:00,2664.25,187,2805,2.121,297.00,11.8800,-34.6253,止盈,是,是,4.0,2721.69,2724.00,2701.86,2706.54,2706.53,2724.39,2703.00,2722.00
148,rule1,做多,2025-02-06 23:00,2688.28,2025-02-07 10:00,2745.31,45,675,2.121,297.00,4.7520,-29.8733,止盈,是,是,1.6,2690.68,2702.30,2687.88,2700.50,2700.50,2702.48,2687.20,2688.28
149,rule1,做多,2025-02-06 16:15,2707.10,2025-02-07 11:45,2764.53,79,1185,2.121,297.00,11.8800,-17.9933,止盈,是,是,4.0,2705.57,2724.31,2701.92,2723.01,2723.01,2724.00,2695.00,2707.10
150,rule1,做多,2025-02-06 21:30,2703.57,2025-02-07 11:45,2760.92,58,870,2.121,297.00,11.8800,-6.1133,止盈,是,是,4.0,2707.85,2710.30,2687.38,2691.00,2691.00,2703.89,2675.00,2703.57
151,rule1,做空,2025-02-07 14:15,2791.06,2025-02-07 15:15,2725.27,5,75,2.357,330.00,3.3000,-2.8133,止盈,否,否,1.0,2776.00,2791.74,2764.23,2784.31,2784.31,2797.50,2784.31,2791.06
152,rule1,做空,2025-02-07 13:45,2776.01,2025-02-07 16:00,2710.58,10,150,2.357,330.00,13.2000,10.3867,止盈,否,否,4.0,2741.65,2776.91,2723.68,2762.91,2762.89,2780.00,2757.64,2776.01
153,rule1,做多,2025-02-06 14:30,2751.05,2025-02-07 20:00,2629.65,119,1785,4.413,-617.80,-24.7120,-14.3253,跟踪止损,是,是,4.0,2781.11,2781.12,2743.91,2766.16,2766.16,2777.52,2737.62,2751.05
154,rule1,做多,2025-02-07 21:15,2594.34,2025-02-08 00:15,2655.49,13,195,2.357,330.00,13.2000,-1.1253,止盈,否,否,4.0,2587.66,2610.30,2586.43,2603.25,2603.26,2608.05,2585.54,2594.34
155,rule1,做多,2025-02-08 07:15,2611.96,2025-02-09 03:30,2667.37,82,1230,2.121,297.00,4.7520,3.6267,止盈,是,是,1.6,2616.13,2619.40,2600.63,2604.91,2604.91,2614.31,2594.63,2611.96
156,rule1,做多,2025-02-08 08:00,2623.10,2025-02-09 03:30,2678.75,79,1185,2.121,297.00,4.7520,8.3787,止盈,是,是,1.6,2621.19,2638.00,2620.04,2629.61,2629.61,2632.50,2618.20,2623.10
157,rule1,做空,2025-02-08 06:15,2629.17,2025-02-09 21:30,2573.39,158,2370,2.121,297.00,2.9700,11.3487,止盈,是,是,1.0,2620.20,2630.50,2617.00,2625.88,2625.88,2632.00,2621.60,2629.17
158,rule1,做空,2025-02-08 12:00,2607.04,2025-02-09 21:45,2551.73,136,2040,2.121,297.00,2.9700,14.3187,止盈,是,是,1.0,2606.00,2616.48,2602.01,2613.32,2613.30,2620.48,2607.03,2607.04
159,rule1,做空,2025-02-09 23:45,2627.18,2025-02-10 01:45,2565.25,9,135,2.357,330.00,5.2800,19.5987,止盈,否,否,1.6,2613.15,2628.68,2613.01,2622.49,2622.50,2635.64,2620.60,2627.18
160,rule1,做多,2025-02-09 05:30,2664.48,2025-02-11 00:30,2721.01,173,2595,2.121,297.00,2.9700,22.5687,止盈,是,是,1.0,2665.99,2666.84,2659.09,2659.87,2659.87,2664.49,2656.46,2664.48
161,rule1,做多,2025-02-10 14:00,2658.00,2025-02-11 00:30,2714.39,43,645,2.121,297.00,11.8800,34.4487,止盈,是,是,4.0,2655.87,2684.55,2655.41,2677.76,2677.77,2680.99,2655.12,2658.00
162,rule1,做多,2025-02-11 12:30,2689.43,2025-02-11 19:30,2587.62,29,435,3.786,-530.00,-8.4800,25.9687,止损,否,否,1.6,2693.58,2693.58,2680.70,2684.83,2684.83,2689.82,2680.00,2689.43
163,rule1,做空,2025-02-09 22:45,2615.77,2025-02-11 22:45,2560.28,193,2895,2.121,297.00,11.8800,37.8487,止盈,是,是,4.0,2591.30,2646.79,2580.02,2646.06,2646.05,2646.99,2604.53,2615.77
164,rule1,做多,2025-02-11 20:45,2598.44,2025-02-12 13:15,2653.56,67,1005,2.121,297.00,4.7520,42.6007,止盈,是,是,1.6,2600.00,2612.25,2591.79,2591.85,2591.85,2600.84,2585.51,2598.44
165,rule1,做空,2025-02-09 22:00,2565.19,2025-02-12 22:15,2699.74,290,4350,5.245,-734.31,-11.7489,30.8518,跟踪止损,是,是,1.6,2563.09,2567.20,2520.02,2552.38,2552.38,2572.37,2527.20,2565.19
166,rule1,做多,2025-02-11 14:00,2650.25,2025-02-12 22:15,2706.47,130,1950,2.121,297.00,11.8800,42.7318,止盈,是,是,4.0,2663.66,2666.77,2629.24,2634.47,2634.41,2654.28,2626.13,2650.25
167,rule1,做空,2025-02-11 23:30,2600.81,2025-02-12 22:15,2699.74,92,1380,3.804,-532.51,-5.3251,37.4068,跟踪止损,是,是,1.0,2601.10,2609.81,2598.50,2608.72,2608.72,2611.77,2600.63,2600.81
168,rule1,做空,2025-02-12 15:15,2598.10,2025-02-12 22:15,2696.46,29,435,3.786,-530.00,-21.2000,16.2068,止损,否,否,4.0,2599.42,2605.00,2569.29,2581.96,2581.95,2615.28,2576.50,2598.10
169,rule1,做多,2025-02-13 19:15,2638.69,2025-02-14 02:00,2700.89,28,420,2.357,330.00,13.2000,29.4068,止盈,否,否,4.0,2639.59,2662.17,2638.58,2657.80,2657.80,2659.22,2635.88,2638.69
170,rule1,做多,2025-02-14 02:30,2698.04,2025-02-14 17:30,2755.28,61,915,2.121,297.00,2.9700,32.3768,止盈,是,是,1.0,2698.92,2699.09,2690.20,2691.68,2691.68,2702.90,2689.09,2698.04
171,rule1,做多,2025-02-13 05:00,2715.96,2025-02-14 17:45,2773.58,148,2220,2.121,297.00,4.7520,37.1288,止盈,是,是,1.6,2730.70,2732.50,2713.70,2721.44,2721.43,2722.75,2703.97,2715.96
172,rule1,做空,2025-02-14 18:00,2784.31,2025-02-14 21:00,2718.68,13,195,2.357,330.00,13.2000,50.3288,止盈,否,否,4.0,2753.31,2791.00,2753.00,2773.97,2773.96,2791.78,2773.96,2784.31
173,rule1,做空,2025-02-14 23:00,2724.95,2025-02-15 14:30,2667.14,63,945,2.121,297.00,2.9700,53.2988,止盈,是,是,1.0,2725.59,2725.59,2707.40,2718.00,2718.00,2727.50,2714.90,2724.95
174,rule1,做多,2025-02-16 02:15,2698.49,2025-02-17 10:00,2755.74,128,1920,2.121,297.00,2.9700,56.2688,止盈,是,是,1.0,2700.19,2700.39,2693.09,2693.10,2693.10,2698.80,2690.70,2698.49
175,rule1,做多,2025-02-14 22:45,2718.00,2025-02-17 12:30,2775.66,248,3720,2.121,297.00,11.8800,68.1488,止盈,是,是,4.0,2739.29,2739.29,2712.49,2725.59,2725.59,2725.59,2707.40,2718.00
176,rule1,做空,2025-02-13 18:30,2624.89,2025-02-17 14:00,2795.97,367,5505,6.518,-912.48,-14.5997,53.5491,跟踪止损,是,是,1.6,2620.79,2632.67,2616.71,2630.15,2630.01,2635.00,2618.91,2624.89
177,rule1,做空,2025-02-14 00:30,2668.64,2025-02-17 14:00,2795.97,343,5145,4.771,-668.00,-10.6880,42.8611,跟踪止损,是,是,1.6,2666.69,2677.27,2664.50,2677.26,2677.27,2683.10,2668.15,2668.64
178,rule1,做空,2025-02-17 15:00,2816.22,2025-02-17 15:45,2749.84,4,60,2.357,330.00,13.2000,56.0611,止盈,否,否,4.0,2808.71,2828.70,2807.13,2826.60,2826.59,2849.70,2815.00,2816.22
179,rule1,做多,2025-02-18 04:30,2705.85,2025-02-20 14:00,2763.25,231,3465,2.121,297.00,11.8800,67.9411,止盈,是,是,4.0,2714.12,2714.50,2695.22,2696.96,2696.97,2706.46,2691.59,2705.85
180,rule1,做多,2025-02-17 16:30,2736.65,2025-02-21 09:15,2794.71,356,5340,2.121,297.00,11.8800,79.8211,止盈,是,是,4.0,2745.39,2753.51,2726.37,2727.91,2727.90,2740.94,2723.76,2736.65
181,rule1,做多,2025-02-17 23:45,2744.05,2025-02-21 09:15,2802.26,327,4905,2.121,297.00,4.7520,84.5731,止盈,是,是,1.6,2746.49,2750.46,2737.00,2737.00,2737.01,2744.23,2734.41,2744.05
182,rule1,做多,2025-02-18 02:45,2713.49,2025-02-21 09:15,2771.05,315,4725,2.121,297.00,4.7520,89.3251,止盈,是,是,1.6,2728.52,2730.00,2710.38,2718.79,2718.79,2719.05,2707.50,2713.49
183,rule1,做多,2025-02-20 16:00,2723.02,2025-02-21 09:15,2780.79,70,1050,2.121,297.00,11.8800,101.2051,止盈,是,是,4.0,2728.59,2728.59,2707.33,2712.60,2712.60,2730.99,2707.18,2723.02
184,rule1,做多,2025-02-21 11:15,2799.81,2025-02-21 15:30,2693.82,18,270,3.786,-530.00,-8.4800,92.7251,止损,否,否,1.6,2801.01,2805.99,2789.39,2789.40,2789.39,2804.30,2786.00,2799.81
185,rule1,做多,2025-02-21 22:30,2645.77,2025-02-22 09:00,2701.90,43,645,2.121,297.00,11.8800,104.6051,止盈,是,否,4.0,2638.00,2663.57,2637.40,2657.32,2657.33,2659.89,2634.07,2645.77
186,rule1,做多,2025-02-22 10:45,2733.50,2025-02-22 17:30,2797.93,28,420,2.357,330.00,3.3000,107.9051,止盈,否,否,1.0,2745.61,2747.28,2733.09,2738.75,2738.74,2740.79,2727.77,2733.50
187,rule1,做多,2025-02-22 10:30,2738.75,2025-02-23 06:30,2796.85,81,1215,2.121,297.00,2.9700,110.8751,止盈,是,是,1.0,2738.98,2753.59,2735.71,2745.63,2745.61,2747.28,2733.09,2738.75
188,rule1,做多,2025-02-22 16:15,2776.69,2025-02-23 23:00,2835.60,124,1860,2.121,297.00,2.9700,113.8451,止盈,是,是,1.0,2775.67,2797.48,2774.99,2781.55,2781.56,2790.60,2773.73,2776.69
189,rule1,做多,2025-02-23 11:45,2797.48,2025-02-23 23:15,2856.83,47,705,2.121,297.00,2.9700,116.8151,止盈,是,是,1.0,2797.69,2800.91,2789.27,2791.20,2791.20,2799.79,2783.20,2797.48
190,rule1,做多,2025-02-23 12:30,2792.45,2025-02-23 23:15,2851.69,44,660,2.121,297.00,4.7520,121.5671,止盈,是,是,1.6,2795.47,2795.48,2783.16,2784.98,2784.93,2796.20,2782.30,2792.45
191,rule1,做空,2025-02-23 23:15,2817.49,2025-02-24 03:15,2751.08,17,255,2.357,330.00,13.2000,134.7671,止盈,否,否,4.0,2803.53,2839.21,2802.53,2839.05,2839.05,2857.34,2815.54,2817.49
192,rule1,做多,2025-02-24 01:15,2792.92,2025-02-24 08:15,2687.19,29,435,3.786,-530.00,-5.3000,129.4671,止损,否,否,1.0,2805.49,2811.99,2792.63,2798.48,2798.49,2803.40,2791.41,2792.92
193,rule1,做空,2025-02-24 11:30,2682.41,2025-02-24 22:00,2625.50,43,645,2.121,297.00,4.7520,134.2191,止盈,是,否,1.6,2676.85,2689.14,2672.92,2688.69,2688.70,2691.00,2680.96,2682.41
194,rule1,做空,2025-02-24 13:30,2684.51,2025-02-24 22:00,2621.23,35,525,2.357,330.00,5.2800,139.4991,止盈,否,否,1.6,2680.35,2690.87,2677.38,2689.05,2689.01,2696.63,2684.00,2684.51
195,rule1,做多,2025-02-24 09:00,2692.28,2025-02-24 22:45,2521.47,56,840,6.344,-888.20,-14.2111,125.2879,跟踪止损,是,是,1.6,2690.56,2693.80,2680.74,2681.60,2681.60,2694.00,2680.41,2692.28
196,rule1,做多,2025-02-24 11:45,2689.99,2025-02-24 22:45,2504.07,45,675,6.912,-967.64,-9.6764,115.6116,跟踪止损,是,是,1.0,2688.70,2691.00,2680.96,2682.41,2682.41,2691.13,2678.90,2689.99
197,rule1,做空,2025-02-24 23:15,2515.63,2025-02-25 07:00,2456.33,32,480,2.357,330.00,13.2000,128.8116,止盈,否,否,4.0,2508.21,2545.77,2470.33,2537.00,2537.01,2547.57,2512.44,2515.63
198,rule1,做多,2025-02-24 23:30,2528.59,2025-02-25 07:15,2335.90,32,480,7.620,-1066.86,-42.6745,86.1370,跟踪止损,是,是,4.0,2537.01,2547.57,2512.44,2515.63,2515.63,2533.33,2495.30,2528.59
199,rule1,做多,2025-02-25 00:45,2499.10,2025-02-25 07:15,2404.49,27,405,3.786,-530.00,-21.2000,64.9370,止损,否,否,4.0,2504.37,2518.66,2484.81,2489.40,2489.39,2512.99,2479.99,2499.10
200,rule1,做多,2025-02-25 01:45,2494.91,2025-02-25 07:15,2400.46,23,345,3.786,-530.00,-21.2000,43.7370,止损,否,否,4.0,2495.22,2513.20,2493.31,2507.39,2507.40,2508.60,2485.85,2494.91
201,rule1,做多,2025-02-25 09:45,2383.54,2025-02-25 12:00,2439.72,10,150,2.357,330.00,5.2800,49.0170,止盈,否,否,1.6,2383.67,2400.54,2383.45,2392.81,2392.80,2399.40,2381.17,2383.54
202,rule1,做多,2025-02-25 10:15,2385.61,2025-02-25 12:00,2441.84,8,120,2.357,330.00,5.2800,54.2970,止盈,否,否,1.6,2383.53,2406.96,2366.26,2376.31,2376.30,2388.19,2357.05,2385.61
203,rule1,做多,2025-02-25 14:15,2412.70,2025-02-25 19:45,2469.57,23,345,2.357,330.00,5.2800,59.5770,止盈,否,否,1.6,2412.77,2423.60,2408.97,2422.92,2422.93,2429.30,2395.36,2412.70
204,rule1,做多,2025-02-25 14:00,2422.92,2025-02-25 20:15,2480.03,26,390,2.357,330.00,5.2800,64.8570,止盈,否,否,1.6,2421.63,2426.30,2412.71,2412.76,2412.77,2423.60,2408.97,2422.92
205,rule1,做多,2025-02-25 17:00,2425.20,2025-02-25 20:15,2482.37,14,210,2.357,330.00,3.3000,68.1570,止盈,否,否,1.0,2424.27,2435.39,2417.00,2417.57,2417.57,2433.34,2411.23,2425.20
206,rule1,做空,2025-02-25 08:30,2412.49,2025-02-25 22:00,2526.40,55,825,4.722,-661.06,-26.4423,41.7147,跟踪止损,是,是,4.0,2388.79,2413.44,2387.12,2403.00,2403.00,2417.33,2400.71,2412.49
207,rule1,做多,2025-02-26 12:30,2448.30,2025-02-26 17:45,2355.61,22,330,3.786,-530.00,-5.3000,36.4147,止损,否,否,1.0,2462.80,2462.81,2448.23,2456.52,2456.52,2460.99,2444.58,2448.30
208,rule1,做多,2025-02-26 02:00,2483.29,2025-02-26 18:15,2346.47,66,990,5.509,-771.32,-7.7132,28.7015,跟踪止损,是,是,1.0,2480.80,2492.06,2480.33,2486.34,2486.34,2488.34,2476.85,2483.29
209,rule1,做空,2025-02-26 17:00,2403.90,2025-02-26 18:15,2347.24,6,90,2.357,330.00,3.3000,32.0015,止盈,否,否,1.0,2405.27,2406.00,2392.11,2398.69,2398.69,2407.62,2396.22,2403.90
210,rule1,做多,2025-02-26 17:15,2398.01,2025-02-26 18:15,2307.23,5,75,3.786,-530.00,-5.3000,26.7015,止损,否,否,1.0,2398.69,2407.62,2396.22,2403.90,2403.90,2405.70,2383.41,2398.01
211,rule1,做多,2025-02-26 19:30,2299.40,2025-02-26 21:15,2353.60,8,120,2.357,330.00,13.2000,39.9015,止盈,否,否,4.0,2312.23,2318.70,2277.93,2279.81,2279.80,2301.99,2276.78,2299.40
212,rule1,做空,2025-02-26 21:00,2331.19,2025-02-27 19:30,2281.74,91,1365,2.121,297.00,11.8800,51.7815,止盈,是,是,4.0,2324.44,2340.33,2321.71,2339.77,2339.76,2345.00,2322.23,2331.19
213,rule1,做空,2025-02-27 03:00,2339.90,2025-02-27 19:30,2290.26,67,1005,2.121,297.00,2.9700,54.7515,止盈,是,是,1.0,2340.31,2343.64,2328.34,2334.79,2334.79,2345.10,2332.80,2339.90
214,rule1,做多,2025-02-26 23:45,2336.37,2025-02-27 21:00,2238.70,86,1290,4.180,-585.23,-5.8523,48.8992,跟踪止损,是,是,1.0,2336.50,2339.60,2327.40,2330.36,2330.36,2338.20,2324.97,2336.37
215,rule1,做多,2025-02-27 21:00,2250.32,2025-02-27 23:30,2303.36,11,165,2.357,330.00,5.2800,54.1792,止盈,否,否,1.6,2266.20,2269.50,2240.94,2256.45,2256.44,2261.13,2230.57,2250.32
216,rule1,做多,2025-02-27 03:45,2332.11,2025-02-28 01:30,2220.61,88,1320,4.781,-669.36,-6.6936,47.4856,跟踪止损,是,是,1.0,2332.17,2343.69,2325.49,2325.49,2325.49,2338.09,2323.47,2332.11
217,rule1,做多,2025-02-27 22:00,2278.45,2025-02-28 01:30,2192.19,15,225,3.786,-530.00,-5.3000,42.1856,止损,否,否,1.0,2277.94,2284.52,2274.60,2282.77,2282.77,2283.00,2267.52,2278.45
218,rule1,做多,2025-02-27 22:30,2275.08,2025-02-28 01:30,2188.95,13,195,3.786,-530.00,-8.4800,33.7056,止损,否,否,1.6,2278.44,2280.33,2269.55,2270.71,2270.71,2278.99,2265.33,2275.08
219,rule1,做空,2025-02-28 00:00,2303.39,2025-02-28 01:30,2249.10,7,105,2.357,330.00,3.3000,37.0056,止盈,否,否,1.0,2302.21,2309.27,2302.00,2307.72,2307.72,2314.18,2303.00,2303.39
220,rule1,做多,2025-02-28 02:00,2215.81,2025-02-28 02:30,2131.93,3,45,3.786,-530.00,-21.2000,15.8056,止损,否,否,4.0,2220.71,2229.60,2187.02,2193.56,2193.60,2226.21,2175.37,2215.81
221,rule1,做空,2025-02-28 04:45,2136.71,2025-02-28 06:45,2086.34,9,135,2.357,330.00,13.2000,29.0056,止盈,否,否,4.0,2131.77,2144.70,2099.36,2144.11,2144.11,2156.00,2133.32,2136.71
222,rule1,做多,2025-02-28 08:15,2103.19,2025-02-28 13:30,2152.77,22,330,2.357,330.00,5.2800,34.2856,止盈,否,否,1.6,2106.21,2122.39,2091.40,2097.00,2097.00,2106.05,2076.26,2103.19
223,rule1,做多,2025-02-28 05:30,2122.78,2025-02-28 14:00,2172.82,35,525,2.357,330.00,3.3000,37.5856,止盈,是,是,1.0,2121.51,2138.51,2107.24,2115.29,2115.29,2126.70,2106.04,2122.78
224,rule1,做空,2025-02-28 08:30,2097.50,2025-02-28 14:00,2176.91,23,345,3.786,-530.00,-5.3000,32.2856,止损,否,否,1.0,2097.00,2106.05,2076.26,2103.19,2103.20,2116.40,2097.47,2097.50
225,rule1,做多,2025-02-28 14:30,2173.30,2025-02-28 15:15,2224.53,4,60,2.357,330.00,3.3000,35.5856,止盈,否,否,1.0,2171.42,2177.39,2159.20,2166.24,2166.24,2175.00,2138.70,2173.30
226,rule1,做空,2025-02-28 14:45,2166.41,2025-02-28 18:45,2248.42,17,255,3.786,-530.00,-8.4800,27.1056,止损,否,否,1.6,2166.24,2175.00,2138.70,2173.30,2173.30,2183.20,2161.90,2166.41
227,rule1,做多,2025-02-28 18:15,2210.08,2025-03-01 01:45,2262.17,31,465,2.357,330.00,5.2800,32.3856,止盈,否,否,1.6,2209.36,2218.64,2208.08,2217.13,2217.13,2225.59,2193.40,2210.08
228,rule1,做空,2025-03-01 00:15,2233.59,2025-03-01 11:00,2186.21,44,660,2.121,297.00,4.7520,37.1376,止盈,是,是,1.6,2237.59,2245.41,2231.42,2244.39,2244.38,2246.58,2231.82,2233.59
229,rule1,做空,2025-02-28 07:15,2114.50,2025-03-02 15:30,2271.29,226,3390,7.415,-1038.12,-41.5250,-4.3874,跟踪止损,是,是,4.0,2109.14,2130.40,2107.34,2121.09,2121.10,2135.60,2110.50,2114.50
230,rule1,做多,2025-02-28 19:45,2230.15,2025-03-02 15:30,2277.46,176,2640,2.121,297.00,4.7520,0.3646,止盈,是,是,1.6,2230.99,2238.50,2227.16,2237.77,2237.78,2238.69,2225.20,2230.15
231,rule1,做多,2025-03-01 02:45,2256.19,2025-03-02 16:30,2350.00,152,2280,4.158,582.11,5.8211,6.1857,跟踪止损,是,是,1.0,2260.09,2275.61,2255.44,2266.51,2266.45,2266.45,2254.52,2256.19
232,rule1,做空,2025-03-02 00:00,2212.45,2025-03-02 16:30,2302.36,67,1005,4.064,-568.95,-9.1032,-2.9175,跟踪止损,是,是,1.6,2207.70,2219.95,2207.70,2217.39,2217.40,2221.30,2212.10,2212.45
233,rule1,做多,2025-03-02 17:45,2480.49,2025-03-02 21:30,2538.96,16,240,2.357,330.00,13.2000,10.2825,止盈,否,否,4.0,2462.66,2510.82,2456.78,2507.23,2507.15,2507.66,2452.71,2480.49
234,rule1,做多,2025-03-03 00:30,2479.80,2025-03-03 06:30,2385.92,25,375,3.786,-530.00,-5.3000,4.9825,止损,否,否,1.0,2482.03,2493.25,2477.22,2488.23,2488.29,2493.26,2472.88,2479.80
235,rule1,做多,2025-03-03 03:00,2439.40,2025-03-03 08:45,2347.05,24,360,3.786,-530.00,-8.4800,-3.4975,止损,否,否,1.6,2439.41,2451.00,2437.55,2447.48,2447.49,2455.70,2437.36,2439.40
236,rule1,做多,2025-03-03 12:15,2358.82,2025-03-03 14:45,2269.52,11,165,3.786,-530.00,-8.4800,-11.9775,止损,否,否,1.6,2356.15,2376.78,2353.37,2364.44,2364.44,2366.04,2352.26,2358.82
237,rule1,做空,2025-03-03 16:15,2286.68,2025-03-03 18:15,2232.78,9,135,2.357,330.00,13.2000,1.2225,止盈,否,否,4.0,2287.30,2294.12,2258.00,2273.62,2273.63,2296.63,2266.99,2286.68
